"Service_ID","Community_ID","ServiceName","ServiceType","ProviderName","Address","Contact","OperatingHours","Capacity","Specialties","InsuranceAccepted","QualityRating","Accessibility","EmergencyServices","AverageWaitTime","PatientSatisfactionScore","Accreditation","Website"
"1439","23.0","jWCDkqGvUjLxgBAUZFEC","Education","QvvtOOKwYkjxbrz","9775 rUKswZuhOPvYRTu St.","+1-930-575-8816","Mon-Fri 8AM - 7PM, Sat Closed, Sun Closed","75","dLAZVoDeKiWwarJpQTPsnOfQJQszfw","No","4","Poor","Yes","53 minutes","1","Accredited","http://mgvuuieb.com"
"1440","49.0","OjYEApxLLBBrcdtQcTli","Education","juthsDIezcIkmAH","3148 jhoZgGFFBcROcHH St.","+1-545-522-1676","Mon-Fri 9AM - 11PM, Sat Closed, Sun 9AM - 11PM","73","PGxsplXmhJxNtxrqpJgmwoeXwvvAqh","Yes","2","Average","Yes","79 minutes","6","Accredited","http://taquin.com"
"1441","28.0","SsCARFTYyOnuXKVvuiKm","Healthcare","PaCUllNpwbTOSci","7613 pUbcRQVRQjWnqWx St.","+1-257-460-8950","Mon-Fri Closed, Sat Closed, Sun Closed","34","AdloJnwTYVplsTUfRzBOgDPRPkbFoM","Yes","5","Poor","Yes","10 minutes","3","Not Accredited","http://jvvsyjmh.com"
"1442","45.0","AyysOOAvduLmBRaIfkAv","Education","hpJTUFjJZDsOela","4515 LPGRAPGswNsTZXW St.","+1-821-655-1229","Mon-Fri 8AM - 10PM, Sat Closed, Sun Closed","47","CRAzeQKdysScXsIVXrihliCCZGdAEx","Yes","3","Poor","No","104 minutes","7","Not Accredited","http://jbwds.com"
"1443","61.0","XDyPXBqtNXcFHazMGGeI","Education","lLJFrffowFWZiYr","4053 kIplimZeKufLfYM St.","+1-555-553-6093","Mon-Fri Closed, Sat Closed, Sun 7AM - 6PM","76","bHyDZLsqtvoVzXxweKbKBqDHWKMwew","No","2","Good","No","15 minutes","1","Accredited","http://qcrkzfqtjy.com"
"1444","67.0","MTzWsiROvzaGvuKqUQrR","Education","ixJzLBMjZbgazlw","9834 qCUIeIcRoXOdEMq St.","+1-618-318-3431","Mon-Fri Closed, Sat Closed, Sun Closed","7","CpLSJqWHxxLesFqMKxVfoXBsqsZJQE","Yes","2","Good","No","11 minutes","6","Accredited","http://dfrwcozwl.com"
"1445","71.0","WUcqsueKpitYbtJkFxcS","Education","WUPQjqwCqGrTjDD","6047 CwaTFOrfPbsZECD St.","+1-776-357-8566","Mon-Fri 7AM - 9PM, Sat 7AM - 9PM, Sun Closed","82","RkWalTvTdCCTXtEchrjGEyaqxsGDac","Yes","3","Poor","No","78 minutes","2","Not Accredited","http://xgtlgwr.com"
"1446","67.0","vzDjgGFQkJRZlHctaqGM","Social","cwQUbLOFUMyIqUy","1762 fCIDjkKZTOnvoFn St.","+1-520-249-9369","Mon-Fri Closed, Sat Closed, Sun Closed","34","dWyONZeFcKLyzbACQWfbVsLJaTTmnR","No","2","Good","No","46 minutes","7","Not Accredited","http://qnybhuyln.com"
"1447","61.0","HRCjSdsWdpJSuFoEJLai","Recreation","WkqedoxUGrqwDCy","5581 mOozgWUjJSvJMUC St.","+1-747-770-5070","Mon-Fri 6AM - 10PM, Sat Closed, Sun 6AM - 10PM","90","pxJcWmnXWzzpCJxLkUhHPNhLeALnaN","No","2","Poor","No","40 minutes","10","Accredited","http://sdffqn.com"
"1448","53.0","gGQPyZkBIxZkcqTqhubm","Healthcare","ObdUdEGYoYyCkLS","8041 njoetbJROPNEcWl St.","+1-481-269-2731","Mon-Fri 6AM - 11PM, Sat 6AM - 11PM, Sun Closed","91","DtTgcEhPRTaWnaiVfWpUDNSGQOZjaa","Yes","1","Average","No","120 minutes","1","Accredited","http://omsvfdouw.com"
"1449","49.0","GeQgMhpvXDYfdniJtFpE","Recreation","wHCUfprDhMSdPev","5608 waMqCNDyUGlLIZy St.","+1-549-387-6382","Mon-Fri 7AM - 9PM, Sat Closed, Sun 7AM - 9PM","98","gglvVWtMokHrUNZikSYZKAQZbcNVug","No","2","Poor","Yes","35 minutes","3","Accredited","http://rylxurdlm.com"
"1450","3.0","DNNnYYjWIcOffzVBxdIt","Social","FZAENAYwyCbzqeM","498 AJSBKayEUqBsmEk St.","+1-253-596-5745","Mon-Fri 8AM - 11PM, Sat 8AM - 11PM, Sun 8AM - 11PM","84","klaKSJpQbbCaFilMxidDzYOMmINdWZ","No","1","Average","No","82 minutes","2","Accredited","http://pbnem.com"
"1451","30.0","MYylWeQHYjaGovDfwSbA","Education","nNXrrJbnFKSUIYe","726 ulSjanxeofDKFlZ St.","+1-432-309-2114","Mon-Fri Closed, Sat 9AM - 9PM, Sun 9AM - 9PM","85","WFSieXsofoVuiGxDNtekmAQcQcjAmL","Yes","4","Poor","No","77 minutes","1","Accredited","http://fnrcnxgu.com"
"1452","33.0","jiDfLTifXQscqOszVtQP","Healthcare","sDDTleeLJIAHbWU","4732 LuuJbLSsLzpxlgn St.","+1-374-508-2336","Mon-Fri Closed, Sat 9AM - 11PM, Sun Closed","64","hyCXdLtxzvUbXQBjhCXrCwiHaEFInr","Yes","1","Average","Yes","105 minutes","5","Not Accredited","http://ytofqbiql.com"
"1453","3.0","lIpjUZqtxWCkBieNAVuC","Recreation","QDFSKUXLmrbnXYc","6619 jeADAJiKNlnRCWD St.","+1-489-906-1048","Mon-Fri Closed, Sat Closed, Sun Closed","100","dyzblVsIRgtfvvTTYxdDcHmHRXkNVF","Yes","3","Poor","No","31 minutes","1","Accredited","http://jomlbqeflo.com"
"1454","30.0","BMEvEDKOyPOePVHJsrsw","Healthcare","wvOmlaubXgktNRo","790 pYVcOGXrXQQcosX St.","+1-942-222-8440","Mon-Fri Closed, Sat 7AM - 8PM, Sun Closed","82","akHzIOjVgVuvXLqOPKreWAkeIPFdug","Yes","3","Good","Yes","80 minutes","7","Not Accredited","http://izkexd.com"
"1455","32.0","oxegmSsTIRunFrMGQmPl","Healthcare","GosIFkabxLJNpsm","2140 kywjVdURYqbHNav St.","+1-435-621-7406","Mon-Fri Closed, Sat Closed, Sun Closed","26","qbpByemBmIEVQWhKkdlKoiCJFjinFm","Yes","1","Average","No","114 minutes","4","Accredited","http://bjrmbbaval.com"
"1456","49.0","FBobFkCMgzoHELwDkafJ","Recreation","GpDFBoguUPxfxmw","6972 IxxzjFmsmOuLdlL St.","+1-290-519-5696","Mon-Fri 9AM - 6PM, Sat Closed, Sun 9AM - 6PM","56","zXAzZdEnUAJAwyIHYVozAdWjQKTrfW","Yes","1","Average","Yes","96 minutes","1","Not Accredited","http://axbov.com"
"1457","7.0","bOmxdinjrxLKpOgHfiWC","Healthcare","NhUlkGRIMHShPhC","6617 MRroFjlhkzWQrte St.","+1-562-895-5306","Mon-Fri Closed, Sat 9AM - 7PM, Sun 9AM - 7PM","34","yLcjiwwXmtGmXvfGfKrFCBpabPipky","Yes","4","Good","No","91 minutes","7","Accredited","http://irnrjhl.com"
"1458","38.0","DxAMjWxmJZpdSNLYrDKj","Healthcare","uSMarCTcseHKudH","7973 pYZNrOQBCPsfKWY St.","+1-451-897-7805","Mon-Fri 6AM - 10PM, Sat Closed, Sun 6AM - 10PM","42","qDTgfBVNMRVETdNYxYtDJUgTSiPeQt","Yes","5","Average","No","43 minutes","7","Accredited","http://tksiagtm.com"
"1459","10.0","hxAINYjpiTeODcPqHhfu","Social","LrXLbfUYQGisHzP","1654 WBMykpAcNnFbAAd St.","+1-947-934-7932","Mon-Fri 6AM - 11PM, Sat Closed, Sun 6AM - 11PM","63","sKSCxnySYHLTBbzHmsXfaiooWSpfrB","Yes","2","Good","Yes","106 minutes","10","Accredited","http://fjczqzczs.com"
"1460","49.0","saTpjGgmPsYmdRfOwlid","Healthcare","nFdttjvBnMguFIP","2979 ciQxOzscgPKDQHy St.","+1-324-386-8448","Mon-Fri 7AM - 9PM, Sat 7AM - 9PM, Sun Closed","51","NVTGiKvFQHRLQYMOIruVKHOPEplXld","No","2","Poor","No","18 minutes","7","Not Accredited","http://mzjfeeub.com"
"1461","49.0","eJhSAPrhCAKZUFjVMEIV","Recreation","wNmgnOHQvnIpSzs","4925 TyaLdDePeGifImN St.","+1-541-989-5866","Mon-Fri 6AM - 10PM, Sat 6AM - 10PM, Sun 6AM - 10PM","94","KzcBGahfMuTvGHArqEieNqQJhenejG","No","3","Good","No","61 minutes","8","Accredited","http://gakptudqg.com"
"1462","42.0","ORujSTlbpbJzgTAVFmAU","Education","HFzlxjnSlSzDeRG","4478 OmPlrZGHHPKxUUN St.","+1-878-503-9310","Mon-Fri Closed, Sat 6AM - 9PM, Sun Closed","28","iaOFaTaIBglidwQetIJRKEFmeoTtGE","Yes","5","Good","No","33 minutes","1","Not Accredited","http://pcafzhyx.com"
"1463","8.0","ZXuqVamiduPVoeWThSgp","Healthcare","DlkyZqcGcvwlkIN","1347 nxMzIbFneAOtCrZ St.","+1-204-242-7361","Mon-Fri 8AM - 11PM, Sat 8AM - 11PM, Sun 8AM - 11PM","82","NOHITVISemNltoZCmkULDCApzKJrLo","No","1","Average","No","98 minutes","1","Not Accredited","http://hjwwjht.com"
"1464","24.0","lGutPlfmBtmnfgMgMWDu","Recreation","oQkwzexNhFUJrVy","1037 AoymoMDPtukVjWw St.","+1-236-791-6797","Mon-Fri 8AM - 11PM, Sat 8AM - 11PM, Sun Closed","89","bAHQPBaCgUWBVUfFNOHqLYwCzucrvr","Yes","3","Poor","Yes","74 minutes","6","Not Accredited","http://uegvwbrj.com"
"1465","75.0","UqpQpVQxTwkyntAvjpyT","Healthcare","AZVqPuCbXAbIQJl","8125 wjlbOWPADBYqZgq St.","+1-245-524-8308","Mon-Fri 7AM - 9PM, Sat 7AM - 9PM, Sun Closed","36","OIdxbqiCsycoaeifJxXwSsvjnPthzn","Yes","4","Poor","No","89 minutes","2","Not Accredited","http://qbqlxth.com"
"1466","6.0","rGLzIdSbNZEFoReEUsNZ","Recreation","GgkidlnbLzhOvVy","2813 rATGFKgpiTYkube St.","+1-630-900-5650","Mon-Fri 6AM - 7PM, Sat Closed, Sun 6AM - 7PM","20","eyJRvTeVOrjAlOnDfTisEBcUSoNgav","No","4","Average","No","83 minutes","10","Accredited","http://yuwpizu.com"
"1467","28.0","PlfXwUpyBZwUMlwwuyLa","Recreation","GAYTCdKVSnhStCw","4085 xlxeLHiNCAUNepz St.","+1-592-730-5056","Mon-Fri 7AM - 10PM, Sat 7AM - 10PM, Sun 7AM - 10PM","43","IzJlSYipjYDqmdAIFLlDfHWTAgGaBY","No","2","Average","Yes","47 minutes","10","Not Accredited","http://dhbmgayb.com"
"1468","70.0","KaZoRursqrhDXbXOWkSH","Social","VBFzgbFzSHkvgOG","8909 rdcHrVVHriQvzVJ St.","+1-291-648-5633","Mon-Fri 8AM - 6PM, Sat 8AM - 6PM, Sun 8AM - 6PM","32","qnKwqusJHtKUzFFjFWGIcRwwsCfeWF","Yes","4","Good","Yes","61 minutes","9","Not Accredited","http://gokomypc.com"
"1469","30.0","ibZQaUITwxLDeuACNfpw","Education","qYONZLcOZaiRFaK","628 mYeuBtyoTEupOqX St.","+1-313-258-7584","Mon-Fri Closed, Sat 7AM - 10PM, Sun 7AM - 10PM","1","HhFQnRzXmuMdODmKIpQSFZzedMnbsw","No","3","Good","Yes","58 minutes","3","Not Accredited","http://ayqcziafwu.com"
"1470","3.0","qUoRnLgjUChVYLJvmONM","Social","nlqdkwyHUQgkEfX","3220 bwvUOGVyjYpuMIK St.","+1-576-982-3643","Mon-Fri 6AM - 10PM, Sat Closed, Sun Closed","100","vvhFFCeyEpJYhuxeyKLHpNKXWymIQQ","Yes","2","Average","Yes","52 minutes","8","Not Accredited","http://rqczjm.com"
"1471","64.0","jLbytgNtQAgvgAYgfMRh","Education","TUKEJqalMdHMBVM","4015 hbycPVoezFnCmvO St.","+1-535-565-3377","Mon-Fri 9AM - 6PM, Sat Closed, Sun 9AM - 6PM","21","jkgZlwFPedRCMLFcayaEKZwvDnvvch","Yes","4","Average","No","85 minutes","7","Not Accredited","http://hvvbnscr.com"
"1472","4.0","QOXuUsPaWwNydgtJxzrA","Healthcare","vpKOzJDpijHoWFc","1802 nzGPEpmozKGTEOO St.","+1-420-889-2732","Mon-Fri 9AM - 10PM, Sat 9AM - 10PM, Sun Closed","17","GAZrSSzBSavuYBZqIrOuolhgqxVaMZ","Yes","5","Good","No","11 minutes","8","Accredited","http://ryykrykxli.com"
"1473","17.0","ksGXgYqgqkFQNnVHjYgW","Healthcare","MstHFKbgUpSvyEs","3533 eqsTusKEroXSHvR St.","+1-459-275-7637","Mon-Fri 8AM - 6PM, Sat 8AM - 6PM, Sun Closed","95","bXBsCztvtdodVZVHwqXDQAmqLGhxDH","Yes","2","Average","Yes","71 minutes","9","Accredited","http://cqyhfvo.com"
"1474","1.0","FNuEGcNinUfBDqHsRCpL","Education","QHFkKFkejrccybV","9715 bIJAfiniLCzAqWW St.","+1-804-660-9556","Mon-Fri 7AM - 10PM, Sat 7AM - 10PM, Sun 7AM - 10PM","20","lNTRYtPbpkHSTXYnAbjqrxyegvaIdn","Yes","4","Average","No","95 minutes","1","Not Accredited","http://bxhwtw.com"
"1475","38.0","wyUNQaqTOECzbYXUDyTu","Education","naDBuxbOgsVxQur","5251 MYAbLSGLjqBVFZd St.","+1-701-973-9622","Mon-Fri 9AM - 9PM, Sat 9AM - 9PM, Sun 9AM - 9PM","97","enoqJpftQuIJhXvslOSgQMICjPIoBR","Yes","2","Poor","No","58 minutes","10","Accredited","http://lkhudju.com"
"1476","6.0","ymdXruEfcKTxwozeDEhe","Education","mGCjOiXhMSAMDhA","9825 aMArMpabMxTZcEp St.","+1-540-730-7710","Mon-Fri Closed, Sat 8AM - 7PM, Sun 8AM - 7PM","72","QPhhcqRtFxXEkeoeQHJAHgnCfMkrOG","Yes","4","Average","Yes","103 minutes","2","Not Accredited","http://mfekdj.com"
"1477","28.0","LscpNNMDCLpzKkntHfdI","Education","TPhJtYIhAdhVAit","547 AToqqnUXFnglIBd St.","+1-850-621-3243","Mon-Fri 9AM - 9PM, Sat 9AM - 9PM, Sun 9AM - 9PM","12","RpznWhywpqyrDPTIGCmNTAAzmewmwQ","No","5","Good","Yes","88 minutes","10","Not Accredited","http://spmatzutn.com"
"1478","1.0","dyuVKlkUCjliYFipcidv","Recreation","cUEhiPpIeYahiZu","2882 SvqeebIQvhezXpw St.","+1-698-419-9733","Mon-Fri 9AM - 10PM, Sat 9AM - 10PM, Sun 9AM - 10PM","49","XBhCWJpzvNGiULyKyNxZXPQCbdEqGU","Yes","3","Good","No","112 minutes","9","Accredited","http://tgilktuwk.com"
"1479","8.0","XsNxZhuSDbIPyvlRCmAV","Healthcare","fdGlbbnVuHfiycL","1800 zgXfcfXKLoTyiZS St.","+1-646-253-6449","Mon-Fri Closed, Sat Closed, Sun 7AM - 8PM","80","WlZNoQDKcTyqpLbWoghvXtHxQqIPGu","Yes","4","Good","No","37 minutes","10","Accredited","http://lgiayv.com"
"1480","65.0","HawwcLrKKMzLUmctpjXM","Recreation","inZqVHxmXWjbuJF","2163 OvaTDVnjYwhFZfN St.","+1-341-498-8164","Mon-Fri 7AM - 9PM, Sat 7AM - 9PM, Sun 7AM - 9PM","20","cLLseLuwZjmODqasUWtfDteYSbHfem","Yes","3","Good","No","53 minutes","6","Not Accredited","http://dsjoioz.com"
"1481","6.0","nqcJSUvBDNEdNfvCfmWW","Education","bGkdvMuKQOFYRlk","7040 ZCJGdhRTUHNWkWF St.","+1-821-945-8819","Mon-Fri Closed, Sat 7AM - 7PM, Sun Closed","18","CKvVmvItznJlSlFYwBWFsHIZXhVHOd","Yes","1","Good","No","64 minutes","5","Accredited","http://bhgdxz.com"
"1482","23.0","WYJHsxbEeGYEkBSHExwM","Healthcare","rAMLysGYZpxXpHS","6342 lHyAZETzUnTmyHS St.","+1-580-201-7414","Mon-Fri 9AM - 11PM, Sat Closed, Sun Closed","62","xnEoitXJRHzBOMMOOYgqdTTOCVZxwh","No","5","Average","No","69 minutes","1","Not Accredited","http://xcvgiolafp.com"
"1483","21.0","kxGEyVxAsUfwjkIKqKsR","Recreation","PdoERNaZYjZMUmv","6407 ksAommsaYHcXvqM St.","+1-850-918-8793","Mon-Fri Closed, Sat 8AM - 8PM, Sun 8AM - 8PM","44","xoZqfuDNKhtpJEjZcFbzItvpLCTiWH","No","1","Average","No","95 minutes","7","Accredited","http://wkphmov.com"
"1484","52.0","CyiCkdoTfzJeUvpKhqql","Education","KfHqYKodTivZvpI","5105 yLjbKYSEtzPiTzt St.","+1-724-572-1455","Mon-Fri Closed, Sat 8AM - 10PM, Sun 8AM - 10PM","61","eTgVzuFerMiLSFtFogWxoLpQQTCQvg","No","1","Average","No","104 minutes","8","Accredited","http://nzyykqqoek.com"
"1485","7.0","IeJmzZCsYtrehnVschsS","Recreation","niIZBSntBvYYCwB","7697 DxySbkDLiPgzIgD St.","+1-829-456-9888","Mon-Fri Closed, Sat 7AM - 8PM, Sun Closed","57","KaDPgMYyxGXikERoYKTbJAlaNmHoWO","Yes","2","Average","Yes","119 minutes","7","Accredited","http://qscry.com"
"1486","24.0","hBAjmphDAZnTRtutJiFY","Healthcare","AqUCyLshfxbsloX","4814 TBXpCwDfnYURSyf St.","+1-973-893-8276","Mon-Fri 7AM - 6PM, Sat Closed, Sun 7AM - 6PM","68","WCdLxdAGaIOJNNyvLGUZNyOWZznUmh","Yes","1","Good","No","17 minutes","1","Accredited","http://bqymudy.com"
"1487","50.0","FjViTycQOsdMGIhCqAXg","Recreation","ycVGlLeBYlfNMGX","5338 SqUruKqnMQKnsTV St.","+1-471-477-4905","Mon-Fri 8AM - 11PM, Sat Closed, Sun Closed","10","DAuZeatHbIsmPZwiZNqvyaMrxfiibF","Yes","4","Good","No","25 minutes","3","Accredited","http://kuzos.com"
"1488","16.0","GAMRGuKnyaVlIDSufetw","Healthcare","NEyZUhkaOIMrAeP","3602 tCoOVosEbzqfFaU St.","+1-783-880-9733","Mon-Fri Closed, Sat 7AM - 11PM, Sun 7AM - 11PM","43","FTKbJRwLBFCOsZNNbhvQLnAPApFiZT","Yes","5","Average","Yes","89 minutes","9","Not Accredited","http://rfkanon.com"
"1489","8.0","xWOOJiFDKlzPjgzuNeuy","Recreation","rBAXbLIBazeNTiO","3709 nYlaVdZvcbWdHJn St.","+1-906-703-5063","Mon-Fri Closed, Sat 8AM - 5PM, Sun 8AM - 5PM","91","cUzWqfoOnftoorYRqVmbKaVSaqPvez","Yes","2","Average","Yes","37 minutes","5","Not Accredited","http://fkepe.com"
"1490","8.0","DNaiayNMmwxqZLAimSsq","Education","rAebXAttPACMpmi","6489 GxqSSPrObLqmjGO St.","+1-609-413-4631","Mon-Fri 9AM - 11PM, Sat 9AM - 11PM, Sun 9AM - 11PM","98","mfHVwUoPUNvtcYVUkvvlCijnFqWngx","Yes","2","Average","No","72 minutes","2","Not Accredited","http://ucvkfn.com"
"1491","60.0","IZaXowDCsOiIlozsxsCp","Recreation","DDdPOiQmGaJBfmU","6859 PJDURJnTDterRHR St.","+1-643-802-2618","Mon-Fri 6AM - 6PM, Sat 6AM - 6PM, Sun 6AM - 6PM","6","CQqoQcNbvacRhQLyHZfzcnvXblhLPP","No","3","Good","No","49 minutes","4","Accredited","http://kemgi.com"
"1492","59.0","CRzKKyYQJVvNzYZRpFGw","Recreation","MerAFlfomeIjKbo","3241 VxAvPEdQXOhvNxP St.","+1-383-603-9718","Mon-Fri Closed, Sat 9AM - 6PM, Sun 9AM - 6PM","84","mLOgfWdLzFRZSsBDxVHnNkeUfhTTlU","No","5","Average","Yes","97 minutes","5","Accredited","http://jlbqfyq.com"
"1493","28.0","NDpZDIDyOKOSQYzVXIps","Recreation","LHGTnfjcevHIxfs","9885 UqmmniZHQTGMsaf St.","+1-900-930-1629","Mon-Fri Closed, Sat 8AM - 11PM, Sun 8AM - 11PM","86","MCMPICirWfsAvLrQKUFQziGsGRolAN","Yes","3","Poor","No","27 minutes","8","Accredited","http://rfvkgz.com"
"1494","21.0","pHXqDkZJqtPzyYrIVUAB","Education","cIOvuLSNqtjqWmh","5531 FKkaBgvfYQiUHkq St.","+1-334-739-4066","Mon-Fri 6AM - 6PM, Sat 6AM - 6PM, Sun Closed","66","JJXvJuxjjVFUtbLNVWZXcJUfgNgNBE","Yes","1","Good","No","86 minutes","9","Accredited","http://qibfs.com"
"1495","32.0","cZfgHqXbYCBmTVAzqYrQ","Education","FViHtDbwgPWQcQm","1193 luWVnsfoMypXglz St.","+1-235-226-9018","Mon-Fri Closed, Sat 8AM - 11PM, Sun 8AM - 11PM","89","EEQRAbwxWtRdeOZwlgEXibozYyHMaY","No","2","Good","Yes","105 minutes","10","Not Accredited","http://fqrmvgm.com"
"1496","8.0","fbCIeoJhORzywXMHvmNF","Recreation","YuedEameGTWaHxP","786 EuIGaLFRKebmrIN St.","+1-348-944-5516","Mon-Fri 7AM - 7PM, Sat 7AM - 7PM, Sun 7AM - 7PM","73","YyAgHsmFYvcfFRPdCAJxKHcmbrSHSb","No","2","Average","Yes","71 minutes","6","Accredited","http://vgulzxpj.com"
"1497","7.0","YEebcjutvJDGkXiqFmXw","Recreation","dsPrIyvlHOBsJEt","2216 sLTRkTkHOrduOgZ St.","+1-978-459-6741","Mon-Fri 9AM - 7PM, Sat 9AM - 7PM, Sun Closed","26","XhWFUIdhBeFeMHknosFiZkKroCdTtX","No","1","Average","No","77 minutes","1","Accredited","http://uxgbw.com"
"1498","7.0","yDVUQGpvijyBYoCReqnj","Social","OwUTWonRJCbzxth","1201 IpiJWvDTxYflLvz St.","+1-871-309-9762","Mon-Fri Closed, Sat Closed, Sun 8AM - 9PM","68","oTmKwqSuZhoHtJDCEYlfWZoJZksWVr","No","1","Good","No","18 minutes","4","Not Accredited","http://riaax.com"
"1499","7.0","EtBeHLaxJOTkMrecEjLj","Recreation","ENJsTKRoSDiOvjf","7660 CDaSUQMyHAMPktL St.","+1-764-800-9845","Mon-Fri 6AM - 11PM, Sat 6AM - 11PM, Sun 6AM - 11PM","15","RhLgAXpuxBGxAmetPLgFkkkEqAwWpx","Yes","3","Average","Yes","53 minutes","8","Not Accredited","http://tfsxt.com"
"1500","7.0","xQaOrfzNJFKScaQJPyuT","Healthcare","tShIeTJBwzxqzwP","9617 RcFOrdNIFZKGkQb St.","+1-694-621-3083","Mon-Fri Closed, Sat 7AM - 8PM, Sun Closed","7","WLIXlRjjBinWncifxPAfckohGalQWB","No","3","Poor","No","68 minutes","10","Not Accredited","http://xcwytx.com"
"1501","7.0","FQWqBdDOdPaufDcCGEie","Healthcare","rVeuOxTnMCiGEiP","9869 zwiUDStOZHektRv St.","+1-443-376-3823","Mon-Fri 8AM - 5PM, Sat 8AM - 5PM, Sun Closed","92","BfjxobLwnimQNCJpEKvFRhwNhgKOBb","Yes","3","Poor","No","117 minutes","8","Accredited","http://iizsugwq.com"
"1502","32.0","kLpOAdqEHVzgENzXKUXg","Social","ysPmvfvwkzwgHZS","495 yQDKuPRTFxCREMG St.","+1-631-400-1560","Mon-Fri Closed, Sat 8AM - 6PM, Sun Closed","80","WcPeXiuiKXYoPFPTesyyHPUJKqibfi","Yes","1","Average","No","36 minutes","5","Accredited","http://ixigxreury.com"
"1503","7.0","BdKAgfpAedURLvaTiDKg","Recreation","PBIXOMeuKbMLgxI","5849 SWCIgrHBIIkuCFx St.","+1-970-318-2947","Mon-Fri Closed, Sat Closed, Sun Closed","29","LFLJrJxOOBiBFNOODzEplBUfbsWotq","No","3","Poor","No","44 minutes","5","Accredited","http://ytmwranyr.com"
"1504","24.0","WOefZqdjeAuhGnQdtiNP","Recreation","QCeimcruqPCJHjt","6881 WZVlLzwKSvmdntW St.","+1-533-486-1162","Mon-Fri Closed, Sat Closed, Sun Closed","99","OaFJduXDDxSisNEyFGbcquEAjVdCuS","Yes","1","Good","Yes","60 minutes","6","Not Accredited","http://bblzvv.com"
"1505","7.0","MpOiYyPwZksyLNsVPNDS","Recreation","doFTfKhZEcfSzse","3452 yaqEVnfHOvCKkGC St.","+1-440-955-4871","Mon-Fri 6AM - 9PM, Sat Closed, Sun Closed","54","hwseSHOiwzWxorZPAVViakSErwreSb","No","4","Average","Yes","48 minutes","9","Accredited","http://gqpmcff.com"
"1506","24.0","CeYtPDXCfIfsLFqQMppZ","Healthcare","FzVBAKFKqIbluFD","2929 iYgAtRiHgtGLXLF St.","+1-879-410-3497","Mon-Fri Closed, Sat 9AM - 9PM, Sun 9AM - 9PM","10","LaLfwXNsnWneGHfMVmNBJWCEhJzccu","No","5","Poor","Yes","52 minutes","6","Not Accredited","http://jvxng.com"
"1507","15.0","pVaXNWQqBYgwWGjBzwca","Recreation","lMMRYLxqHmnqqLU","230 FRnZCwGlSirhxRc St.","+1-547-347-6029","Mon-Fri 6AM - 11PM, Sat 6AM - 11PM, Sun Closed","51","RgoDVQEPFWXYWsMlCsHvcMiXkEJxgA","No","4","Average","Yes","50 minutes","4","Not Accredited","http://uhrklilmc.com"
"1508","24.0","oDPrqCVfTGKCzUWCXdQv","Recreation","apTdAenHKHevzmi","6263 lHCwmpmXrHbgHdv St.","+1-621-596-3398","Mon-Fri Closed, Sat 7AM - 10PM, Sun Closed","70","TBrgdNoDQBPGyZbTSqgFEdIRycBztR","Yes","1","Good","No","91 minutes","4","Accredited","http://vzhgifv.com"
"1509","1.0","GbvLkVMjfcAYvAUuFNNQ","Social","pZmTmcSRZwxNTTr","3075 uSaebJGTEyrZipb St.","+1-427-891-5679","Mon-Fri 8AM - 8PM, Sat 8AM - 8PM, Sun Closed","57","NrijTuBBveyZdyQpEwvApzDTBlZRZQ","No","3","Good","Yes","18 minutes","9","Not Accredited","http://cevxxtp.com"
"1510","7.0","idfZTGGQisKpsglRLPOW","Recreation","ZWzRxQreqwvAwfK","5308 XVkeOcjOAPNVYNO St.","+1-945-463-6635","Mon-Fri Closed, Sat 9AM - 7PM, Sun 9AM - 7PM","31","FBuVgjXmWZBHhixebCkcFGTUhEteeF","Yes","1","Average","Yes","106 minutes","6","Accredited","http://qtxpswnutb.com"
"1511","22.0","oACmTriRyHatQHfQrHoR","Social","adqQQObRXoRtLvm","4787 bHeXzOaGJPaVgee St.","+1-292-922-5122","Mon-Fri Closed, Sat Closed, Sun Closed","8","LjlMopcoRttgRqIwogYgmMamngICuW","Yes","1","Average","No","88 minutes","6","Accredited","http://mbphmvzesg.com"
"1512","8.0","mtuxDcubDfvVTSpaNvby","Recreation","InVSjzFVNKhWmVW","5026 RuzObjTUEAeHiqj St.","+1-667-256-4414","Mon-Fri 8AM - 5PM, Sat 8AM - 5PM, Sun 8AM - 5PM","12","uvPGLQbBQouLVZjzYVtMQXLDFHGitS","No","3","Average","Yes","115 minutes","1","Not Accredited","http://scsxj.com"
"1513","24.0","haLDuRWRJyrdHCnlaxXc","Recreation","RuiWVROoFWlRzLV","1343 AgkFevKuPDDxoZv St.","+1-379-704-3367","Mon-Fri 8AM - 7PM, Sat Closed, Sun 8AM - 7PM","100","MoizfHrAjkwpIRjGiUKaFpIgTTNnGZ","Yes","1","Poor","No","88 minutes","7","Not Accredited","http://bvvlqna.com"
"1514","28.0","XFuAoewMSKmcFXLtoBzT","Social","fUDXXQnFurlNdQG","8315 ZApqzCmbhjpXiUK St.","+1-778-984-6526","Mon-Fri Closed, Sat 8AM - 5PM, Sun 8AM - 5PM","29","OaYZNEgFzSowSSlSrjNbPRAakmXNtu","No","2","Average","No","98 minutes","7","Not Accredited","http://bypqxx.com"
