"Building_ID","Community_ID","Community_Name","Description","Zip","State","Country","Area","Population","EmploymentRate","CrimeRate","Amenities","PublicTransportAccess","QualityOfLifeIndex","HealthCareIndex","CostOfLivingIndex","PollutionIndex","ClimateIndex"
"251771","8.0","NEAR NORTH SIDE","Description here","60642.0","NC","USA","40.8 sq mi","43410","0.86","0.24","aVTwKeTeRcIclrZWeBMo","Average","81","76","60","7","11"
"251770","76.0","OHARE","Description here","60631.0","MN","USA","30.0 sq mi","3206","0.62","0.05","ylXfekgPFgzeceBOUYZu","Average","85","71","76","13","55"
"251767","8.0","NEAR NORTH SIDE","Description here","60642.0","NC","USA","60.7 sq mi","18039","0.84","0.13","AUgyjEeyPsyHFLwjaqAf","Average","66","60","79","7","99"
"251765","6.0","LAKE VIEW","Description here","60640.0","IL","USA","30.7 sq mi","47352","0.7","0.25","lFbcBqtDuYygHbNFhfzV","Poor","96","62","52","81","39"
"251764","8.0","NEAR NORTH SIDE","Description here","60610.0","VA","USA","25.5 sq mi","32616","0.8","0.32","vrwTXPBdqkXfTTQunPYX","Average","60","53","81","34","6"
"251762","19.0","BELMONT CRAGIN","Description here","60639.0","IA","USA","89.7 sq mi","41421","0.6","0.13","hJNgXXLeiGegLKdUAgOw","Poor","96","77","79","96","81"
"251761","30.0","SOUTH LAWNDALE","Description here","60623.0","IL","USA","74.7 sq mi","20492","0.53","0.22","gnfSTUCvTZWyLLtgccdr","Average","78","80","81","64","69"
"251760","27.0","EAST GARFIELD PARK","Description here","60608.0","IL","USA","7.0 sq mi","11519","0.84","0.44","vGLkJzrgJgGdcXHHgVev","Good","66","74","77","10","25"
"251759","77.0","EDGEWATER","Description here","60660.0","IL","USA","99.5 sq mi","18370","0.83","0.18","JccAKhXxkFxvSJKldJks","Poor","62","85","77","30","81"
"251754","41.0","HYDE PARK","Description here","60615.0","VA","USA","23.8 sq mi","47826","0.69","0.33","fyXXzVAeXpkroRAttAfE","Poor","73","91","82","59","86"
"251751","31.0","LOWER WEST SIDE","Description here","60608.0","IL","USA","80.7 sq mi","22428","0.59","0.14","NHPABLkbOliuHxWesVHj","Poor","96","93","67","36","96"
"251750","63.0","GAGE PARK","Description here","60629.0","IL","USA","59.5 sq mi","9272","0.9","0.38","SaofqAUtOgxqMgmeRCwZ","Poor","90","86","70","62","69"
"251748","8.0","GAGE PARK","Description here","60629.0","IL","USA","27.1 sq mi","34932","0.95","0.02","amBJPWmKPHgyWClaozZI","Good","72","95","65","51","77"
"251746","13.0","NORTH PARK","Description here","60625.0","IL","USA","3.8 sq mi","8817","0.53","0.38","hpxoEnEsQZGEorjrdJCr","Average","80","56","80","87","20"
"251742","63.0","GAGE PARK","Description here","60632.0","KY","USA","87.9 sq mi","27552","0.65","0.37","OBKFdwJsyESzasxmCcvj","Good","72","95","94","55","3"
"251741","60.0","BRIDGEPORT","Description here","60616.0","IL","USA","10.1 sq mi","10263","0.54","0.04","IkYeLHLkjhRpeXJqRgnz","Average","81","55","85","82","9"
"251732","66.0","CHICAGO LAWN","Description here","60629.0","IL","USA","92.0 sq mi","1984","0.73","0.18","tKqfRyVstUhKNHEWXCxb","Average","71","97","69","7","19"
"251725","1.0","FOREST GLEN","Description here","60646.0","IL","USA","15.1 sq mi","24603","0.54","0.48","flqTZsryqjacFlleRtbw","Poor","84","68","80","61","98"
"251723","58.0","BRIGHTON PARK","Description here","60632.0","KY","USA","93.0 sq mi","4646","0.88","0.17","FivovfZgXNkxJydCqXip","Good","52","79","57","51","23"
"251719","8.0","NEAR NORTH SIDE","Description here","60641.0","OK","USA","3.9 sq mi","28752","0.98","0.49","xivHqvYFJyFImgewMHFF","Average","88","67","65","34","58"
"251718","4.0","LINCOLN SQUARE","Description here","60640.0","IL","USA","70.5 sq mi","15087","0.52","0.14","JyMgZrqpztpNMYQZdCzA","Good","55","62","71","85","21"
"251717","62.0","WEST ELSDON","Description here","60629.0","IL","USA","19.4 sq mi","28107","0.53","0.31","NktJAuBCtqAYXGFDOTXW","Average","55","99","82","11","16"
"251716","50.0","PULLMAN","Description here","60628.0","IL","USA","71.1 sq mi","21215","0.59","0.22","cMOwkCIkedscpPydPHdx","Good","60","70","76","89","62"
"251715","33.0","NEAR SOUTH SIDE","Description here","60616.0","IL","USA","67.8 sq mi","5050","0.67","0.2","HoBrKUKGUyQmsexEDUTr","Good","75","56","80","36","20"
"251714","19.0","BELMONT CRAGIN","Description here","60639.0","IA","USA","98.3 sq mi","31894","0.66","0.08","eozBnkLwaQYyQTbZUVvS","Poor","51","59","99","1","85"
"251713","8.0","NEAR NORTH SIDE","Description here","60610.0","VA","USA","60.7 sq mi","39546","0.58","0.47","PYLlWJSNIfLbALbgJkGS","Good","66","60","55","50","72"
"251710","25.0","AUSTIN","Description here","60644.0","IL","USA","39.5 sq mi","1430","0.82","0.31","lUdevKkcFTiSVipAcDKC","Poor","62","61","97","96","99"
"251707","28.0","NORTH LAWNDALE","Description here","60623.0","IL","USA","81.7 sq mi","44016","0.93","0.22","WTARkEmZkQNxSfCeRQEX","Poor","69","53","63","18","84"
"251701","15.0","NEAR WEST SIDE","Description here","60608.0","IL","USA","17.3 sq mi","21306","0.88","0.49","jEVUqmqRJKgswtzzQvQj","Poor","70","99","85","40","21"
"251698","43.0","SOUTH SHORE","Description here","60649.0","VA","USA","79.3 sq mi","41405","0.55","0.39","ykdQrXxLWmJyoPLIkWWo","Poor","78","58","65","95","85"
"251694","1.0","ROGERS PARK","Description here","60612.0","IL","USA","99.0 sq mi","20197","0.72","0.49","ekDomAzuuxhJAQusYING","Average","81","93","83","18","59"
"251693","66.0","CHICAGO LAWN","Description here","60629.0","IL","USA","3.7 sq mi","34544","0.67","0.12","VIskWjVlpOsgbEdyzOXV","Good","59","57","81","76","39"
"251691","2.0","WEST RIDGE","Description here","60659.0","VA","USA","61.3 sq mi","24305","0.88","0.26","eqSvuUJppfjlCuIqdPMi","Poor","82","75","72","83","9"
"251686","46.0","SOUTH CHICAGO","Description here","60617.0","IL","USA","74.5 sq mi","49476","0.65","0.45","zAfIZfFwyYEPYxDANzBc","Average","56","89","56","33","61"
"251684","8.0","LOGAN SQUARE","Description here","60647.0","IL","USA","27.1 sq mi","15155","0.65","0.07","ZzeIyCrBeUKHbBDMMxTL","Average","75","83","68","93","12"
"251683","59.0","LOWER WEST SIDE","Description here","60608.0","IL","USA","87.0 sq mi","9604","0.78","0.06","VCGoVvqrHakfGsbjDSSe","Poor","80","82","95","8","90"
"251680","68.0","ENGLEWOOD","Description here","60621.0","FL","USA","22.1 sq mi","32435","0.52","0.38","aMZLNRQEaYLbLtvqjVaV","Average","57","81","94","24","46"
"251679","23.0","HUMBOLDT PARK","Description here","60651.0","VA","USA","37.6 sq mi","5579","0.96","0.31","kXPTTSEaTiQKQKhzMiEe","Poor","59","69","60","14","88"
"251678","5.0","NORTH CENTER","Description here","60632.0","KY","USA","32.5 sq mi","42538","0.94","0.02","BWOMIIxLrtciSNAWgBCt","Poor","74","91","73","4","35"
"251677","22.0","LOGAN SQUARE","Description here","60647.0","IL","USA","93.5 sq mi","31982","0.92","0.21","wAhAnwlUEoaBxUPWwUIm","Poor","78","64","91","81","7"
"251676","2.0","WEST RIDGE","Description here","60659.0","VA","USA","4.5 sq mi","13619","0.71","0.36","WIrNUVeUcfAiJcGGhmnL","Poor","86","95","60","66","32"
"251673","31.0","LOWER WEST SIDE","Description here","60608.0","IL","USA","64.8 sq mi","29880","0.62","0.4","AHRiIFUoqbJyQDJfXipl","Good","59","74","76","32","55"
"251670","25.0","AUSTIN","Description here","60644.0","IL","USA","66.6 sq mi","37633","0.82","0.11","DaCmnLFPAAXFMumRIBOV","Average","94","73","62","19","13"
"251669","6.0","LOGAN SQUARE","Description here","60647.0","IL","USA","67.3 sq mi","15924","0.58","0.32","jKdQVqAuJNfhlIVmGXKT","Poor","72","57","54","100","8"
"251667","73.0","WASHINGTON HEIGHTS","Description here","60620.0","IL","USA","45.5 sq mi","9238","0.6","0.45","ytEoCxaQwbPgdGYxPXvR","Poor","68","83","62","77","45"
"251665","77.0","EDGEWATER","Description here","60660.0","IL","USA","3.1 sq mi","47851","0.95","0.04","MnefnRstnTuKpEXrXIqE","Good","51","62","93","78","41"
"251657","77.0","MONTCLARE","Description here","60634.0","TN","USA","34.6 sq mi","32545","0.81","0.17","eyGlzACMMlxHQKgzErlh","Good","58","82","50","20","38"
"251656","25.0","AUSTIN","Description here","60644.0","IL","USA","98.3 sq mi","9970","0.58","0.32","FeXMmORPrhIeSJEpLvln","Good","72","71","77","44","18"
"251654","71.0","AUBURN GRESHAM","Description here","60620.0","IL","USA","50.0 sq mi","34092","0.95","0.43","weaOIczRzZIlREdiMXiM","Poor","69","55","58","35","64"
"251652","61.0","NEW CITY","Description here","60609.0","OK","USA","93.0 sq mi","44549","0.8","0.11","ZYJaxcEMKYAbxrrtIsGE","Good","96","98","89","48","77"
"251651","30.0","SOUTH LAWNDALE","Description here","60623.0","IL","USA","49.3 sq mi","35463","0.98","0.29","TolXwHrMrFqBkqTZBLlK","Average","73","53","51","20","3"
"251648","25.0","AUSTIN","Description here","60644.0","IL","USA","4.4 sq mi","15650","0.84","0.11","fzdaZirOIIKJOrZbyIqG","Average","99","98","56","47","49"
"251644","32.0","JEFFERSON PARK","Description here","60630.0","VA","USA","21.6 sq mi","10802","0.99","0.14","qdJtCHlUjXhowuhOUsjw","Good","95","84","71","81","10"
"251640","42.0","WOODLAWN","Description here","60637.0","IL","USA","59.8 sq mi","21628","0.76","0.49","OPqfDSYKKwSDdXATyjIS","Average","76","99","73","18","45"
"251638","56.0","GARFIELD RIDGE","Description here","60638.0","FL","USA","95.8 sq mi","4488","0.58","0.44","hNddgQPwTkXDBrKmHavr","Average","88","65","61","31","24"
"251634","58.0","BRIGHTON PARK","Description here","60632.0","KY","USA","97.3 sq mi","44476","0.89","0.36","oGJeFxpuqqazbLIPsDFN","Good","57","96","73","25","89"
"251632","49.0","ROSELAND","Description here","60628.0","IL","USA","36.3 sq mi","6459","0.55","0.34","kegsjSdBQGGrZriRiiJR","Average","96","90","84","42","7"
"251628","6.0","LAKE VIEW","Description here","60636.0","FL","USA","47.8 sq mi","46476","0.87","0.03","RXEeCqIHLgCOEHRXGpJH","Poor","73","63","57","63","68"
"251619","43.0","SOUTH SHORE","Description here","60649.0","VA","USA","18.1 sq mi","5690","0.91","0.26","jabkEyPKXgdTZxNhxeux","Average","64","57","93","1","34"
"251610","8.0","NEAR NORTH SIDE","Description here","60640.0","IL","USA","37.1 sq mi","7056","0.94","0.21","pDjtzaOyJUbJXuHVbpwx","Average","68","87","84","96","25"
"251608","58.0","BRIGHTON PARK","Description here","60632.0","KY","USA","40.2 sq mi","38437","0.85","0.12","ODUtuKEkpIYXRzRmRlnN","Good","57","77","78","95","24"
"251607","25.0","AUSTIN","Description here","60644.0","IL","USA","54.2 sq mi","5699","0.89","0.21","dIrhtJFqwXxNbVSSElOv","Poor","85","68","53","18","70"
"251606","23.0","HUMBOLDT PARK","Description here","60624.0","OH","USA","56.2 sq mi","28339","0.57","0","systODCDOIWiWDRQUbzf","Poor","72","82","61","78","79"
"251604","69.0","GREATER GRAND CROSSING","Description here","60619.0","IL","USA","13.2 sq mi","39016","0.88","0.45","LZkaVlsPzedgZnNskiII","Good","73","93","65","69","1"
"251603","8.0","NEAR NORTH SIDE","Description here","60629.0","IL","USA","81.8 sq mi","30246","0.72","0.16","OsamaIIYonCRVHgKNeCA","Average","97","94","81","81","43"
"251598","1.0","ROGERS PARK","Description here","60620.0","IL","USA","43.6 sq mi","16544","0.5","0.16","hcQEJBNjMNminfNXWvEG","Good","90","84","86","9","17"
"251597","43.0","SOUTH SHORE","Description here","60649.0","VA","USA","41.9 sq mi","18256","0.7","0.02","AFiinPjJygXVewTDNnqK","Average","85","61","93","63","72"
"251592","28.0","IRVING PARK","Description here","60618.0","IL","USA","44.2 sq mi","7309","0.68","0.2","jWSwXAxpgxugtoNWkHEU","Poor","95","97","91","16","53"
"251590","66.0","CHICAGO LAWN","Description here","60629.0","IL","USA","66.1 sq mi","35645","0.69","0.06","RSFRAzSYObxIGqzsooWd","Poor","50","72","71","25","48"
"251589","23.0","HUMBOLDT PARK","Description here","60651.0","VA","USA","39.0 sq mi","25443","0.83","0.47","cbLKXxCFyScgZDKhLzPi","Poor","69","50","61","97","35"
"251588","52.0","EAST SIDE","Description here","60617.0","IL","USA","19.4 sq mi","36446","0.97","0.33","nCBSexWgUUvDmXJRHfFl","Good","64","55","67","36","14"
"251586","24.0","WEST TOWN","Description here","60622.0","IL","USA","93.4 sq mi","3431","0.77","0.23","AyXOdiKvJqifEWjIdUXG","Poor","61","82","82","94","67"
"251583","60.0","BRIDGEPORT","Description here","60608.0","IL","USA","82.2 sq mi","13592","0.93","0.41","qCzDWyrMZewnPbnGKrwC","Poor","89","61","81","87","48"
"251582","38.0","GRAND BOULEVARD","Description here","60653.0","VA","USA","14.7 sq mi","13154","0.8","0.25","EIQdDFJNtDuPQODVwbgS","Average","54","84","79","67","81"
"251581","45.0","AVALON PARK","Description here","60619.0","IL","USA","35.1 sq mi","4108","0.93","0","txBFkABiwUNeILKLdigC","Poor","84","63","65","8","30"
"251580","6.0","LAKE VIEW","Description here","60619.0","IL","USA","81.7 sq mi","19118","0.5","0.4","prbmSWFMnZRFdCsrLmaX","Average","96","74","72","65","69"
"251575","73.0","WASHINGTON HEIGHTS","Description here","60624.0","OH","USA","82.8 sq mi","14403","0.68","0.32","CTBJtUdoRziFpmjRPPge","Poor","56","79","94","73","5"
"251574","39.0","KENWOOD","Description here","60653.0","VA","USA","6.2 sq mi","15696","0.72","0.46","ZFaZsgWfOsCKmpYscIiJ","Poor","80","67","78","64","13"
"251573","61.0","NEW CITY","Description here","60609.0","OK","USA","50.4 sq mi","48060","0.52","0.43","WTohjsVyHYxqAZnyVftJ","Poor","96","92","81","0","43"
"251571","28.0","AUSTIN","Description here","60644.0","IL","USA","55.5 sq mi","17343","0.51","0.09","rOqKUZELulrOwORnhbYL","Average","82","100","86","68","59"
"251569","7.0","LINCOLN PARK","Description here","60651.0","VA","USA","35.5 sq mi","5621","0.99","0.12","KWjlMlauzngppkcSfBBE","Good","94","91","94","57","44"
"251567","7.0","DOUGLAS","Description here","60616.0","IL","USA","15.4 sq mi","5235","0.97","0.12","McRZIgaprTYaWhPbHlkh","Poor","64","55","58","58","94"
"251566","27.0","EAST GARFIELD PARK","Description here","60612.0","IL","USA","89.4 sq mi","43763","0.5","0.26","WnznaWKgUIsuAHfyqZcD","Poor","67","53","71","55","3"
"251564","32.0","LOOP","Description here","60637.0","IL","USA","23.9 sq mi","10983","0.88","0.13","DSWPxDQRGYzQNbhDqtNn","Poor","60","85","83","62","89"
"251563","25.0","AUSTIN","Description here","60623.0","IL","USA","89.7 sq mi","39559","0.85","0.15","ZgqEqJieQCWfIxbmrVaL","Good","63","58","100","18","92"
"251561","1.0","ROGERS PARK","Description here","60626.0","IL","USA","19.0 sq mi","35393","0.59","0.46","zwzAgJknlPXQijYQFGcU","Poor","61","58","93","45","33"
"251560","33.0","ASHBURN","Description here","60652.0","IL","USA","6.8 sq mi","44275","0.67","0.02","WQsxnQjFObzGWtbzISeO","Average","90","55","78","60","65"
"251556","8.0","NEAR NORTH SIDE","Description here","60610.0","VA","USA","31.5 sq mi","6016","0.78","0.46","jHHvoiEMadIXUIHjSaae","Poor","77","58","100","42","20"
"251554","34.0","ARMOUR SQUARE","Description here","60616.0","IL","USA","29.5 sq mi","3937","0.75","0.29","ZEwjnkVzGSEFohTnCFYX","Average","89","77","83","21","25"
"251551","3.0","UPTOWN","Description here","60618.0","IL","USA","92.7 sq mi","30485","0.76","0.39","IYVqtDXXVgoLvVWNRBkn","Average","57","80","70","47","66"
"251548","32.0","LOOP","Description here","60643.0","CO","USA","33.9 sq mi","40307","0.94","0.08","YuTutOhBZUxNNIOGaFYq","Average","78","96","73","1","52"
"251546","15.0","PORTAGE PARK","Description here","60634.0","TN","USA","96.7 sq mi","1174","0.9","0.14","GXRkBcFePmBXvedOgWoo","Average","76","57","69","29","72"
"251542","2.0","WEST RIDGE","Description here","60645.0","IA","USA","35.4 sq mi","9835","0.91","0.01","oGzOoZfBcIEpLeyqbBTr","Average","65","69","98","32","0"
"251535","36.0","OAKLAND","Description here","60653.0","VA","USA","40.7 sq mi","47365","0.54","0.39","DGlBBidfmBFwhkDYpdFM","Average","100","65","97","35","39"
"251531","4.0","LINCOLN SQUARE","Description here","60652.0","IL","USA","58.1 sq mi","19955","0.85","0.33","uPQoTuEtImAcBAMgmqeB","Average","99","60","73","70","86"
"251530","62.0","WEST ELSDON","Description here","60629.0","IL","USA","89.7 sq mi","21595","0.57","0.09","CCmoxHQsJeTpgcGordJA","Poor","91","52","68","24","22"
"251529","25.0","AUSTIN","Description here","60639.0","IA","USA","59.3 sq mi","49416","0.67","0.44","MTQFqqiSznuVojrrJntk","Good","90","55","94","84","41"
"251527","25.0","AUSTIN","Description here","60644.0","IL","USA","89.9 sq mi","30480","0.59","0.19","EGiLPplmfZAGYEIFkpJW","Poor","57","81","97","16","28"
"251525","26.0","WEST GARFIELD PARK","Description here","60624.0","OH","USA","54.6 sq mi","28824","0.75","0.05","kmXYbLliJTsfVDKmYoGE","Poor","79","60","83","9","3"
"251521","2.0","SOUTH LAWNDALE","Description here","60623.0","IL","USA","99.8 sq mi","44569","0.98","0.17","ukVMyWrUmYuybMCTTnld","Average","93","69","63","26","22"
"251518","5.0","LOGAN SQUARE","Description here","60647.0","IL","USA","68.9 sq mi","22020","0.5","0.46","uzQNTTZfVvPdvMiUbteF","Good","88","65","89","62","5"
"251517","8.0","NEAR NORTH SIDE","Description here","60610.0","VA","USA","10.9 sq mi","25653","0.72","0.41","gKWnHcJdYbNSZrQEVAxI","Poor","88","72","78","100","64"
"251514","43.0","SOUTH SHORE","Description here","60637.0","IL","USA","95.7 sq mi","13808","1","0.21","fHldqhYeTpkiRBrOOvJM","Poor","54","67","71","17","51"
"251512","63.0","GAGE PARK","Description here","60632.0","KY","USA","9.9 sq mi","48369","0.91","0.47","XBrCNYLWsvZBWkHCSfxZ","Average","70","77","88","6","51"
"251509","1.0","ROGERS PARK","Description here","60609.0","OK","USA","45.4 sq mi","8744","0.71","0.02","lIkmiJPUhKSwtCNjIWsO","Good","82","59","86","88","25"
"251508","23.0","HUMBOLDT PARK","Description here","60624.0","OH","USA","27.6 sq mi","11822","0.54","0.35","JusoJcsDGlPmzTqedRQh","Poor","89","96","70","6","81"
"251506","13.0","NORTH PARK","Description here","60625.0","IL","USA","26.8 sq mi","9965","0.88","0.48","qKkSetfdKwCEngPuUJHM","Poor","62","65","83","52","21"
"251505","6.0","LAKE VIEW","Description here","60657.0","MN","USA","99.5 sq mi","27252","0.52","0.19","vgxqYQeNSpxdZktnPHHS","Poor","98","76","62","74","64"
"251504","2.0","ARMOUR SQUARE","Description here","60616.0","IL","USA","14.6 sq mi","40417","0.94","0.05","kzFCfTQhTarrUNSEIoWu","Good","70","82","99","68","82"
"251499","5.0","NORTH CENTER","Description here","60657.0","MN","USA","89.7 sq mi","16565","0.93","0.01","reoJKzRHhFRzblstEHDP","Poor","59","73","79","13","69"
"251497","40.0","WASHINGTON PARK","Description here","60615.0","VA","USA","79.2 sq mi","11345","0.58","0.34","yKwookAnzGQGQpCnpsGh","Poor","88","58","63","94","78"
"251492","40.0","WASHINGTON PARK","Description here","60609.0","OK","USA","89.2 sq mi","47222","0.69","0.44","vvmLZUXOFCsPPqsJcddQ","Average","83","52","92","2","36"
"251488","75.0","MORGAN PARK","Description here","60643.0","CO","USA","17.5 sq mi","44794","0.88","0.04","dpotshrPHSTluvgSDTUs","Good","60","76","90","91","16"
"251487","30.0","SOUTH LAWNDALE","Description here","60623.0","IL","USA","34.7 sq mi","49108","0.69","0.16","EJIhRJPArcTdfXbYVWrG","Average","97","63","73","60","71"
"251485","61.0","AUSTIN","Description here","60644.0","IL","USA","74.9 sq mi","12774","0.86","0.02","wIJucUUduHhkIFhJFYOa","Poor","59","59","100","5","26"
"251482","31.0","LOWER WEST SIDE","Description here","60608.0","IL","USA","69.1 sq mi","34118","0.97","0.4","JtuEJvhIHUXvKyuWksrJ","Good","96","71","85","66","36"
"251480","23.0","HUMBOLDT PARK","Description here","60612.0","IL","USA","66.6 sq mi","20494","0.54","0.2","SrKkqiqdiaBfeeklvyGn","Poor","69","58","72","71","57"
"251479","32.0","DUNNING","Description here","60634.0","TN","USA","19.5 sq mi","4814","0.78","0.16","NrZqZBuEDUcmDWFHjXxs","Good","83","60","64","44","1"
"251478","28.0","NEAR WEST SIDE","Description here","60607.0","IL","USA","13.8 sq mi","25103","0.82","0.34","TsemyVhkPspruYbFdxbT","Average","64","53","84","24","20"
"251477","7.0","WOODLAWN","Description here","60637.0","IL","USA","64.8 sq mi","48347","0.92","0.23","HtglwYLGLJlJeMeZIDjc","Poor","67","81","98","97","34"
"251476","27.0","EAST GARFIELD PARK","Description here","60612.0","IL","USA","69.9 sq mi","20645","0.58","0.49","VmkgAMUmuOSZkhLTyxhn","Good","51","58","98","97","17"
"251475","16.0","IRVING PARK","Description here","60641.0","OK","USA","77.6 sq mi","39053","0.7","0.13","rFyjvfGIrjNbgUEOtAiW","Good","52","51","56","0","88"
"251470","28.0","NEAR WEST SIDE","Description here","60612.0","IL","USA","40.2 sq mi","22483","0.94","0.03","mLRqKMPPATviVZYKwzGt","Poor","63","69","94","11","62"
"251469","71.0","AUBURN GRESHAM","Description here","60620.0","IL","USA","19.4 sq mi","11187","0.8","0.05","WiqcsVHRoWxndmdfApPF","Average","78","71","92","91","79"
"251465","28.0","NORTH CENTER","Description here","60618.0","IL","USA","27.8 sq mi","13434","0.85","0.32","ADuOzhGJwuTDXPmFVqVl","Good","90","53","67","52","65"
"251460","27.0","EAST GARFIELD PARK","Description here","60612.0","IL","USA","97.2 sq mi","28564","1","0.31","fhsmPBXmkWZwQxtjTSHk","Poor","75","98","69","25","97"
"251459","23.0","HUMBOLDT PARK","Description here","60651.0","VA","USA","13.5 sq mi","39676","0.91","0.24","RWGNcptmdJAoMAuxUnGu","Good","94","82","87","65","58"
"251452","49.0","ROSELAND","Description here","60610.0","VA","USA","40.1 sq mi","17937","0.55","0.26","HEesZsvNtZhXIzMBKVrD","Poor","81","98","52","0","75"
"251451","28.0","SOUTH LAWNDALE","Description here","60623.0","IL","USA","12.5 sq mi","25967","0.69","0.37","DpwwLjBLjRdlMeZHTIFE","Good","83","98","54","16","53"
"251450","45.0","AVALON PARK","Description here","60617.0","IL","USA","31.5 sq mi","49339","0.81","0.16","lGntvxwzxQnyecvoFfJS","Poor","82","82","61","25","80"
"251449","61.0","NEW CITY","Description here","60609.0","OK","USA","4.0 sq mi","19884","0.74","0.21","zClsqxOtnrJdptOqGdkw","Poor","81","99","51","12","90"
"251448","67.0","WEST ENGLEWOOD","Description here","60636.0","FL","USA","90.2 sq mi","18948","0.63","0.08","SXLLfQdTLnIGwvCKBVWU","Poor","59","76","81","54","72"
"251447","71.0","AUBURN GRESHAM","Description here","60620.0","IL","USA","93.9 sq mi","3215","0.95","0.2","CZeTRmmNLhYZVHotGMjm","Good","85","78","86","29","41"
"251446","67.0","WEST ENGLEWOOD","Description here","60636.0","FL","USA","32.6 sq mi","37675","0.76","0.08","kNlrdVMQxgJDNWlrHgJj","Good","81","57","56","16","51"
"251445","61.0","NEW CITY","Description here","60609.0","OK","USA","82.5 sq mi","45135","0.97","0.16","hHkZWYbAXjLbcLCnmllX","Poor","71","53","79","95","45"
"251444","53.0","WEST PULLMAN","Description here","60628.0","IL","USA","42.7 sq mi","22010","0.83","0.16","NucxaOWSePWDPveCDtNU","Average","82","58","90","52","17"
"251439","49.0","ROSELAND","Description here","60628.0","IL","USA","4.4 sq mi","40238","0.75","0.27","daloQLMNTnwKiPIxyUhs","Poor","90","74","97","82","51"
"251438","3.0","UPTOWN","Description here","60640.0","IL","USA","28.9 sq mi","24816","0.92","0.42","YmvQabAGgSIasFIGGYEO","Good","60","59","62","89","40"
"251437","30.0","SOUTH LAWNDALE","Description here","60623.0","IL","USA","57.2 sq mi","27525","0.71","0","ywVCmGcSVAlpOhYSFDaN","Poor","66","51","81","2","97"
"251434","33.0","NEAR SOUTH SIDE","Description here","60621.0","FL","USA","61.0 sq mi","49169","0.56","0.34","aipCyrLzVJMvCbtQsqZz","Good","98","94","66","37","96"
"251432","3.0","UPTOWN","Description here","60612.0","IL","USA","65.3 sq mi","27541","0.88","0.07","yihmOWwIllYIzaljjuYS","Good","83","96","69","66","76"
"251431","30.0","SOUTH LAWNDALE","Description here","60623.0","IL","USA","92.0 sq mi","42932","0.77","0.34","jnzsQOLHOtmuEyKsoxbW","Average","68","66","94","93","19"
"251428","32.0","LOOP","Description here","60623.0","IL","USA","71.8 sq mi","46356","0.82","0.09","NAfRFNQNSczhNwrddWoA","Average","68","65","83","49","64"
"251426","49.0","ROSELAND","Description here","60628.0","IL","USA","51.0 sq mi","48660","1","0.39","BLVpbWlUEWvsGefWOXkc","Average","78","74","98","40","22"
"251423","7.0","LINCOLN PARK","Description here","60623.0","IL","USA","84.6 sq mi","7043","0.95","0.08","uIIBkVdlBbcBpOLpareU","Good","53","91","67","80","37"
"251419","38.0","GRAND BOULEVARD","Description here","60609.0","OK","USA","34.4 sq mi","27800","0.69","0.34","IxrQIEqQqYsbwyMIhtdG","Average","65","62","100","97","12"
"251418","10.0","NORWOOD PARK","Description here","60646.0","IL","USA","93.4 sq mi","49408","0.64","0.48","FJcxjRmaCANSGxFKCFLg","Poor","57","65","77","22","38"
"251417","49.0","NORTH LAWNDALE","Description here","60608.0","IL","USA","97.3 sq mi","28121","0.85","0.29","ZNTXAEOCurrfLhZLIAxV","Good","95","85","97","7","72"
"251415","49.0","ROSELAND","Description here","60628.0","IL","USA","24.0 sq mi","31323","0.97","0.01","IkQBVfXBuQbYMkesqerg","Average","89","54","55","94","66"
"251414","42.0","WOODLAWN","Description here","60637.0","IL","USA","51.5 sq mi","48041","0.79","0.25","DoxUYnYuOrXoMjKVICbV","Good","54","80","66","19","25"
"251412","8.0","NEAR NORTH SIDE","Description here","60624.0","OH","USA","12.6 sq mi","48883","0.7","0.5","sANLpSLKQoFFTphigEyj","Average","82","62","94","44","77"
"251411","24.0","KENWOOD","Description here","60615.0","VA","USA","91.6 sq mi","14347","0.81","0.32","YmVgBLbRqxwrdjhagrjW","Good","90","84","85","2","6"
"251408","75.0","MORGAN PARK","Description here","60643.0","CO","USA","38.0 sq mi","37269","0.61","0.25","eMiVgttYzLKwfqGBrJuE","Average","93","79","67","51","4"
"251407","6.0","LAKE VIEW","Description here","60657.0","MN","USA","68.2 sq mi","14237","0.89","0.2","dRoleFsYxOWohAuJeQAb","Good","85","89","71","47","42"
"251402","28.0","NEAR WEST SIDE","Description here","60612.0","IL","USA","28.3 sq mi","24103","0.5","0.01","ZxDAveyUtOpipfAAyeoj","Average","66","85","86","28","7"
"251398","70.0","ASHBURN","Description here","60615.0","VA","USA","55.0 sq mi","37791","0.69","0.22","TKVBHZCyVaqtILNzvTco","Good","59","69","86","94","82"
"251396","30.0","SOUTH LAWNDALE","Description here","60623.0","IL","USA","70.0 sq mi","2152","0.95","0.39","lZRaYvlInZdztPVeNzxP","Poor","65","74","76","48","72"
"251395","3.0","UPTOWN","Description here","60609.0","OK","USA","98.4 sq mi","45336","0.82","0.21","eAaguDLiAbqxOpzMdPLM","Good","77","90","89","47","49"
"251394","64.0","CLEARING","Description here","60638.0","FL","USA","39.5 sq mi","43288","0.87","0.48","ioQSZAyHFJztttyUlpBA","Poor","83","67","51","3","36"
