"Street_ID","Street_Name","Description","LocationType","Zip","State","Country","Address","Latitude","Longitude","Location","Elevation","GeoPoint","Region","Population","LandUse","Accessibility","Amenities","SafetyIndex","EnvironmentalQuality","DevelopmentIndex","GeospatialData"
"1096","1245  S WOOD ST","Mixed-use neighborhood","Mixed","ST","IL","USA","1245  S WOOD ST","41.84915","-87.6709","(41.84915, -87.6709)","180","POINT(-87.6709 41.84915)","West","30000","Recreational","Average","Gyms, Libraries","75","Moderate","Mature","POINT(-87.6709 41.84915)"
"1097","13550  S AVENUE O","Residential area","Residential","O","IL","USA","13550  S AVENUE O","41.651405","-87.54583","(41.651405, -87.54583)","180","POINT(-87.54583 41.651405)","Midwest","30000","Residential","Poor","Parks, Schools","75","Low","Advanced","POINT(-87.54583 41.651405)"
"1098","8915  S LOOMIS ST","Commercial district","Commercial","ST","IL","USA","8915  S LOOMIS ST","41.740234","-87.65353","(41.740234, -87.65353)","180","POINT(-87.65353 41.740234)","Northeast","30000","Commercial","Good","Shopping Centers, Restaurants","75","High","Developing","POINT(-87.65353 41.740234)"
"1099","2733 W BELDEN AVE","Industrial zone","Industrial","AVE","IL","USA","2733 W BELDEN AVE","41.922882","-87.69612","(41.922882, -87.69612)","180","POINT(-87.69612 41.922882)","South","30000","Industrial","Average","Hospitals, Banks","75","Moderate","Mature","POINT(-87.69612 41.922882)"
"1100","5700 North Harlem Avenue","Mixed-use neighborhood","Mixed","Avenue","IL","USA","5700 North Harlem Avenue","41.999924","-87.81741","(41.999924, -87.81741)","180","POINT(-87.81741 41.999924)","West","30000","Recreational","Poor","Gyms, Libraries","75","Low","Advanced","POINT(-87.81741 41.999924)"
"1101","6118  N SHERIDAN RD","Residential area","Residential","RD","IL","USA","6118  N SHERIDAN RD","41.762592","-87.57232","(41.762592, -87.57232)","180","POINT(-87.57232 41.762592)","Midwest","30000","Residential","Good","Parks, Schools","75","High","Developing","POINT(-87.57232 41.762592)"
"1102","2630 N NARRAGANSETT AVE","Commercial district","Commercial","AVE","IL","USA","2630 N NARRAGANSETT AVE","41.71459","-87.68148","(41.71459, -87.68148)","180","POINT(-87.68148 41.71459)","Northeast","30000","Commercial","Average","Shopping Centers, Restaurants","75","Moderate","Mature","POINT(-87.68148 41.71459)"
"1103","606 620 W CORNELIA AVE","Industrial zone","Industrial","AVE","IL","USA","606 620 W CORNELIA AVE","41.93985","-87.65845","(41.93985, -87.65845)","180","POINT(-87.65845 41.93985)","South","30000","Industrial","Poor","Hospitals, Banks","75","Low","Advanced","POINT(-87.65845 41.93985)"
"1104","1511-1525 W Cullom Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","1511-1525 W Cullom Ave","41.954025","-87.670265","(41.954025, -87.670265)","180","POINT(-87.670265 41.954025)","West","30000","Recreational","Good","Gyms, Libraries","75","High","Developing","POINT(-87.670265 41.954025)"
"1105","899 S Plymouth Ct","Residential area","Residential","Ct","IL","USA","899 S Plymouth Ct","41.87086","-87.628555","(41.87086, -87.628555)","180","POINT(-87.628555 41.87086)","Midwest","30000","Residential","Average","Parks, Schools","75","Moderate","Mature","POINT(-87.628555 41.87086)"
"1106","3120 S Kostner Ave","Commercial district","Commercial","Ave","IL","USA","3120 S Kostner Ave","41.835167","-87.735565","(41.835167, -87.735565)","180","POINT(-87.735565 41.835167)","Northeast","30000","Commercial","Poor","Shopping Centers, Restaurants","75","Low","Advanced","POINT(-87.735565 41.835167)"
"1107","5131 S Linder Ave","Industrial zone","Industrial","Ave","IL","USA","5131 S Linder Ave","41.79952","-87.759995","(41.79952, -87.759995)","180","POINT(-87.759995 41.79952)","South","30000","Industrial","Good","Hospitals, Banks","75","High","Developing","POINT(-87.759995 41.79952)"
"1108","2320 E 93rd St","Mixed-use neighborhood","Mixed","St","IL","USA","2320 E 93rd St","41.726734","-87.566956","(41.726734, -87.566956)","180","POINT(-87.566956 41.726734)","West","30000","Recreational","Average","Gyms, Libraries","75","Moderate","Mature","POINT(-87.566956 41.726734)"
"1109","40 E CEDAR ST","Residential area","Residential","ST","IL","USA","40 E CEDAR ST","41.90272","-87.62691","(41.90272, -87.62691)","180","POINT(-87.62691 41.90272)","Midwest","30000","Residential","Poor","Parks, Schools","75","Low","Advanced","POINT(-87.62691 41.90272)"
"1110","5401 S WENTWORTH AVE","Commercial district","Commercial","AVE","IL","USA","5401 S WENTWORTH AVE","41.796227","-87.6303","(41.796227, -87.6303)","180","POINT(-87.6303 41.796227)","Northeast","30000","Commercial","Good","Shopping Centers, Restaurants","75","High","Developing","POINT(-87.6303 41.796227)"
"1111","1006 1012 S MICHIGAN AVE","Industrial zone","Industrial","AVE","IL","USA","1006 1012 S MICHIGAN AVE","41.884968","-87.628365","(41.884968, -87.628365)","180","POINT(-87.628365 41.884968)","South","30000","Industrial","Average","Hospitals, Banks","75","Moderate","Mature","POINT(-87.628365 41.884968)"
"1112","1200 W Pratt Blvd","Mixed-use neighborhood","Mixed","Blvd","IL","USA","1200 W Pratt Blvd","42.01036","-87.6683","(42.01036, -87.6683)","180","POINT(-87.6683 42.01036)","West","30000","Recreational","Poor","Gyms, Libraries","75","Low","Advanced","POINT(-87.6683 42.01036)"
"1113","400 W 76th St","Residential area","Residential","St","IL","USA","400 W 76th St","41.756493","-87.63511","(41.756493, -87.63511)","180","POINT(-87.63511 41.756493)","Midwest","30000","Residential","Good","Parks, Schools","75","High","Developing","POINT(-87.63511 41.756493)"
"1114","8500 W Bryn Mawr Ave","Commercial district","Commercial","Ave","IL","USA","8500 W Bryn Mawr Ave","41.98245","-87.84101","(41.98245, -87.84101)","180","POINT(-87.84101 41.98245)","Northeast","30000","Commercial","Average","Shopping Centers, Restaurants","75","Moderate","Mature","POINT(-87.84101 41.98245)"
"1115","4336 4344 S DREXEL BLVD","Industrial zone","Industrial","BLVD","IL","USA","4336 4344 S DREXEL BLVD","41.87781","-87.65493","(41.87781, -87.65493)","180","POINT(-87.65493 41.87781)","South","30000","Industrial","Poor","Hospitals, Banks","75","Low","Advanced","POINT(-87.65493 41.87781)"
"1116","3436 W Wilson Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","3436 W Wilson Ave","41.96501","-87.714516","(41.96501, -87.714516)","180","POINT(-87.714516 41.96501)","West","30000","Recreational","Good","Gyms, Libraries","75","High","Developing","POINT(-87.714516 41.96501)"
"1117","550 558 W SURF ST","Residential area","Residential","ST","IL","USA","550 558 W SURF ST","41.93985","-87.65845","(41.93985, -87.65845)","180","POINT(-87.65845 41.93985)","Midwest","30000","Residential","Average","Parks, Schools","75","Moderate","Mature","POINT(-87.65845 41.93985)"
"1118","333 S Wabash Ave","Commercial district","Commercial","Ave","IL","USA","333 S Wabash Ave","41.88425","-87.63245","(41.88425, -87.63245)","180","POINT(-87.63245 41.88425)","Northeast","30000","Commercial","Poor","Shopping Centers, Restaurants","75","Low","Advanced","POINT(-87.63245 41.88425)"
"1119","300 N Central Park Ave","Industrial zone","Industrial","Ave","IL","USA","300 N Central Park Ave","41.88626","-87.717964","(41.88626, -87.717964)","180","POINT(-87.717964 41.88626)","South","30000","Industrial","Good","Hospitals, Banks","75","High","Developing","POINT(-87.717964 41.88626)"
"1120","25 E Pearson St","Mixed-use neighborhood","Mixed","St","IL","USA","25 E Pearson St","41.840508","-87.6162","(41.840508, -87.6162)","180","POINT(-87.6162 41.840508)","West","30000","Recreational","Average","Gyms, Libraries","75","Moderate","Mature","POINT(-87.6162 41.840508)"
"1121","1301 N DEARBORN ST","Residential area","Residential","ST","IL","USA","1301 N DEARBORN ST","41.762592","-87.57232","(41.762592, -87.57232)","180","POINT(-87.57232 41.762592)","Midwest","30000","Residential","Poor","Parks, Schools","75","Low","Advanced","POINT(-87.57232 41.762592)"
"1122","345 E Ohio St","Commercial district","Commercial","St","IL","USA","345 E Ohio St","41.87963","-87.640396","(41.87963, -87.640396)","180","POINT(-87.640396 41.87963)","Northeast","30000","Commercial","Good","Shopping Centers, Restaurants","75","High","Developing","POINT(-87.640396 41.87963)"
"1123","3041 S Michigan Ave","Industrial zone","Industrial","Ave","IL","USA","3041 S Michigan Ave","41.84617","-87.627815","(41.84617, -87.627815)","180","POINT(-87.627815 41.84617)","South","30000","Industrial","Average","Hospitals, Banks","75","Moderate","Mature","POINT(-87.627815 41.84617)"
"1124","2501 W Addison St","Mixed-use neighborhood","Mixed","St","IL","USA","2501 W Addison St","41.94499","-87.69078","(41.94499, -87.69078)","180","POINT(-87.69078 41.94499)","West","30000","Recreational","Poor","Gyms, Libraries","75","Low","Advanced","POINT(-87.69078 41.94499)"
"1125","820  S PARK TER","Residential area","Residential","TER","IL","USA","820  S PARK TER","41.868633","-87.627304","(41.868633, -87.627304)","180","POINT(-87.627304 41.868633)","Midwest","30000","Residential","Good","Parks, Schools","75","High","Developing","POINT(-87.627304 41.868633)"
"1126","5700 W BERTEAU AVE","Commercial district","Commercial","AVE","IL","USA","5700 W BERTEAU AVE","41.95739","-87.770676","(41.95739, -87.770676)","180","POINT(-87.770676 41.95739)","Northeast","30000","Commercial","Average","Shopping Centers, Restaurants","75","Moderate","Mature","POINT(-87.770676 41.95739)"
"1127","1245  S WOOD ST","Industrial zone","Industrial","ST","IL","USA","1245  S WOOD ST","41.84915","-87.6709","(41.84915, -87.6709)","180","POINT(-87.6709 41.84915)","South","30000","Industrial","Poor","Hospitals, Banks","75","Low","Advanced","POINT(-87.6709 41.84915)"
"1128","840 850 W Argyle St","Mixed-use neighborhood","Mixed","St","IL","USA","840 850 W Argyle St","41.973385","-87.65198","(41.973385, -87.65198)","180","POINT(-87.65198 41.973385)","West","30000","Recreational","Good","Gyms, Libraries","75","High","Developing","POINT(-87.65198 41.973385)"
"1129","111 S PEORIA ST","Residential area","Residential","ST","IL","USA","111 S PEORIA ST","41.82021","-87.612465","(41.82021, -87.612465)","180","POINT(-87.612465 41.82021)","Midwest","30000","Residential","Average","Parks, Schools","75","Moderate","Mature","POINT(-87.612465 41.82021)"
"1130","2544 W Montrose Ave","Commercial district","Commercial","Ave","IL","USA","2544 W Montrose Ave","41.94662","-87.70269","(41.94662, -87.70269)","180","POINT(-87.70269 41.94662)","Northeast","30000","Commercial","Poor","Shopping Centers, Restaurants","75","Low","Advanced","POINT(-87.70269 41.94662)"
"1131","550 W Van Buren","Industrial zone","Industrial","Buren","IL","USA","550 W Van Buren","41.876785","-87.64114","(41.876785, -87.64114)","180","POINT(-87.64114 41.876785)","South","30000","Industrial","Good","Hospitals, Banks","75","High","Developing","POINT(-87.64114 41.876785)"
"1132","2350 N Lincoln Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","2350 N Lincoln Ave","41.873993","-87.65168","(41.873993, -87.65168)","180","POINT(-87.65168 41.873993)","West","30000","Recreational","Average","Gyms, Libraries","75","Moderate","Mature","POINT(-87.65168 41.873993)"
"1133","1509 1521 W MORSE AVE","Residential area","Residential","AVE","IL","USA","1509 1521 W MORSE AVE","42.01036","-87.6683","(42.01036, -87.6683)","180","POINT(-87.6683 42.01036)","Midwest","30000","Residential","Poor","Parks, Schools","75","Low","Advanced","POINT(-87.6683 42.01036)"
"1134","352 360 W WELLINGTON AVE","Commercial district","Commercial","AVE","IL","USA","352 360 W WELLINGTON AVE","41.93692","-87.63911","(41.93692, -87.63911)","180","POINT(-87.63911 41.93692)","Northeast","30000","Commercial","Good","Shopping Centers, Restaurants","75","High","Developing","POINT(-87.63911 41.93692)"
"1135","6900 S SOUTH SHORE DR","Industrial zone","Industrial","DR","IL","USA","6900 S SOUTH SHORE DR","41.762592","-87.57232","(41.762592, -87.57232)","180","POINT(-87.57232 41.762592)","South","30000","Industrial","Average","Hospitals, Banks","75","Moderate","Mature","POINT(-87.57232 41.762592)"
"1136","832 854 W FULTON MARKET","Mixed-use neighborhood","Mixed","MARKET","IL","USA","832 854 W FULTON MARKET","41.89029","-87.61816","(41.89029, -87.61816)","180","POINT(-87.61816 41.89029)","West","30000","Recreational","Poor","Gyms, Libraries","75","Low","Advanced","POINT(-87.61816 41.89029)"
"1137","1728 N Damen Ave","Residential area","Residential","Ave","IL","USA","1728 N Damen Ave","41.913174","-87.67767","(41.913174, -87.67767)","180","POINT(-87.67767 41.913174)","Midwest","30000","Residential","Good","Parks, Schools","75","High","Developing","POINT(-87.67767 41.913174)"
"1138","400 W 76th St","Commercial district","Commercial","St","IL","USA","400 W 76th St","41.756493","-87.63511","(41.756493, -87.63511)","180","POINT(-87.63511 41.756493)","Northeast","30000","Commercial","Average","Shopping Centers, Restaurants","75","Moderate","Mature","POINT(-87.63511 41.756493)"
"1139","240 W 107th Pl","Industrial zone","Industrial","Pl","IL","USA","240 W 107th Pl","41.840508","-87.6162","(41.840508, -87.6162)","180","POINT(-87.6162 41.840508)","South","30000","Industrial","Poor","Hospitals, Banks","75","Low","Advanced","POINT(-87.6162 41.840508)"
"1140","420 W Surf St","Mixed-use neighborhood","Mixed","St","IL","USA","420 W Surf St","41.93985","-87.65845","(41.93985, -87.65845)","180","POINT(-87.65845 41.93985)","West","30000","Recreational","Good","Gyms, Libraries","75","High","Developing","POINT(-87.65845 41.93985)"
"1141","644 N Lakeshore Dr","Residential area","Residential","Dr","IL","USA","644 N Lakeshore Dr","41.90578","-87.66365","(41.90578, -87.66365)","180","POINT(-87.66365 41.90578)","Midwest","30000","Residential","Average","Parks, Schools","75","Moderate","Mature","POINT(-87.66365 41.90578)"
"1142","2320 E 93rd St","Commercial district","Commercial","St","IL","USA","2320 E 93rd St","41.726734","-87.566956","(41.726734, -87.566956)","180","POINT(-87.566956 41.726734)","Northeast","30000","Commercial","Poor","Shopping Centers, Restaurants","75","Low","Advanced","POINT(-87.566956 41.726734)"
"1143","600 E Grand Ave","Industrial zone","Industrial","Ave","IL","USA","600 E Grand Ave","41.891743","-87.604706","(41.891743, -87.604706)","180","POINT(-87.604706 41.891743)","South","30000","Industrial","Good","Hospitals, Banks","75","High","Developing","POINT(-87.604706 41.891743)"
"1144","333 E Ontario St","Mixed-use neighborhood","Mixed","St","IL","USA","333 E Ontario St","41.893227","-87.61867","(41.893227, -87.61867)","180","POINT(-87.61867 41.893227)","West","30000","Recreational","Average","Gyms, Libraries","75","Moderate","Mature","POINT(-87.61867 41.893227)"
"1145","801 E 133rd Pl","Residential area","Residential","Pl","IL","USA","801 E 133rd Pl","41.895477","-87.660355","(41.895477, -87.660355)","180","POINT(-87.660355 41.895477)","Midwest","30000","Residential","Poor","Parks, Schools","75","Low","Advanced","POINT(-87.660355 41.895477)"
"1146","1645 W Ogden","Commercial district","Commercial","Ogden","IL","USA","1645 W Ogden","41.87962","-87.66728","(41.87962, -87.66728)","180","POINT(-87.66728 41.87962)","Northeast","30000","Commercial","Good","Shopping Centers, Restaurants","75","High","Developing","POINT(-87.66728 41.87962)"
"1147","170  W POLK ST","Industrial zone","Industrial","ST","IL","USA","170  W POLK ST","41.793297","-87.68838","(41.793297, -87.68838)","180","POINT(-87.68838 41.793297)","South","30000","Industrial","Average","Hospitals, Banks","75","Moderate","Mature","POINT(-87.68838 41.793297)"
"1148","1230  W 76TH ST","Mixed-use neighborhood","Mixed","ST","IL","USA","1230  W 76TH ST","41.740234","-87.65353","(41.740234, -87.65353)","180","POINT(-87.65353 41.740234)","West","30000","Recreational","Poor","Gyms, Libraries","75","Low","Advanced","POINT(-87.65353 41.740234)"
"1149","1520 W North Ave","Residential area","Residential","Ave","IL","USA","1520 W North Ave","41.91069","-87.665985","(41.91069, -87.665985)","180","POINT(-87.665985 41.91069)","Midwest","30000","Residential","Good","Parks, Schools","75","High","Developing","POINT(-87.665985 41.91069)"
"1150","1230  W 76TH ST","Commercial district","Commercial","ST","IL","USA","1230  W 76TH ST","41.740234","-87.65353","(41.740234, -87.65353)","180","POINT(-87.65353 41.740234)","Northeast","30000","Commercial","Average","Shopping Centers, Restaurants","75","Moderate","Mature","POINT(-87.65353 41.740234)"
"1151","3857 S DR MARTIN L KING JR DR","Industrial zone","Industrial","DR","IL","USA","3857 S DR MARTIN L KING JR DR","41.814926","-87.61847","(41.814926, -87.61847)","180","POINT(-87.61847 41.814926)","South","30000","Industrial","Poor","Hospitals, Banks","75","Low","Advanced","POINT(-87.61847 41.814926)"
"1152","2031 S Peoria St","Mixed-use neighborhood","Mixed","St","IL","USA","2031 S Peoria St","41.854378","-87.64784","(41.854378, -87.64784)","180","POINT(-87.64784 41.854378)","West","30000","Recreational","Good","Gyms, Libraries","75","High","Developing","POINT(-87.64784 41.854378)"
"1153","500 W Madison St","Residential area","Residential","St","IL","USA","500 W Madison St","41.882397","-87.64048","(41.882397, -87.64048)","180","POINT(-87.64048 41.882397)","Midwest","30000","Residential","Average","Parks, Schools","75","Moderate","Mature","POINT(-87.64048 41.882397)"
"1154","550 W Jackson Blvd","Commercial district","Commercial","Blvd","IL","USA","550 W Jackson Blvd","41.878345","-87.641525","(41.878345, -87.641525)","180","POINT(-87.641525 41.878345)","Northeast","30000","Commercial","Poor","Shopping Centers, Restaurants","75","Low","Advanced","POINT(-87.641525 41.878345)"
"1155","30  W OAK ST","Industrial zone","Industrial","ST","IL","USA","30  W OAK ST","41.86555","-87.62305","(41.86555, -87.62305)","180","POINT(-87.62305 41.86555)","South","30000","Industrial","Good","Hospitals, Banks","75","High","Developing","POINT(-87.62305 41.86555)"
"1156","3500 N Lake Shore Dr","Mixed-use neighborhood","Mixed","Dr","IL","USA","3500 N Lake Shore Dr","41.946983","-87.64247","(41.946983, -87.64247)","180","POINT(-87.64247 41.946983)","West","30000","Recreational","Average","Gyms, Libraries","75","Moderate","Mature","POINT(-87.64247 41.946983)"
"1157","3535 E 114th St","Residential area","Residential","St","IL","USA","3535 E 114th St","41.87781","-87.65493","(41.87781, -87.65493)","180","POINT(-87.65493 41.87781)","Midwest","30000","Residential","Poor","Parks, Schools","75","Low","Advanced","POINT(-87.65493 41.87781)"
"1158","624 S Michigan Ave","Commercial district","Commercial","Ave","IL","USA","624 S Michigan Ave","41.947426","-87.642685","(41.947426, -87.642685)","180","POINT(-87.642685 41.947426)","Northeast","30000","Commercial","Good","Shopping Centers, Restaurants","75","High","Developing","POINT(-87.642685 41.947426)"
"1159","510-24 W Wellington","Industrial zone","Industrial","Wellington","IL","USA","510-24 W Wellington","41.93654","-87.6422","(41.93654, -87.6422)","180","POINT(-87.6422 41.93654)","South","30000","Industrial","Average","Hospitals, Banks","75","Moderate","Mature","POINT(-87.6422 41.93654)"
"1160","2545 W Diversey Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","2545 W Diversey Ave","41.82021","-87.612465","(41.82021, -87.612465)","180","POINT(-87.612465 41.82021)","West","30000","Recreational","Poor","Gyms, Libraries","75","Low","Advanced","POINT(-87.612465 41.82021)"
"1161","5042 S Artesian Ave","Residential area","Residential","Ave","IL","USA","5042 S Artesian Ave","41.801765","-87.68607","(41.801765, -87.68607)","180","POINT(-87.68607 41.801765)","Midwest","30000","Residential","Good","Parks, Schools","75","High","Developing","POINT(-87.68607 41.801765)"
"1162","1326 S Michigan Avenue","Commercial district","Commercial","Avenue","IL","USA","1326 S Michigan Avenue","41.865856","-87.61953","(41.865856, -87.61953)","180","POINT(-87.61953 41.865856)","Northeast","30000","Commercial","Average","Shopping Centers, Restaurants","75","Moderate","Mature","POINT(-87.61953 41.865856)"
"1163","2272 S Archer Ave","Industrial zone","Industrial","Ave","IL","USA","2272 S Archer Ave","41.842323","-87.62715","(41.842323, -87.62715)","180","POINT(-87.62715 41.842323)","South","30000","Industrial","Poor","Hospitals, Banks","75","Low","Advanced","POINT(-87.62715 41.842323)"
"1164","401 465 E Illinois St","Mixed-use neighborhood","Mixed","St","IL","USA","401 465 E Illinois St","41.891045","-87.61719","(41.891045, -87.61719)","180","POINT(-87.61719 41.891045)","West","30000","Recreational","Good","Gyms, Libraries","75","High","Developing","POINT(-87.61719 41.891045)"
"1165","1119 N Cleveland Ave","Residential area","Residential","Ave","IL","USA","1119 N Cleveland Ave","41.976578","-87.6701","(41.976578, -87.6701)","180","POINT(-87.6701 41.976578)","Midwest","30000","Residential","Average","Parks, Schools","75","Moderate","Mature","POINT(-87.6701 41.976578)"
"1166","101 N State St E","Commercial district","Commercial","E","IL","USA","101 N State St E","41.883343","-87.62785","(41.883343, -87.62785)","180","POINT(-87.62785 41.883343)","Northeast","30000","Commercial","Poor","Shopping Centers, Restaurants","75","Low","Advanced","POINT(-87.62785 41.883343)"
"1167","230  E ONTARIO ST","Industrial zone","Industrial","ST","IL","USA","230  E ONTARIO ST","41.895794","-87.62248","(41.895794, -87.62248)","180","POINT(-87.62248 41.895794)","South","30000","Industrial","Good","Hospitals, Banks","75","High","Developing","POINT(-87.62248 41.895794)"
"1168","4245  N OAK PARK AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","4245  N OAK PARK AVE","41.90375","-87.63559","(41.90375, -87.63559)","180","POINT(-87.63559 41.90375)","West","30000","Recreational","Average","Gyms, Libraries","75","Moderate","Mature","POINT(-87.63559 41.90375)"
"1169","5335 S Kenwood Ave","Residential area","Residential","Ave","IL","USA","5335 S Kenwood Ave","41.79868","-87.592804","(41.79868, -87.592804)","180","POINT(-87.592804 41.79868)","Midwest","30000","Residential","Poor","Parks, Schools","75","Low","Advanced","POINT(-87.592804 41.79868)"
"1170","5645 W Addison St","Commercial district","Commercial","St","IL","USA","5645 W Addison St","41.87827","-87.64809","(41.87827, -87.64809)","180","POINT(-87.64809 41.87827)","Northeast","30000","Commercial","Good","Shopping Centers, Restaurants","75","High","Developing","POINT(-87.64809 41.87827)"
"1171","9141 - 9177 S South Chicago Ave","Industrial zone","Industrial","Ave","IL","USA","9141 - 9177 S South Chicago Ave","41.729015","-87.55426","(41.729015, -87.55426)","180","POINT(-87.55426 41.729015)","South","30000","Industrial","Average","Hospitals, Banks","75","Moderate","Mature","POINT(-87.55426 41.729015)"
"1172","3753 3755 S Cottage Grove Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","3753 3755 S Cottage Grove Ave","41.815712","-87.61826","(41.815712, -87.61826)","180","POINT(-87.61826 41.815712)","West","30000","Recreational","Poor","Gyms, Libraries","75","Low","Advanced","POINT(-87.61826 41.815712)"
"1173","565 W Quincy St","Residential area","Residential","St","IL","USA","565 W Quincy St","41.87862","-87.64199","(41.87862, -87.64199)","180","POINT(-87.64199 41.87862)","Midwest","30000","Residential","Good","Parks, Schools","75","High","Developing","POINT(-87.64199 41.87862)"
"1174","1357 1367 N DEARBORN ST","Commercial district","Commercial","ST","IL","USA","1357 1367 N DEARBORN ST","41.90754","-87.63005","(41.90754, -87.63005)","180","POINT(-87.63005 41.90754)","Northeast","30000","Commercial","Average","Shopping Centers, Restaurants","75","Moderate","Mature","POINT(-87.63005 41.90754)"
"1175","2229 S Halsted St","Industrial zone","Industrial","St","IL","USA","2229 S Halsted St","41.85176","-87.64626","(41.85176, -87.64626)","180","POINT(-87.64626 41.85176)","South","30000","Industrial","Poor","Hospitals, Banks","75","Low","Advanced","POINT(-87.64626 41.85176)"
"1176","3537 S Paulina St","Mixed-use neighborhood","Mixed","St","IL","USA","3537 S Paulina St","41.901516","-87.70676","(41.901516, -87.70676)","180","POINT(-87.70676 41.901516)","West","30000","Recreational","Good","Gyms, Libraries","75","High","Developing","POINT(-87.70676 41.901516)"
"1177","75 E Wacker Dr","Residential area","Residential","Dr","IL","USA","75 E Wacker Dr","41.885853","-87.77478","(41.885853, -87.77478)","180","POINT(-87.77478 41.885853)","Midwest","30000","Residential","Average","Parks, Schools","75","Moderate","Mature","POINT(-87.77478 41.885853)"
"1178","5316 5320 S DORCHESTER AVE","Commercial district","Commercial","AVE","IL","USA","5316 5320 S DORCHESTER AVE","41.802242","-87.603325","(41.802242, -87.603325)","180","POINT(-87.603325 41.802242)","Northeast","30000","Commercial","Poor","Shopping Centers, Restaurants","75","Low","Advanced","POINT(-87.603325 41.802242)"
"1179","20 22 N Aberdeen St","Industrial zone","Industrial","St","IL","USA","20 22 N Aberdeen St","41.975525","-87.69722","(41.975525, -87.69722)","180","POINT(-87.69722 41.975525)","South","30000","Industrial","Good","Hospitals, Banks","75","High","Developing","POINT(-87.69722 41.975525)"
"1180","5957-73 W Madison St","Mixed-use neighborhood","Mixed","St","IL","USA","5957-73 W Madison St","41.880062","-87.77369","(41.880062, -87.77369)","180","POINT(-87.77369 41.880062)","West","30000","Recreational","Average","Gyms, Libraries","75","Moderate","Mature","POINT(-87.77369 41.880062)"
"1181","1 N LaSalle St","Residential area","Residential","St","IL","USA","1 N LaSalle St","41.882324","-87.632","(41.882324, -87.632)","180","POINT(-87.632 41.882324)","Midwest","30000","Residential","Poor","Parks, Schools","75","Low","Advanced","POINT(-87.632 41.882324)"
"1182","101 113 W DIVISION ST","Commercial district","Commercial","ST","IL","USA","101 113 W DIVISION ST","41.906868","-87.73218","(41.906868, -87.73218)","180","POINT(-87.73218 41.906868)","Northeast","30000","Commercial","Good","Shopping Centers, Restaurants","75","High","Developing","POINT(-87.73218 41.906868)"
"1183","1100 S Canal St","Industrial zone","Industrial","St","IL","USA","1100 S Canal St","41.8697","-87.63965","(41.8697, -87.63965)","180","POINT(-87.63965 41.8697)","South","30000","Industrial","Average","Hospitals, Banks","75","Moderate","Mature","POINT(-87.63965 41.8697)"
"1184","501 E 32nd St","Mixed-use neighborhood","Mixed","St","IL","USA","501 E 32nd St","41.892056","-87.62272","(41.892056, -87.62272)","180","POINT(-87.62272 41.892056)","West","30000","Recreational","Poor","Gyms, Libraries","75","Low","Advanced","POINT(-87.62272 41.892056)"
"1185","6157 N Sheridan Rd","Residential area","Residential","Rd","IL","USA","6157 N Sheridan Rd","41.883194","-87.628685","(41.883194, -87.628685)","180","POINT(-87.628685 41.883194)","Midwest","30000","Residential","Good","Parks, Schools","75","High","Developing","POINT(-87.628685 41.883194)"
"1186","229 235 E LAKE SHORE DR","Commercial district","Commercial","DR","IL","USA","229 235 E LAKE SHORE DR","41.895794","-87.62248","(41.895794, -87.62248)","180","POINT(-87.62248 41.895794)","Northeast","30000","Commercial","Average","Shopping Centers, Restaurants","75","Moderate","Mature","POINT(-87.62248 41.895794)"
"1187","5100 N Marine Dr","Industrial zone","Industrial","Dr","IL","USA","5100 N Marine Dr","41.975655","-87.65245","(41.975655, -87.65245)","180","POINT(-87.65245 41.975655)","South","30000","Industrial","Poor","Hospitals, Banks","75","Low","Advanced","POINT(-87.65245 41.975655)"
"1188","1350 N Lake Shore Dr","Mixed-use neighborhood","Mixed","Dr","IL","USA","1350 N Lake Shore Dr","41.90713","-87.62642","(41.90713, -87.62642)","180","POINT(-87.62642 41.90713)","West","30000","Recreational","Good","Gyms, Libraries","75","High","Developing","POINT(-87.62642 41.90713)"
"1189","134 N LaSalle St","Residential area","Residential","St","IL","USA","134 N LaSalle St","41.884125","-87.63274","(41.884125, -87.63274)","180","POINT(-87.63274 41.884125)","Midwest","30000","Residential","Average","Parks, Schools","75","Moderate","Mature","POINT(-87.63274 41.884125)"
"1190","1745  N KEYSTONE AVE","Commercial district","Commercial","AVE","IL","USA","1745  N KEYSTONE AVE","41.920395","-87.756165","(41.920395, -87.756165)","180","POINT(-87.756165 41.920395)","Northeast","30000","Commercial","Poor","Shopping Centers, Restaurants","75","Low","Advanced","POINT(-87.756165 41.920395)"
"1191","1336 1352 N SEDGWICK ST","Industrial zone","Industrial","ST","IL","USA","1336 1352 N SEDGWICK ST","41.972683","-87.65495","(41.972683, -87.65495)","180","POINT(-87.65495 41.972683)","South","30000","Industrial","Good","Hospitals, Banks","75","High","Developing","POINT(-87.65495 41.972683)"
