"Building_ID","Address","Building_Type","Build_Year","Zip","State","City","Community_Name","Community_Number","Latitude","Longitude","Location"
"158083","8500 W Bryn Mawr Ave","Residential","1957-03-01","60631","HI","Whitmore Village","NEAR NORTH SIDE","8","41.89821936","-87.63056762","(41.89821936, -87.63056762)"
"158083","8500 W Bryn Mawr Ave","Residential","1957-03-01","60631","HI","Whitmore Village_*","NEAR NORTH SIDE","8","41.90383853","-87.63667998","(41.90383853, -87.63667998)"
"158083","8500 W Bryn Mawr Ave","Residential","1957-03-01","60631","HI_*","Whitmore Village","NEAR NORTH SIDE","8","41.89198218","-87.63699623","(41.89198218, -87.63699623)"
"158083","8500 W Bryn Mawr Ave_*","Residential","1957-03-01","60631","HI","Whitmore Village","OHARE","76","41.98244678","-87.84101094","(41.98244678, -87.84101094)"
"251315","2550 N Clybourn St","Commercial","1957-04-01","60614","HI","Whitmore Village","LINCOLN PARK","7","41.92777731","-87.67299035","(41.92777731, -87.67299035)"
"251315","2550 N Clybourn St","Commercial","1957-04-01","60614","HI","Whitmore Village","ASHBURN","70","41.73937185","-87.73003923","(41.73937185, -87.73003923)"
"251315","2550 N Clybourn St","Commercial","1957-04-01","60614","HI","Whitmore Village_*","Lower West Side","31","41.8842525","-87.63245","(41.8842525, -87.63245)"
"251315","2550 N Clybourn St","Commercial","1957-04-01","60614","HI_*","Whitmore Village","ROGERS PARK","1","42.01036185","-87.66829765","(42.01036185, -87.66829765)"
"251315","2550 N Clybourn St_*","Commercial","1957-04-01","60614","HI","Whitmore Village","LINCOLN PARK","7","41.92777731","-87.67299035","(41.92777731, -87.67299035)"
"254978","1101 W WAVELAND AVE","Commercial","1957-04-01","60613","HI","Whitmore Village","Lake View","6","41.9489475","-87.65701158","(41.9489475, -87.65701158)"
"254978","1101 W WAVELAND AVE","Commercial","1957-04-01","60613","HI","Whitmore Village","NORTH CENTER","5","41.95030519","-87.69252546","(41.95030519, -87.69252546)"
"254978","1101 W WAVELAND AVE","Commercial","1957-04-01","60613","HI","Whitmore Village_*","LOOP","32","41.88284628","-87.63290243","(41.88284628, -87.63290243)"
"254978","1101 W WAVELAND AVE","Commercial","1957-04-01","60613","HI_*","Whitmore Village","SOUTH SHORE","43","41.76149298","-87.55802925","(41.76149298, -87.55802925)"
"254978","1101 W WAVELAND AVE_*","Commercial","1957-04-01","60613","HI","Whitmore Village","Lake View","6","41.9489475","-87.65701158","(41.9489475, -87.65701158)"
"101722","500 W Monroe","Commercial","1957-03-01","60661","HI","Whitmore Village","NEAR WEST SIDE","28","41.880609","-87.639778","(41.880609, -87.639778)"
"101722","500 W Monroe","Commercial","1957-03-01","60661","HI","Whitmore Village","","","41.88425","-87.63245","(41.88425, -87.63245)"
"101722","500 W Monroe","Commercial","1957-03-01","60661","HI","Whitmore Village_*","ROGERS PARK","1","42.00975372","-87.66943719","(42.00975372, -87.66943719)"
"101722","500 W Monroe","Commercial","1957-03-01","60661","HI_*","Whitmore Village","NEAR SOUTH SIDE","33","41.85728279","-87.61931697","(41.85728279, -87.61931697)"
"101722","500 W Monroe_*","Commercial","1957-03-01","60661","HI","Whitmore Village","NEAR WEST SIDE","28","41.880609","-87.639778","(41.880609, -87.639778)"
"253959","2333 W Saint Paul Ave","Residential","1957-04-01","60647","HI","Whitmore Village","West Town","24","41.91338713","-87.68624897","(41.91338713, -87.68624897)"
"253959","2333 W Saint Paul Ave","Residential","1957-04-01","60647","HI","Whitmore Village","NEAR WEST SIDE","28","41.88326409","-87.66151492","(41.88326409, -87.66151492)"
"253959","2333 W Saint Paul Ave","Residential","1957-04-01","60647","HI","Whitmore Village_*","Logan Square","22","41.92085","-87.701615","(41.92085, -87.701615)"
"253959","2333 W Saint Paul Ave","Residential","1957-04-01","60647","HI_*","Whitmore Village","NEAR NORTH SIDE","8","41.890778","-87.636431","(41.890778, -87.636431)"
"253959","2333 W Saint Paul Ave_*","Residential","1957-04-01","60647","HI","Whitmore Village","West Town","24","41.91338713","-87.68624897","(41.91338713, -87.68624897)"
"132823","8001 S Western Ave","Commercial","1957-03-01","60620","HI","Whitmore Village","ASHBURN","70","41.74785085","-87.6824488","(41.74785085, -87.6824488)"
"132823","8001 S Western Ave","Commercial","1957-03-01","60620","HI","Whitmore Village","LAKE VIEW","6","41.9454957","-87.67065657","(41.9454957, -87.67065657)"
"132823","8001 S Western Ave","Commercial","1957-03-01","60620","HI","Whitmore Village_*","NEAR NORTH SIDE","8","41.9037528","-87.63558845","(41.9037528, -87.63558845)"
"132823","8001 S Western Ave","Commercial","1957-03-01","60620","HI_*","Whitmore Village","NEAR WEST SIDE","28","41.8832102","-87.64337484","(41.8832102, -87.64337484)"
"132823","8001 S Western Ave_*","Commercial","1957-03-01","60620","HI","Whitmore Village","ASHBURN","70","41.74785085","-87.6824488","(41.74785085, -87.6824488)"
"256798","2405 W HUTCHINSON ST","Residential","1957-04-01","60618","HI","Whitmore Village","North Center","5","41.950725","-87.70793","(41.950725, -87.70793)"
"256798","2405 W HUTCHINSON ST","Residential","1957-04-01","60618","HI","Whitmore Village","LOOP","32","41.88238964","-87.62728409","(41.88238964, -87.62728409)"
"256798","2405 W HUTCHINSON ST","Residential","1957-04-01","60618","HI","Whitmore Village_*","EAST GARFIELD PARK","27","41.88619564","-87.70330877","(41.88619564, -87.70330877)"
"256798","2405 W HUTCHINSON ST","Residential","1957-04-01","60618","HI_*","Whitmore Village","NEAR WEST SIDE","28","41.8708445","-87.65374321","(41.8708445, -87.65374321)"
"256798","2405 W HUTCHINSON ST_*","Residential","1957-04-01","60618","HI","Whitmore Village","North Center","5","41.950725","-87.70793","(41.950725, -87.70793)"
"132798","8501 W Higgins Rd","Commercial","1957-03-01","60631","HI","Whitmore Village","OHARE","76","41.98672351","-87.83907468","(41.98672351, -87.83907468)"
"132798","8501 W Higgins Rd","Commercial","1957-03-01","60631","HI","Whitmore Village","LOOP","32","41.87632131","-87.62720278","(41.87632131, -87.62720278)"
"132798","8501 W Higgins Rd","Commercial","1957-03-01","60631","HI","Whitmore Village_*","ENGLEWOOD","68","41.79341718","-87.64099251","(41.79341718, -87.64099251)"
"132798","8501 W Higgins Rd","Commercial","1957-03-01","60631","HI_*","Whitmore Village","NEAR NORTH SIDE","8","41.89579275","-87.62247957","(41.89579275, -87.62247957)"
"132798","8501 W Higgins Rd_*","Commercial","1957-03-01","60631","HI","Whitmore Village","OHARE","76","41.98672351","-87.83907468","(41.98672351, -87.83907468)"
"157767","3436 W Wilson Ave","Municipal","1957-03-01","60625","HI","Whitmore Village","ALBANY PARK","14","41.96501325","-87.71451268","(41.96501325, -87.71451268)"
"157767","3436 W Wilson Ave","Municipal","1957-03-01","60625","HI","Whitmore Village","NEAR WEST SIDE","28","41.88477893","-87.64127771","(41.88477893, -87.64127771)"
"157767","3436 W Wilson Ave","Municipal","1957-03-01","60625","HI","Whitmore Village_*","LINCOLN PARK","7","41.9239719","-87.65154782","(41.9239719, -87.65154782)"
"157767","3436 W Wilson Ave","Municipal","1957-03-01","60625","HI_*","Whitmore Village","UPTOWN","3","41.97432223","-87.65769727","(41.97432223, -87.65769727)"
"157767","3436 W Wilson Ave_*","Municipal","1957-03-01","60625","HI","Whitmore Village","ALBANY PARK","14","41.96501325","-87.71451268","(41.96501325, -87.71451268)"
"121761","2555 N Normandy Ave","Commercial","1957-03-01","60707","HI","Whitmore Village","MONTCLARE","18","41.92669728","-87.79203184","(41.92669728, -87.79203184)"
"121761","2555 N Normandy Ave","Commercial","1957-03-01","60707","HI","Whitmore Village","LINCOLN PARK","7","41.92201051","-87.65461957","(41.92201051, -87.65461957)"
"121761","2555 N Normandy Ave","Commercial","1957-03-01","60707","HI","Whitmore Village_*","UPTOWN","3","41.97223008","-87.6645957","(41.97223008, -87.6645957)"
"121761","2555 N Normandy Ave","Commercial","1957-03-01","60707","HI_*","Whitmore Village","NEAR NORTH SIDE","8","41.9037528","-87.63558845","(41.9037528, -87.63558845)"
"121761","2555 N Normandy Ave_*","Commercial","1957-03-01","60707","HI","Whitmore Village","MONTCLARE","18","41.92669728","-87.79203184","(41.92669728, -87.79203184)"
"175953","500  S DEARBORN ST","Residential","1957-03-01","60605","HI","Whitmore Village","LOOP","32","41.86863212","-87.62730687","(41.86863212, -87.62730687)"
"175953","500  S DEARBORN ST","Residential","1957-03-01","60605","HI","Whitmore Village","WOODLAWN","42","41.78046327","-87.6053081","(41.78046327, -87.6053081)"
"175953","500  S DEARBORN ST","Residential","1957-03-01","60605","HI","Whitmore Village_*","DOUGLAS","35","41.83255402","-87.61084915","(41.83255402, -87.61084915)"
"175953","500  S DEARBORN ST","Residential","1957-03-01","60605","HI_*","Whitmore Village","WEST TOWN","24","41.89196664","-87.68318157","(41.89196664, -87.68318157)"
"175953","500  S DEARBORN ST_*","Residential","1957-03-01","60605","HI","Whitmore Village","LOOP","32","41.86863212","-87.62730687","(41.86863212, -87.62730687)"
"171878","1501 N Oakley Blvd","Commercial","1957-03-01","60622","HI","Whitmore Village","WEST TOWN","24","41.90876585","-87.68434031","(41.90876585, -87.68434031)"
"171878","1501 N Oakley Blvd","Commercial","1957-03-01","60622","HI","Whitmore Village","NEAR NORTH SIDE","8","41.89213","-87.63513","(41.89213, -87.63513)"
"171878","1501 N Oakley Blvd","Commercial","1957-03-01","60622","HI","Whitmore Village_*","Near North Side","8","41.90494","-87.63595","(41.90494, -87.63595)"
"171878","1501 N Oakley Blvd","Commercial","1957-03-01","60622","HI_*","Whitmore Village","LOOP","32","41.88761895","-87.6212023","(41.88761895, -87.6212023)"
"171878","1501 N Oakley Blvd_*","Commercial","1957-03-01","60622","HI","Whitmore Village","WEST TOWN","24","41.90876585","-87.68434031","(41.90876585, -87.68434031)"
"119987","7030 S Ashland Ave","Commercial","1957-03-01","60636","HI","Whitmore Village","WEST ENGLEWOOD","67","41.76547365","-87.66448496","(41.76547365, -87.66448496)"
"119987","7030 S Ashland Ave","Commercial","1957-03-01","60636","HI","Whitmore Village","DUNNING","17","41.94530408","-87.80186746","(41.94530408, -87.80186746)"
"119987","7030 S Ashland Ave","Commercial","1957-03-01","60636","HI","Whitmore Village_*","EDGEWATER","77","41.9919241","-87.65476923","(41.9919241, -87.65476923)"
"119987","7030 S Ashland Ave","Commercial","1957-03-01","60636","HI_*","Whitmore Village","WEST TOWN","24","41.90580095","-87.68552861","(41.90580095, -87.68552861)"
"119987","7030 S Ashland Ave_*","Commercial","1957-03-01","60636","HI","Whitmore Village","WEST ENGLEWOOD","67","41.76547365","-87.66448496","(41.76547365, -87.66448496)"
"102335","4302 4312 N SHERIDAN RD","Residential","1957-03-01","60613","HI","Whitmore Village","UPTOWN","3","41.95402016","-87.6620278","(41.95402016, -87.6620278)"
"102335","4302 4312 N SHERIDAN RD","Residential","1957-03-01","60613","HI","Whitmore Village","NORTH CENTER","5","41.935549","-87.68032107","(41.935549, -87.68032107)"
"102335","4302 4312 N SHERIDAN RD","Residential","1957-03-01","60613","HI","Whitmore Village_*","WEST TOWN","24","41.90225377","-87.68447845","(41.90225377, -87.68447845)"
"102335","4302 4312 N SHERIDAN RD","Residential","1957-03-01","60613","HI_*","Whitmore Village","NEAR NORTH SIDE","8","41.90541433","-87.63046086","(41.90541433, -87.63046086)"
"102335","4302 4312 N SHERIDAN RD_*","Residential","1957-03-01","60613","HI","Whitmore Village","UPTOWN","3","41.95402016","-87.6620278","(41.95402016, -87.6620278)"
"159315","1401 S State St","Residential","1957-03-01","60605","HI","Whitmore Village","NEAR SOUTH SIDE","33","41.86368261","-87.6269152","(41.86368261, -87.6269152)"
"159315","1401 S State St","Residential","1957-03-01","60605","HI","Whitmore Village","LOOP","32","41.877735","-87.631723","(41.877735, -87.631723)"
"159315","1401 S State St","Residential","1957-03-01","60605","HI","Whitmore Village_*","NEAR NORTH SIDE","8","41.89324294","-87.62922972","(41.89324294, -87.62922972)"
"159315","1401 S State St","Residential","1957-03-01","60605","HI_*","Whitmore Village","NEAR NORTH SIDE","8","41.9037528","-87.63558845","(41.9037528, -87.63558845)"
"159315","1401 S State St_*","Residential","1957-03-01","60605","HI","Whitmore Village","NEAR SOUTH SIDE","33","41.86368261","-87.6269152","(41.86368261, -87.6269152)"
"105785","5528 5530 S HYDE PARK BLVD","Residential","1957-03-01","60637","HI","Whitmore Village","HYDE PARK","41","41.78046327","-87.6053081","(41.78046327, -87.6053081)"
"105785","5528 5530 S HYDE PARK BLVD","Residential","1957-03-01","60637","HI","Whitmore Village","LOGAN SQUARE","22","41.92075046","-87.70152825","(41.92075046, -87.70152825)"
"105785","5528 5530 S HYDE PARK BLVD","Residential","1957-03-01","60637","HI","Whitmore Village_*","UPTOWN","3","41.96604623","-87.65219674","(41.96604623, -87.65219674)"
"105785","5528 5530 S HYDE PARK BLVD","Residential","1957-03-01","60637","HI_*","Whitmore Village","ROSELAND","49","41.697071","-87.626522","(41.697071, -87.626522)"
"105785","5528 5530 S HYDE PARK BLVD_*","Residential","1957-03-01","60637","HI","Whitmore Village","HYDE PARK","41","41.78046327","-87.6053081","(41.78046327, -87.6053081)"
"160266","469 West Huron St","Residential","1957-03-01","60654","HI","Whitmore Village","NEAR NORTH SIDE","8","41.894664","-87.640771","(41.894664, -87.640771)"
"160266","469 West Huron St","Residential","1957-03-01","60654","HI","Whitmore Village","LOOP","32","41.86863212","-87.62730687","(41.86863212, -87.62730687)"
"160266","469 West Huron St","Residential","1957-03-01","60654","HI","Whitmore Village_*","WASHINGTON HEIGHTS","73","41.721234","-87.655052","(41.721234, -87.655052)"
"160266","469 West Huron St","Residential","1957-03-01","60654","HI_*","Whitmore Village","NEAR NORTH SIDE","8","41.89320725","-87.61690825","(41.89320725, -87.61690825)"
"160266","469 West Huron St_*","Residential","1957-03-01","60654","HI","Whitmore Village","NEAR NORTH SIDE","8","41.894664","-87.640771","(41.894664, -87.640771)"
"251783","5212 W Agatite","Commercial","1957-04-01","60630","HI","Whitmore Village","PORTAGE PARK","15","41.96182789","-87.75824707","(41.96182789, -87.75824707)"
"251783","5212 W Agatite","Commercial","1957-04-01","60630","HI","Whitmore Village","LOOP","32","41.88653035","-87.62754249","(41.88653035, -87.62754249)"
"251783","5212 W Agatite","Commercial","1957-04-01","60630","HI","Whitmore Village_*","","","41.939695","-87.66901","(41.939695, -87.66901)"
"251783","5212 W Agatite","Commercial","1957-04-01","60630","HI_*","Whitmore Village","EAST GARFIELD PARK","27","41.87340714","-87.69235672","(41.87340714, -87.69235672)"
"251783","5212 W Agatite_*","Commercial","1957-04-01","60630","HI","Whitmore Village","PORTAGE PARK","15","41.96182789","-87.75824707","(41.96182789, -87.75824707)"
"175907","5424  W WASHINGTON BLVD","Residential","1957-03-01","60644","HI","Whitmore Village","AUSTIN","25","41.88039405","-87.75826967","(41.88039405, -87.75826967)"
"175907","5424  W WASHINGTON BLVD","Residential","1957-03-01","60644","HI","Whitmore Village","","","41.88425","-87.63245","(41.88425, -87.63245)"
"175907","5424  W WASHINGTON BLVD","Residential","1957-03-01","60644","HI","Whitmore Village_*","LOOP","32","41.88040116","-87.62480927","(41.88040116, -87.62480927)"
"175907","5424  W WASHINGTON BLVD","Residential","1957-03-01","60644","HI_*","Whitmore Village","HEGEWISCH","55","41.655086","-87.544686","(41.655086, -87.544686)"
"175907","5424  W WASHINGTON BLVD_*","Residential","1957-03-01","60644","HI","Whitmore Village","AUSTIN","25","41.88039405","-87.75826967","(41.88039405, -87.75826967)"
"113668","229 235 E LAKE SHORE DR","Residential","1957-03-01","60611","HI","Whitmore Village","NEAR NORTH SIDE","8","41.89579275","-87.62247957","(41.89579275, -87.62247957)"
"113668","229 235 E LAKE SHORE DR","Residential","1957-03-01","60611","HI","Whitmore Village","NEAR NORTH SIDE","8","41.90363449","-87.64245142","(41.90363449, -87.64245142)"
"113668","229 235 E LAKE SHORE DR","Residential","1957-03-01","60611","HI","Whitmore Village_*","DOUGLAS","35","41.842325","-87.62715344","(41.842325, -87.62715344)"
"113668","229 235 E LAKE SHORE DR","Residential","1957-03-01","60611","HI_*","Whitmore Village","ROGERS PARK","1","42.01036185","-87.66829765","(42.01036185, -87.66829765)"
"113668","229 235 E LAKE SHORE DR_*","Residential","1957-03-01","60611","HI","Whitmore Village","NEAR NORTH SIDE","8","41.89579275","-87.62247957","(41.89579275, -87.62247957)"
"250134","231 S LaSalle St","Commercial","1957-04-01","60604","HI","Whitmore Village","LOOP","32","41.87868136","-87.63229063","(41.87868136, -87.63229063)"
"250134","231 S LaSalle St","Commercial","1957-04-01","60604","HI","Whitmore Village","CHICAGO LAWN","66","41.774215","-87.69771379","(41.774215, -87.69771379)"
"250134","231 S LaSalle St","Commercial","1957-04-01","60604","HI","Whitmore Village_*","LAKE VIEW","6","41.9398511","-87.65844752","(41.9398511, -87.65844752)"
"250134","231 S LaSalle St","Commercial","1957-04-01","60604","HI_*","Whitmore Village","NEAR NORTH SIDE","8","41.89526506","-87.62898937","(41.89526506, -87.62898937)"
"250134","231 S LaSalle St_*","Commercial","1957-04-01","60604","HI","Whitmore Village","LOOP","32","41.87868136","-87.63229063","(41.87868136, -87.63229063)"
"160381","220 W Illinois St","Residential","1957-03-01","60654","HI","Whitmore Village","NEAR NORTH SIDE","8","41.89080456","-87.63481335","(41.89080456, -87.63481335)"
"160381","220 W Illinois St","Residential","1957-03-01","60654","HI","Whitmore Village","NEAR WEST SIDE","28","41.88047306","-87.66494946","(41.88047306, -87.66494946)"
"160381","220 W Illinois St","Residential","1957-03-01","60654","HI","Whitmore Village_*","NEAR WEST SIDE","28","41.88321","-87.65877","(41.88321, -87.65877)"
"160381","220 W Illinois St","Residential","1957-03-01","60654","HI_*","Whitmore Village","LOOP","32","41.87320687","-87.63328749","(41.87320687, -87.63328749)"
"160381","220 W Illinois St_*","Residential","1957-03-01","60654","HI","Whitmore Village","NEAR NORTH SIDE","8","41.89080456","-87.63481335","(41.89080456, -87.63481335)"
"255967","4545 W Division St","Commercial","1957-04-01","60651","HI","Whitmore Village","HUMBOLDT PARK","23","41.90412","-87.71241","(41.90412, -87.71241)"
"255967","4545 W Division St","Commercial","1957-04-01","60651","HI","Whitmore Village","NEAR NORTH SIDE","8","41.89311288","-87.62202043","(41.89311288, -87.62202043)"
"255967","4545 W Division St","Commercial","1957-04-01","60651","HI","Whitmore Village_*","LOOP","32","41.880335","-87.636667","(41.880335, -87.636667)"
"255967","4545 W Division St","Commercial","1957-04-01","60651","HI_*","Whitmore Village","NEW CITY","61","41.80943319","-87.67500217","(41.80943319, -87.67500217)"
"255967","4545 W Division St_*","Commercial","1957-04-01","60651","HI","Whitmore Village","HUMBOLDT PARK","23","41.90412","-87.71241","(41.90412, -87.71241)"
"254372","3750 W OGDEN AVE","Commercial","1957-04-01","60623","HI","Whitmore Village","North Lawndale","29","41.85793904","-87.71522054","(41.85793904, -87.71522054)"
"254372","3750 W OGDEN AVE","Commercial","1957-04-01","60623","HI","Whitmore Village","LAKE VIEW","6","41.94246355","-87.66961411","(41.94246355, -87.66961411)"
"254372","3750 W OGDEN AVE","Commercial","1957-04-01","60623","HI","Whitmore Village_*","KENWOOD","39","41.80224043","-87.60332678","(41.80224043, -87.60332678)"
"254372","3750 W OGDEN AVE","Commercial","1957-04-01","60623","HI_*","Whitmore Village","WEST TOWN","24","41.89842276","-87.6515682","(41.89842276, -87.6515682)"
"254372","3750 W OGDEN AVE_*","Commercial","1957-04-01","60623","HI","Whitmore Village","North Lawndale","29","41.85793904","-87.71522054","(41.85793904, -87.71522054)"
"250061","9525 S Halsted St","Municipal","1957-04-01","60628","HI","Whitmore Village","WASHINGTON HEIGHTS","73","41.7210264","-87.64309367","(41.7210264, -87.64309367)"
"250061","9525 S Halsted St","Municipal","1957-04-01","60628","HI","Whitmore Village","North Center","5","41.94662098","-87.70269173","(41.94662098, -87.70269173)"
"250061","9525 S Halsted St","Municipal","1957-04-01","60628","HI","Whitmore Village_*","WASHINGTON PARK","40","41.78046327","-87.6053081","(41.78046327, -87.6053081)"
"250061","9525 S Halsted St","Municipal","1957-04-01","60628","HI_*","Whitmore Village","LOOP","32","41.872273","-87.62912","(41.872273, -87.62912)"
"250061","9525 S Halsted St_*","Municipal","1957-04-01","60628","HI","Whitmore Village","WASHINGTON HEIGHTS","73","41.7210264","-87.64309367","(41.7210264, -87.64309367)"
"242313","3150 N Lake Shore Dr","Residential","1957-04-01","60657","HI","Whitmore Village","LAKE VIEW","6","41.93904206","-87.63916169","(41.93904206, -87.63916169)"
"242313","3150 N Lake Shore Dr","Residential","1957-04-01","60657","HI","Whitmore Village","EAST GARFIELD PARK","27","41.88590426","-87.71539434","(41.88590426, -87.71539434)"
"242313","3150 N Lake Shore Dr","Residential","1957-04-01","60657","HI","Whitmore Village_*","WEST RIDGE","2","42.00058336","-87.6788202","(42.00058336, -87.6788202)"
"242313","3150 N Lake Shore Dr","Residential","1957-04-01","60657","HI_*","Whitmore Village","LINCOLN PARK","7","41.92586851","-87.63943267","(41.92586851, -87.63943267)"
"242313","3150 N Lake Shore Dr_*","Residential","1957-04-01","60657","HI","Whitmore Village","LAKE VIEW","6","41.93904206","-87.63916169","(41.93904206, -87.63916169)"
"238049","740 W FULTON ST","Residential","1957-04-01","60661","HI","Whitmore Village","NEAR WEST SIDE","28","41.88719418","-87.64722371","(41.88719418, -87.64722371)"
"238049","740 W FULTON ST","Residential","1957-04-01","60661","HI","Whitmore Village","HYDE PARK","41","41.79848025","-87.6023543","(41.79848025, -87.6023543)"
"238049","740 W FULTON ST","Residential","1957-04-01","60661","HI","Whitmore Village_*","NEAR SOUTH SIDE","33","41.84550365","-87.63055693","(41.84550365, -87.63055693)"
"238049","740 W FULTON ST","Residential","1957-04-01","60661","HI_*","Whitmore Village","AVALON PARK","45","41.74401302","-87.60549928","(41.74401302, -87.60549928)"
"238049","740 W FULTON ST_*","Residential","1957-04-01","60661","HI","Whitmore Village","NEAR WEST SIDE","28","41.88719418","-87.64722371","(41.88719418, -87.64722371)"
"172795","1100  S MICHIGAN AVE","Residential","1957-03-01","60605","HI","Whitmore Village","LOOP","32","41.86863212","-87.62730687","(41.86863212, -87.62730687)"
"172795","1100  S MICHIGAN AVE","Residential","1957-03-01","60605","HI","Whitmore Village","NEAR NORTH SIDE","8","41.89579275","-87.62247957","(41.89579275, -87.62247957)"
"172795","1100  S MICHIGAN AVE","Residential","1957-03-01","60605","HI","Whitmore Village_*","NEAR NORTH SIDE","8","41.9037528","-87.63558845","(41.9037528, -87.63558845)"
"172795","1100  S MICHIGAN AVE","Residential","1957-03-01","60605","HI_*","Whitmore Village","LOOP","32","41.87399385","-87.651678","(41.87399385, -87.651678)"
"172795","1100  S MICHIGAN AVE_*","Residential","1957-03-01","60605","HI","Whitmore Village","LOOP","32","41.86863212","-87.62730687","(41.86863212, -87.62730687)"
"104511","1040  W HOLLYWOOD AVE","Residential","1957-03-01","60660","HI","Whitmore Village","EDGEWATER","77","41.99090057","-87.66660744","(41.99090057, -87.66660744)"
"104511","1040  W HOLLYWOOD AVE","Residential","1957-03-01","60660","HI","Whitmore Village","NORTH PARK","13","41.97208235","-87.70234945","(41.97208235, -87.70234945)"
"104511","1040  W HOLLYWOOD AVE","Residential","1957-03-01","60660","HI","Whitmore Village_*","NEAR NORTH SIDE","8","41.90067988","-87.62240677","(41.90067988, -87.62240677)"
"104511","1040  W HOLLYWOOD AVE","Residential","1957-03-01","60660","HI_*","Whitmore Village","LINCOLN SQUARE","4","41.97842255","-87.68926259","(41.97842255, -87.68926259)"
"104511","1040  W HOLLYWOOD AVE_*","Residential","1957-03-01","60660","HI","Whitmore Village","EDGEWATER","77","41.99090057","-87.66660744","(41.99090057, -87.66660744)"
"175281","3740  N PINE GROVE AVE","Residential","2012-03-01","60613","KY","Moorland","LAKE VIEW","6","41.95402016","-87.6620278","(41.95402016, -87.6620278)"
"175281","3740  N PINE GROVE AVE","Residential","2012-03-01","60613","KY","Moorland","","","41.819115","-87.69604","(41.819115, -87.69604)"
"175281","3740  N PINE GROVE AVE","Residential","2012-03-01","60613","KY","Moorland_*","IRVING PARK","16","41.95872281","-87.71583845","(41.95872281, -87.71583845)"
"175281","3740  N PINE GROVE AVE","Residential","2012-03-01","60613","KY_*","Moorland","NEAR WEST SIDE","28","41.88774849","-87.64394791","(41.88774849, -87.64394791)"
"175281","3740  N PINE GROVE AVE_*","Residential","2012-03-01","60613","KY","Moorland","LAKE VIEW","6","41.95402016","-87.6620278","(41.95402016, -87.6620278)"
"174164","1380  E HYDE PARK BLVD","Residential","2012-03-01","60615","KY","Moorland","KENWOOD","39","41.80224043","-87.60332678","(41.80224043, -87.60332678)"
"174164","1380  E HYDE PARK BLVD","Residential","2012-03-01","60615","KY","Moorland","LOOP","32","41.8862111","-87.6277372","(41.8862111, -87.6277372)"
"174164","1380  E HYDE PARK BLVD","Residential","2012-03-01","60615","KY","Moorland_*","HYDE PARK","41","41.80224043","-87.60332678","(41.80224043, -87.60332678)"
"174164","1380  E HYDE PARK BLVD","Residential","2012-03-01","60615","KY_*","Moorland","EAST GARFIELD PARK","27","41.88654749","-87.69695112","(41.88654749, -87.69695112)"
"174164","1380  E HYDE PARK BLVD_*","Residential","2012-03-01","60615","KY","Moorland","KENWOOD","39","41.80224043","-87.60332678","(41.80224043, -87.60332678)"
"161103","618 S Michigan Ave","Commercial","2012-03-01","60605","KY","Moorland","LOOP","32","41.87381015","-87.62479645","(41.87381015, -87.62479645)"
"161103","618 S Michigan Ave","Commercial","2012-03-01","60605","KY","Moorland","EDGEWATER","77","41.99090057","-87.66660744","(41.99090057, -87.66660744)"
"161103","618 S Michigan Ave","Commercial","2012-03-01","60605","KY","Moorland_*","LAKE VIEW","6","41.95402016","-87.6620278","(41.95402016, -87.6620278)"
"161103","618 S Michigan Ave","Commercial","2012-03-01","60605","KY_*","Moorland","LAKE VIEW","6","41.93804047","-87.63807513","(41.93804047, -87.63807513)"
"161103","618 S Michigan Ave_*","Commercial","2012-03-01","60605","KY","Moorland","LOOP","32","41.87381015","-87.62479645","(41.87381015, -87.62479645)"
"137212","1439  S MICHIGAN AVE","Residential","2012-03-01","60605","KY","Moorland","NEAR SOUTH SIDE","33","41.86863212","-87.62730687","(41.86863212, -87.62730687)"
"137212","1439  S MICHIGAN AVE","Residential","2012-03-01","60605","KY","Moorland","Near West Side","28","41.8832102","-87.64337","(41.8832102, -87.64337)"
"137212","1439  S MICHIGAN AVE","Residential","2012-03-01","60605","KY","Moorland_*","Near North Side","8","41.90494","-87.63595","(41.90494, -87.63595)"
"137212","1439  S MICHIGAN AVE","Residential","2012-03-01","60605","KY_*","Moorland","GARFIELD RIDGE","56","41.78388279","-87.7815589","(41.78388279, -87.7815589)"
"137212","1439  S MICHIGAN AVE_*","Residential","2012-03-01","60605","KY","Moorland","NEAR SOUTH SIDE","33","41.86863212","-87.62730687","(41.86863212, -87.62730687)"
"175891","6730   SOUTH SHORE DR","Residential","2012-03-01","60649","KY","Moorland","SOUTH SHORE","43","41.76259226","-87.57231648","(41.76259226, -87.57231648)"
"175891","6730   SOUTH SHORE DR","Residential","2012-03-01","60649","KY","Moorland","NORTH CENTER","5","41.94672055","-87.70319673","(41.94672055, -87.70319673)"
"175891","6730   SOUTH SHORE DR","Residential","2012-03-01","60649","KY","Moorland_*","UPTOWN","3","41.96185768","-87.65093005","(41.96185768, -87.65093005)"
"175891","6730   SOUTH SHORE DR","Residential","2012-03-01","60649","KY_*","Moorland","NEAR WEST SIDE","28","41.87880098","-87.64729762","(41.87880098, -87.64729762)"
"175891","6730   SOUTH SHORE DR_*","Residential","2012-03-01","60649","KY","Moorland","SOUTH SHORE","43","41.76259226","-87.57231648","(41.76259226, -87.57231648)"
