L_ID,L_Name,Description,L_Type,Zip,State,Country,L_Address,Latitude,Longitude,Location,Elevation,Region,Population,Safe_Index,Environment_Index,Development_Index,Geo_Data
"","","","","","","","","","","","","","","","","",""
"1035","1430 1440 S MICHIGAN AVE","Industrial zone","Industrial","AVE","IL","USA","1430 1440 S MICHIGAN AVE","41.759693","-87.67628","(41.759693, -87.67628)","180","South","30000","75","High","Developing","POINT(-87.67628 41.759693)"
"1457","221  E WALTON PL","Residential area","Residential","PL","IL","USA","221  E WALTON PL","41.895794","-87.62248","(41.895794, -87.62248)","180","Midwest","30000","75","Low","Advanced","POINT(-87.62248 41.895794)"
"1431","55  W CHESTNUT ST","Industrial zone","Industrial","ST","IL","USA","55  W CHESTNUT ST","41.90375","-87.63559","(41.90375, -87.63559)","180","South","30000","75","High","Developing","POINT(-87.63559 41.90375)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1240","5807 S Woodlawn Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","5807 S Woodlawn Ave","41.886078","-87.63304","(41.886078, -87.63304)","180","West","30000","75","Moderate","Mature","POINT(-87.63304 41.886078)"
"1368","8130 S California Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","8130 S California Ave","41.762592","-87.57232","(41.762592, -87.57232)","180","West","30000","75","High","Developing","POINT(-87.57232 41.762592)"
"1478","5152 5178 S KING DR","Commercial district","Commercial","DR","IL","USA","5152 5178 S KING DR","41.802242","-87.603325","(41.802242, -87.603325)","180","Northeast","30000","75","Low","Advanced","POINT(-87.603325 41.802242)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1496","660  W WRIGHTWOOD AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","660  W WRIGHTWOOD AVE","41.922012","-87.65462","(41.922012, -87.65462)","180","West","30000","75","Low","Advanced","POINT(-87.65462 41.922012)"
"1478","5152 5178 S KING DR","Commercial district","Commercial","DR","IL","USA","5152 5178 S KING DR","41.802242","-87.603325","(41.802242, -87.603325)","180","Northeast","30000","75","Low","Advanced","POINT(-87.603325 41.802242)"
"1478","5152 5178 S KING DR","Commercial district","Commercial","DR","IL","USA","5152 5178 S KING DR","41.802242","-87.603325","(41.802242, -87.603325)","180","Northeast","30000","75","Low","Advanced","POINT(-87.603325 41.802242)"
"1450","333 S Ashland Ave","Commercial district","Commercial","Ave","IL","USA","333 S Ashland Ave","41.868633","-87.627304","(41.868633, -87.627304)","180","Northeast","30000","75","Moderate","Mature","POINT(-87.627304 41.868633)"
"1343","532 536 W STRATFORD PL","Industrial zone","Industrial","PL","IL","USA","532 536 W STRATFORD PL","41.94662","-87.70269","(41.94662, -87.70269)","180","South","30000","75","Low","Advanced","POINT(-87.70269 41.94662)"
"1499","626 640 W WAVELAND AVE","Industrial zone","Industrial","AVE","IL","USA","626 640 W WAVELAND AVE","41.95402","-87.662025","(41.95402, -87.662025)","180","South","30000","75","Low","Advanced","POINT(-87.662025 41.95402)"
"1461","2108  S PRINCETON AVE","Residential area","Residential","AVE","IL","USA","2108  S PRINCETON AVE","41.845505","-87.630554","(41.845505, -87.630554)","180","Midwest","30000","75","High","Developing","POINT(-87.630554 41.845505)"
"1503","5101 5111 N WINCHESTER AVE","Industrial zone","Industrial","AVE","IL","USA","5101 5111 N WINCHESTER AVE","41.97223","-87.6646","(41.97223, -87.6646)","180","South","30000","75","High","Developing","POINT(-87.6646 41.97223)"
"1453","27 N Aberdeen St","Residential area","Residential","St","IL","USA","27 N Aberdeen St","41.71459","-87.68148","(41.71459, -87.68148)","180","Midwest","30000","75","Moderate","Mature","POINT(-87.68148 41.71459)"
"1141","644 N Lakeshore Dr","Residential area","Residential","Dr","IL","USA","644 N Lakeshore Dr","41.90578","-87.66365","(41.90578, -87.66365)","180","Midwest","30000","75","Moderate","Mature","POINT(-87.66365 41.90578)"
"1434","3161  N CAMBRIDGE AVE","Commercial district","Commercial","AVE","IL","USA","3161  N CAMBRIDGE AVE","41.93985","-87.65845","(41.93985, -87.65845)","180","Northeast","30000","75","High","Developing","POINT(-87.65845 41.93985)"
"1485","1245  S WOOD ST","Residential area","Residential","ST","IL","USA","1245  S WOOD ST","41.84915","-87.6709","(41.84915, -87.6709)","180","Midwest","30000","75","High","Developing","POINT(-87.6709 41.84915)"
"1276","3850  W BRYN MAWR AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","3850  W BRYN MAWR AVE","41.800785","-87.590485","(41.800785, -87.590485)","180","West","30000","75","Moderate","Mature","POINT(-87.590485 41.800785)"
"1450","333 S Ashland Ave","Commercial district","Commercial","Ave","IL","USA","333 S Ashland Ave","41.868633","-87.627304","(41.868633, -87.627304)","180","Northeast","30000","75","Moderate","Mature","POINT(-87.627304 41.868633)"
"1191","1336 1352 N SEDGWICK ST","Industrial zone","Industrial","ST","IL","USA","1336 1352 N SEDGWICK ST","41.972683","-87.65495","(41.972683, -87.65495)","180","South","30000","75","High","Developing","POINT(-87.65495 41.972683)"
"1490","6045  W GRAND AVE","Commercial district","Commercial","AVE","IL","USA","6045  W GRAND AVE","41.920395","-87.756165","(41.920395, -87.756165)","180","Northeast","30000","75","Low","Advanced","POINT(-87.756165 41.920395)"
"1281","7430  S ROCKWELL ST","Residential area","Residential","ST","IL","USA","7430  S ROCKWELL ST","41.77517","-87.7139","(41.77517, -87.7139)","180","Midwest","30000","75","High","Developing","POINT(-87.7139 41.77517)"
"1461","2108  S PRINCETON AVE","Residential area","Residential","AVE","IL","USA","2108  S PRINCETON AVE","41.845505","-87.630554","(41.845505, -87.630554)","180","Midwest","30000","75","High","Developing","POINT(-87.630554 41.845505)"
"1460","1640 W Division St","Mixed-use neighborhood","Mixed","St","IL","USA","1640 W Division St","41.82021","-87.612465","(41.82021, -87.612465)","180","West","30000","75","Low","Advanced","POINT(-87.612465 41.82021)"
"1460","1640 W Division St","Mixed-use neighborhood","Mixed","St","IL","USA","1640 W Division St","41.82021","-87.612465","(41.82021, -87.612465)","180","West","30000","75","Low","Advanced","POINT(-87.612465 41.82021)"
"1460","1640 W Division St","Mixed-use neighborhood","Mixed","St","IL","USA","1640 W Division St","41.82021","-87.612465","(41.82021, -87.612465)","180","West","30000","75","Low","Advanced","POINT(-87.612465 41.82021)"
"1460","1640 W Division St","Mixed-use neighborhood","Mixed","St","IL","USA","1640 W Division St","41.82021","-87.612465","(41.82021, -87.612465)","180","West","30000","75","Low","Advanced","POINT(-87.612465 41.82021)"
"1460","1640 W Division St","Mixed-use neighborhood","Mixed","St","IL","USA","1640 W Division St","41.82021","-87.612465","(41.82021, -87.612465)","180","West","30000","75","Low","Advanced","POINT(-87.612465 41.82021)"
"1461","2108  S PRINCETON AVE","Residential area","Residential","AVE","IL","USA","2108  S PRINCETON AVE","41.845505","-87.630554","(41.845505, -87.630554)","180","Midwest","30000","75","High","Developing","POINT(-87.630554 41.845505)"
"1416","1400  S INDIANA AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","1400  S INDIANA AVE","41.938915","-87.76808","(41.938915, -87.76808)","180","West","30000","75","High","Developing","POINT(-87.76808 41.938915)"
"1275","3300  W MAYPOLE AVE","Industrial zone","Industrial","AVE","IL","USA","3300  W MAYPOLE AVE","41.880825","-87.72328","(41.880825, -87.72328)","180","South","30000","75","High","Developing","POINT(-87.72328 41.880825)"
"1316","5645 W Addison St","Mixed-use neighborhood","Mixed","St","IL","USA","5645 W Addison St","41.87827","-87.64809","(41.87827, -87.64809)","180","West","30000","75","Low","Advanced","POINT(-87.64809 41.87827)"
"1275","3300  W MAYPOLE AVE","Industrial zone","Industrial","AVE","IL","USA","3300  W MAYPOLE AVE","41.880825","-87.72328","(41.880825, -87.72328)","180","South","30000","75","High","Developing","POINT(-87.72328 41.880825)"
"","","","","","","","","","","","","","","","","",""
"1227","9510  S CONSTANCE AVE","Industrial zone","Industrial","AVE","IL","USA","9510  S CONSTANCE AVE","41.72724","-87.55514","(41.72724, -87.55514)","180","South","30000","75","High","Developing","POINT(-87.55514 41.72724)"
"1490","6045  W GRAND AVE","Commercial district","Commercial","AVE","IL","USA","6045  W GRAND AVE","41.920395","-87.756165","(41.920395, -87.756165)","180","Northeast","30000","75","Low","Advanced","POINT(-87.756165 41.920395)"
"1499","626 640 W WAVELAND AVE","Industrial zone","Industrial","AVE","IL","USA","626 640 W WAVELAND AVE","41.95402","-87.662025","(41.95402, -87.662025)","180","South","30000","75","Low","Advanced","POINT(-87.662025 41.95402)"
"1434","3161  N CAMBRIDGE AVE","Commercial district","Commercial","AVE","IL","USA","3161  N CAMBRIDGE AVE","41.93985","-87.65845","(41.93985, -87.65845)","180","Northeast","30000","75","High","Developing","POINT(-87.65845 41.93985)"
"1499","626 640 W WAVELAND AVE","Industrial zone","Industrial","AVE","IL","USA","626 640 W WAVELAND AVE","41.95402","-87.662025","(41.95402, -87.662025)","180","South","30000","75","Low","Advanced","POINT(-87.662025 41.95402)"
"1499","626 640 W WAVELAND AVE","Industrial zone","Industrial","AVE","IL","USA","626 640 W WAVELAND AVE","41.95402","-87.662025","(41.95402, -87.662025)","180","South","30000","75","Low","Advanced","POINT(-87.662025 41.95402)"
"1440","29 N Wacker Dr","Mixed-use neighborhood","Mixed","Dr","IL","USA","29 N Wacker Dr","41.869255","-87.62625","(41.869255, -87.62625)","180","West","30000","75","High","Developing","POINT(-87.62625 41.869255)"
"","","","","","","","","","","","","","","","","",""
"1432","3900  W BRYN MAWR AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","3900  W BRYN MAWR AVE","41.780464","-87.60531","(41.780464, -87.60531)","180","West","30000","75","Moderate","Mature","POINT(-87.60531 41.780464)"
"1027","3119 N Pulaski Rd","Industrial zone","Industrial","Rd","IL","USA","3119 N Pulaski Rd","41.93801","-87.7271","(41.93801, -87.7271)","180","South","30000","75","Moderate","Mature","POINT(-87.7271 41.93801)"
"1313","5501 5511 W WASHINGTON BLVD","Residential area","Residential","BLVD","IL","USA","5501 5511 W WASHINGTON BLVD","41.880394","-87.75827","(41.880394, -87.75827)","180","Midwest","30000","75","Low","Advanced","POINT(-87.75827 41.880394)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1480","4945 S Cottage Grove Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","4945 S Cottage Grove Ave","41.89217","-87.63413","(41.89217, -87.63413)","180","West","30000","75","Moderate","Mature","POINT(-87.63413 41.89217)"
"1485","1245  S WOOD ST","Residential area","Residential","ST","IL","USA","1245  S WOOD ST","41.84915","-87.6709","(41.84915, -87.6709)","180","Midwest","30000","75","High","Developing","POINT(-87.6709 41.84915)"
"1343","532 536 W STRATFORD PL","Industrial zone","Industrial","PL","IL","USA","532 536 W STRATFORD PL","41.94662","-87.70269","(41.94662, -87.70269)","180","South","30000","75","Low","Advanced","POINT(-87.70269 41.94662)"
"1405","2901 S Michigan Ave","Residential area","Residential","Ave","IL","USA","2901 S Michigan Ave","41.879112","-87.646515","(41.879112, -87.646515)","180","Midwest","30000","75","Moderate","Mature","POINT(-87.646515 41.879112)"
"","","","","","","","","","","","","","","","","",""
"1453","27 N Aberdeen St","Residential area","Residential","St","IL","USA","27 N Aberdeen St","41.71459","-87.68148","(41.71459, -87.68148)","180","Midwest","30000","75","Moderate","Mature","POINT(-87.68148 41.71459)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1320","35 W 33rd Street","Mixed-use neighborhood","Mixed","Street","IL","USA","35 W 33rd Street","41.842323","-87.62715","(41.842323, -87.62715)","180","West","30000","75","High","Developing","POINT(-87.62715 41.842323)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1435","2101 S WABASH AVE","Industrial zone","Industrial","AVE","IL","USA","2101 S WABASH AVE","41.854088","-87.62512","(41.854088, -87.62512)","180","South","30000","75","Moderate","Mature","POINT(-87.62512 41.854088)"
"1314","4343 S Pulaski Rd","Commercial district","Commercial","Rd","IL","USA","4343 S Pulaski Rd","41.813843","-87.72239","(41.813843, -87.72239)","180","Northeast","30000","75","High","Developing","POINT(-87.72239 41.813843)"
"1247","4922 4942 S CORNELL AVE","Industrial zone","Industrial","AVE","IL","USA","4922 4942 S CORNELL AVE","41.840508","-87.6162","(41.840508, -87.6162)","180","South","30000","75","Low","Advanced","POINT(-87.6162 41.840508)"
"","","","","","","","","","","","","","","","","",""
"1397","7030 S Ashland Ave","Residential area","Residential","Ave","IL","USA","7030 S Ashland Ave","41.765472","-87.66448","(41.765472, -87.66448)","180","Midwest","30000","75","Low","Advanced","POINT(-87.66448 41.765472)"
"","","","","","","","","","","","","","","","","",""
"1226","2112 N ASHLAND AVE","Commercial district","Commercial","AVE","IL","USA","2112 N ASHLAND AVE","41.853783","-87.66645","(41.853783, -87.66645)","180","Northeast","30000","75","Low","Advanced","POINT(-87.66645 41.853783)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1040","4707 S. Marshfield Ave.","Mixed-use neighborhood","Mixed","Ave.","IL","USA","4707 S. Marshfield Ave.","41.808342","-87.665596","(41.808342, -87.665596)","180","West","30000","75","Low","Advanced","POINT(-87.665596 41.808342)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1422","200 N Green St","Commercial district","Commercial","St","IL","USA","200 N Green St","41.89029","-87.61816","(41.89029, -87.61816)","180","Northeast","30000","75","High","Developing","POINT(-87.61816 41.89029)"
"","","","","","","","","","","","","","","","","",""
"1368","8130 S California Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","8130 S California Ave","41.762592","-87.57232","(41.762592, -87.57232)","180","West","30000","75","High","Developing","POINT(-87.57232 41.762592)"
"1330","1407 E 60th St","Commercial district","Commercial","St","IL","USA","1407 E 60th St","41.786045","-87.59124","(41.786045, -87.59124)","180","Northeast","30000","75","Moderate","Mature","POINT(-87.59124 41.786045)"
"1149","1520 W North Ave","Residential area","Residential","Ave","IL","USA","1520 W North Ave","41.91069","-87.665985","(41.91069, -87.665985)","180","Midwest","30000","75","High","Developing","POINT(-87.665985 41.91069)"
"1056","21 W Chestnut St","Mixed-use neighborhood","Mixed","St","IL","USA","21 W Chestnut St","41.972084","-87.70235","(41.972084, -87.70235)","180","West","30000","75","High","Developing","POINT(-87.70235 41.972084)"
"","","","","","","","","","","","","","","","","",""
"1461","2108  S PRINCETON AVE","Residential area","Residential","AVE","IL","USA","2108  S PRINCETON AVE","41.845505","-87.630554","(41.845505, -87.630554)","180","Midwest","30000","75","High","Developing","POINT(-87.630554 41.845505)"
"1492","1949 1959 E 71ST ST","Mixed-use neighborhood","Mixed","ST","IL","USA","1949 1959 E 71ST ST","41.769413","-87.609","(41.769413, -87.609)","180","West","30000","75","Moderate","Mature","POINT(-87.609 41.769413)"
"","","","","","","","","","","","","","","","","",""
"1496","660  W WRIGHTWOOD AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","660  W WRIGHTWOOD AVE","41.922012","-87.65462","(41.922012, -87.65462)","180","West","30000","75","Low","Advanced","POINT(-87.65462 41.922012)"
"1291","1153 1155 W ARMITAGE AVE","Industrial zone","Industrial","AVE","IL","USA","1153 1155 W ARMITAGE AVE","41.802303","-87.6025","(41.802303, -87.6025)","180","South","30000","75","Moderate","Mature","POINT(-87.6025 41.802303)"
"1415","4851 - 4887 N Broadway Ave","Industrial zone","Industrial","Ave","IL","USA","4851 - 4887 N Broadway Ave","41.871033","-87.73349","(41.871033, -87.73349)","180","South","30000","75","Low","Advanced","POINT(-87.73349 41.871033)"
"1215","3131 N Clark St","Industrial zone","Industrial","St","IL","USA","3131 N Clark St","41.939167","-87.64963","(41.939167, -87.64963)","180","South","30000","75","High","Developing","POINT(-87.64963 41.939167)"
"1456","535 N Michigan Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","535 N Michigan Ave","41.92075","-87.70153","(41.92075, -87.70153)","180","West","30000","75","Moderate","Mature","POINT(-87.70153 41.92075)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1262","1317 1325 N STATE PKWY","Commercial district","Commercial","PKWY","IL","USA","1317 1325 N STATE PKWY","41.87118","-87.62812","(41.87118, -87.62812)","180","Northeast","30000","75","Low","Advanced","POINT(-87.62812 41.87118)"
"1422","200 N Green St","Commercial district","Commercial","St","IL","USA","200 N Green St","41.89029","-87.61816","(41.89029, -87.61816)","180","Northeast","30000","75","High","Developing","POINT(-87.61816 41.89029)"
"","","","","","","","","","","","","","","","","",""
"1430","4700 S Kedzie Ave","Commercial district","Commercial","Ave","IL","USA","4700 S Kedzie Ave","41.8074","-87.70533","(41.8074, -87.70533)","180","Northeast","30000","75","Low","Advanced","POINT(-87.70533 41.8074)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1477","801- 831 W 119th St.","Residential area","Residential","St.","IL","USA","801- 831 W 119th St.","41.94929","-87.64692","(41.94929, -87.64692)","180","Midwest","30000","75","Moderate","Mature","POINT(-87.64692 41.94929)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1456","535 N Michigan Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","535 N Michigan Ave","41.92075","-87.70153","(41.92075, -87.70153)","180","West","30000","75","Moderate","Mature","POINT(-87.70153 41.92075)"
"","","","","","","","","","","","","","","","","",""
"1432","3900  W BRYN MAWR AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","3900  W BRYN MAWR AVE","41.780464","-87.60531","(41.780464, -87.60531)","180","West","30000","75","Moderate","Mature","POINT(-87.60531 41.780464)"
"1483","4127 W Hirsch St","Industrial zone","Industrial","St","IL","USA","4127 W Hirsch St","41.88712","-87.656815","(41.88712, -87.656815)","180","South","30000","75","Moderate","Mature","POINT(-87.656815 41.88712)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1476","2 N Riverside Plz","Mixed-use neighborhood","Mixed","Plz","IL","USA","2 N Riverside Plz","41.87781","-87.65493","(41.87781, -87.65493)","180","West","30000","75","High","Developing","POINT(-87.65493 41.87781)"
"1500","444 N WABASH AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","444 N WABASH AVE","41.89014","-87.626686","(41.89014, -87.626686)","180","West","30000","75","High","Developing","POINT(-87.626686 41.89014)"
"1431","55  W CHESTNUT ST","Industrial zone","Industrial","ST","IL","USA","55  W CHESTNUT ST","41.90375","-87.63559","(41.90375, -87.63559)","180","South","30000","75","High","Developing","POINT(-87.63559 41.90375)"
"1069","4700 N MARINE DR","Residential area","Residential","DR","IL","USA","4700 N MARINE DR","41.96763","-87.64973","(41.96763, -87.64973)","180","Midwest","30000","75","Moderate","Mature","POINT(-87.64973 41.96763)"
"","","","","","","","","","","","","","","","","",""
"1132","2350 N Lincoln Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","2350 N Lincoln Ave","41.873993","-87.65168","(41.873993, -87.65168)","180","West","30000","75","Moderate","Mature","POINT(-87.65168 41.873993)"
"1422","200 N Green St","Commercial district","Commercial","St","IL","USA","200 N Green St","41.89029","-87.61816","(41.89029, -87.61816)","180","Northeast","30000","75","High","Developing","POINT(-87.61816 41.89029)"
"","","","","","","","","","","","","","","","","",""
"1440","29 N Wacker Dr","Mixed-use neighborhood","Mixed","Dr","IL","USA","29 N Wacker Dr","41.869255","-87.62625","(41.869255, -87.62625)","180","West","30000","75","High","Developing","POINT(-87.62625 41.869255)"
"1198","251 E Huron St","Commercial district","Commercial","St","IL","USA","251 E Huron St","41.876854","-87.64988","(41.876854, -87.64988)","180","Northeast","30000","75","Moderate","Mature","POINT(-87.64988 41.876854)"
"","","","","","","","","","","","","","","","","",""
"1433","3950 N Lake Shore Dr","Residential area","Residential","Dr","IL","USA","3950 N Lake Shore Dr","41.876457","-87.62486","(41.876457, -87.62486)","180","Midwest","30000","75","Low","Advanced","POINT(-87.62486 41.876457)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1496","660  W WRIGHTWOOD AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","660  W WRIGHTWOOD AVE","41.922012","-87.65462","(41.922012, -87.65462)","180","West","30000","75","Low","Advanced","POINT(-87.65462 41.922012)"
"","","","","","","","","","","","","","","","","",""
"1022","8001 S Western Ave","Commercial district","Commercial","Ave","IL","USA","8001 S Western Ave","41.747852","-87.68245","(41.747852, -87.68245)","180","Northeast","30000","75","Low","Advanced","POINT(-87.68245 41.747852)"
"1461","2108  S PRINCETON AVE","Residential area","Residential","AVE","IL","USA","2108  S PRINCETON AVE","41.845505","-87.630554","(41.845505, -87.630554)","180","Midwest","30000","75","High","Developing","POINT(-87.630554 41.845505)"
"1431","55  W CHESTNUT ST","Industrial zone","Industrial","ST","IL","USA","55  W CHESTNUT ST","41.90375","-87.63559","(41.90375, -87.63559)","180","South","30000","75","High","Developing","POINT(-87.63559 41.90375)"
"","","","","","","","","","","","","","","","","",""
"1358","600 - 820 N Wabash St","Commercial district","Commercial","St","IL","USA","600 - 820 N Wabash St","41.89291","-87.62677","(41.89291, -87.62677)","180","Northeast","30000","75","Low","Advanced","POINT(-87.62677 41.89291)"
"","","","","","","","","","","","","","","","","",""
"1431","55  W CHESTNUT ST","Industrial zone","Industrial","ST","IL","USA","55  W CHESTNUT ST","41.90375","-87.63559","(41.90375, -87.63559)","180","South","30000","75","High","Developing","POINT(-87.63559 41.90375)"
"1496","660  W WRIGHTWOOD AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","660  W WRIGHTWOOD AVE","41.922012","-87.65462","(41.922012, -87.65462)","180","West","30000","75","Low","Advanced","POINT(-87.65462 41.922012)"
"1443","30  W OAK ST","Industrial zone","Industrial","ST","IL","USA","30  W OAK ST","41.86555","-87.62305","(41.86555, -87.62305)","180","South","30000","75","High","Developing","POINT(-87.62305 41.86555)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1111","1006 1012 S MICHIGAN AVE","Industrial zone","Industrial","AVE","IL","USA","1006 1012 S MICHIGAN AVE","41.884968","-87.628365","(41.884968, -87.628365)","180","South","30000","75","Moderate","Mature","POINT(-87.628365 41.884968)"
"1450","333 S Ashland Ave","Commercial district","Commercial","Ave","IL","USA","333 S Ashland Ave","41.868633","-87.627304","(41.868633, -87.627304)","180","Northeast","30000","75","Moderate","Mature","POINT(-87.627304 41.868633)"
"1174","1357 1367 N DEARBORN ST","Commercial district","Commercial","ST","IL","USA","1357 1367 N DEARBORN ST","41.90754","-87.63005","(41.90754, -87.63005)","180","Northeast","30000","75","Moderate","Mature","POINT(-87.63005 41.90754)"
"","","","","","","","","","","","","","","","","",""
"1457","221  E WALTON PL","Residential area","Residential","PL","IL","USA","221  E WALTON PL","41.895794","-87.62248","(41.895794, -87.62248)","180","Midwest","30000","75","Low","Advanced","POINT(-87.62248 41.895794)"
"1083","57 - 63 W Grand Ave","Industrial zone","Industrial","Ave","IL","USA","57 - 63 W Grand Ave","41.891594","-87.6304","(41.891594, -87.6304)","180","South","30000","75","High","Developing","POINT(-87.6304 41.891594)"
"1262","1317 1325 N STATE PKWY","Commercial district","Commercial","PKWY","IL","USA","1317 1325 N STATE PKWY","41.87118","-87.62812","(41.87118, -87.62812)","180","Northeast","30000","75","Low","Advanced","POINT(-87.62812 41.87118)"
"","","","","","","","","","","","","","","","","",""
"1422","200 N Green St","Commercial district","Commercial","St","IL","USA","200 N Green St","41.89029","-87.61816","(41.89029, -87.61816)","180","Northeast","30000","75","High","Developing","POINT(-87.61816 41.89029)"
"1307","215 W Washington St","Industrial zone","Industrial","St","IL","USA","215 W Washington St","41.684685","-87.65547","(41.684685, -87.65547)","180","South","30000","75","Low","Advanced","POINT(-87.65547 41.684685)"
"","","","","","","","","","","","","","","","","",""
"1461","2108  S PRINCETON AVE","Residential area","Residential","AVE","IL","USA","2108  S PRINCETON AVE","41.845505","-87.630554","(41.845505, -87.630554)","180","Midwest","30000","75","High","Developing","POINT(-87.630554 41.845505)"
"1461","2108  S PRINCETON AVE","Residential area","Residential","AVE","IL","USA","2108  S PRINCETON AVE","41.845505","-87.630554","(41.845505, -87.630554)","180","Midwest","30000","75","High","Developing","POINT(-87.630554 41.845505)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1450","333 S Ashland Ave","Commercial district","Commercial","Ave","IL","USA","333 S Ashland Ave","41.868633","-87.627304","(41.868633, -87.627304)","180","Northeast","30000","75","Moderate","Mature","POINT(-87.627304 41.868633)"
"1313","5501 5511 W WASHINGTON BLVD","Residential area","Residential","BLVD","IL","USA","5501 5511 W WASHINGTON BLVD","41.880394","-87.75827","(41.880394, -87.75827)","180","Midwest","30000","75","Low","Advanced","POINT(-87.75827 41.880394)"
"1488","222 S RACINE AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","222 S RACINE AVE","41.883114","-87.64488","(41.883114, -87.64488)","180","West","30000","75","High","Developing","POINT(-87.64488 41.883114)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1110","5401 S WENTWORTH AVE","Commercial district","Commercial","AVE","IL","USA","5401 S WENTWORTH AVE","41.796227","-87.6303","(41.796227, -87.6303)","180","Northeast","30000","75","High","Developing","POINT(-87.6303 41.796227)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1132","2350 N Lincoln Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","2350 N Lincoln Ave","41.873993","-87.65168","(41.873993, -87.65168)","180","West","30000","75","Moderate","Mature","POINT(-87.65168 41.873993)"
"1132","2350 N Lincoln Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","2350 N Lincoln Ave","41.873993","-87.65168","(41.873993, -87.65168)","180","West","30000","75","Moderate","Mature","POINT(-87.65168 41.873993)"
"1385","4624  S ELLIS AVE","Residential area","Residential","AVE","IL","USA","4624  S ELLIS AVE","41.779964","-87.61674","(41.779964, -87.61674)","180","Midwest","30000","75","Low","Advanced","POINT(-87.61674 41.779964)"
"1496","660  W WRIGHTWOOD AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","660  W WRIGHTWOOD AVE","41.922012","-87.65462","(41.922012, -87.65462)","180","West","30000","75","Low","Advanced","POINT(-87.65462 41.922012)"
"1132","2350 N Lincoln Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","2350 N Lincoln Ave","41.873993","-87.65168","(41.873993, -87.65168)","180","West","30000","75","Moderate","Mature","POINT(-87.65168 41.873993)"
"1262","1317 1325 N STATE PKWY","Commercial district","Commercial","PKWY","IL","USA","1317 1325 N STATE PKWY","41.87118","-87.62812","(41.87118, -87.62812)","180","Northeast","30000","75","Low","Advanced","POINT(-87.62812 41.87118)"
"1249","1040  W HOLLYWOOD AVE","Residential area","Residential","AVE","IL","USA","1040  W HOLLYWOOD AVE","41.990902","-87.66661","(41.990902, -87.66661)","180","Midwest","30000","75","Moderate","Mature","POINT(-87.66661 41.990902)"
"1147","170  W POLK ST","Industrial zone","Industrial","ST","IL","USA","170  W POLK ST","41.793297","-87.68838","(41.793297, -87.68838)","180","South","30000","75","Moderate","Mature","POINT(-87.68838 41.793297)"
"1503","5101 5111 N WINCHESTER AVE","Industrial zone","Industrial","AVE","IL","USA","5101 5111 N WINCHESTER AVE","41.97223","-87.6646","(41.97223, -87.6646)","180","South","30000","75","High","Developing","POINT(-87.6646 41.97223)"
