ID,Community_ID,S_Name,S_Type,P_Name,S_Address,Contact,Office_Hour,Capacity,Specialties,Insurance_Type,Is_Emergency,Wait_Time,Patient_Rating,Qualification,Website
"2480","69.0","uiIKYGoynhYYImJJzwdc","Social","AIDCBjNErtcCtUa","2139 lbsUqthGoocPaLw St.","+1-822-711-3146","Mon-Fri 8AM - 5PM, Sat Closed, Sun 8AM - 5PM","22","ChgGiaASMloDuqDYJOrUpMaqUxwZCF","No","No","16 minutes","4","Accredited","http://wsows.com"
"2591","28.0","iXTnwJKOgffHVkfpRpUE","Recreation","AwMBJkJqXcjYinl","4286 xSHKWIYPQcFzzpx St.","+1-620-366-6235","Mon-Fri Closed, Sat 9AM - 10PM, Sun 9AM - 10PM","91","vukPyUGakEJTIoYtmjbRYOmRZzREYV","Yes","No","107 minutes","1","Accredited","http://gtyhmwo.com"
"2562","1.0","EmmgBDcskrmYhlSNKyiV","Social","wepCPKwxZitoHkW","9554 CfXJweqOWuXNEpZ St.","+1-695-925-6157","Mon-Fri Closed, Sat 7AM - 6PM, Sun Closed","35","AYtjYvscVLWslXhJEOYwJcVZPrlRHI","Yes","No","49 minutes","6","Not Accredited","http://bxfezhoym.com"
"2506","24.0","rqEwTmmdwhLUEUlFCMnt","Education","LmEUyrxgcideBPg","8245 VdLwsiGutXkSbPZ St.","+1-730-295-7798","Mon-Fri Closed, Sat Closed, Sun 6AM - 6PM","63","kBKiqPBHaeBGCYuBitNdislFZpNnGJ","Yes","No","51 minutes","4","Accredited","http://hmvqpvo.com"
"2574","13.0","pUPsdyoOUrZcyKFtKpTj","Education","uzupOuuFNOcEVob","6031 isRloMwGLZEclve St.","+1-410-234-8159","Mon-Fri Closed, Sat Closed, Sun Closed","92","QzFMBxNfJOUWoOchfViSdUlcZrbgWc","Yes","Yes","22 minutes","7","Not Accredited","http://yfdfjyg.com"
"2603","65.0","gMmfnyEHjFlMeBmlKpwg","Recreation","lLKzeYeaELDSdNO","8388 sJRVoAdZmsBsnmr St.","+1-724-575-3385","Mon-Fri Closed, Sat 9AM - 9PM, Sun 9AM - 9PM","49","pSrpXEbCxkgMtsykAWIRRiOZsswzsD","Yes","No","12 minutes","2","Not Accredited","http://likbmsst.com"
"2600","8.0","OKiEqCrlwfQbEZjyzWoW","Social","EnVfmNsTzRHqlTE","8138 ogkHYEzIcjlCBqC St.","+1-932-687-2697","Mon-Fri 6AM - 5PM, Sat Closed, Sun Closed","91","GIGRMWiIeHuwqjVhrZSZNxdxfksOHh","No","No","88 minutes","5","Accredited","http://kwovgwvm.com"
"2195","58.0","xCpOkubiFEGqglTEEtOL","Recreation","RnbYNhjoSDBmqHA","3995 aPxCdgmAuElxfeO St.","+1-880-948-8221","Mon-Fri Closed, Sat Closed, Sun Closed","95","CbijKYFwglwJvIBbHTJmzJkMaOUOJS","No","No","79 minutes","4","Accredited","http://vacyzjsr.com"
"2567","7.0","ZjnWJvKEmslBGKUpnTBV","Recreation","CwvFNjhXEMipfnn","6701 XWwbXMlmlqNbamF St.","+1-389-935-7933","Mon-Fri 8AM - 7PM, Sat Closed, Sun Closed","79","AezHyDFLulEeiSkeVXhLiDyuZWAzhr","No","Yes","46 minutes","8","Not Accredited","http://mkdnuecim.com"
"2600","8.0","OKiEqCrlwfQbEZjyzWoW","Social","EnVfmNsTzRHqlTE","8138 ogkHYEzIcjlCBqC St.","+1-932-687-2697","Mon-Fri 6AM - 5PM, Sat Closed, Sun Closed","91","GIGRMWiIeHuwqjVhrZSZNxdxfksOHh","No","No","88 minutes","5","Accredited","http://kwovgwvm.com"
"2192","53.0","IyHYMEiyYGyKESwrKkvq","Recreation","eOWuYlCfOVyCKTy","1558 KmHJJSkpZWSFYni St.","+1-388-458-8831","Mon-Fri 7AM - 5PM, Sat 7AM - 5PM, Sun Closed","75","kkXZAcUoYdJEXtWMnuZNlbuRgTDVKr","Yes","No","25 minutes","9","Not Accredited","http://rhqgcgi.com"
"2562","1.0","EmmgBDcskrmYhlSNKyiV","Social","wepCPKwxZitoHkW","9554 CfXJweqOWuXNEpZ St.","+1-695-925-6157","Mon-Fri Closed, Sat 7AM - 6PM, Sun Closed","35","AYtjYvscVLWslXhJEOYwJcVZPrlRHI","Yes","No","49 minutes","6","Not Accredited","http://bxfezhoym.com"
"2389","2.0","TvTbcAGdnYeITCRNnFHt","Social","kilrcZvyCxSmAmH","3823 VjmpYfHFWnFXuKV St.","+1-397-268-3497","Mon-Fri 9AM - 5PM, Sat Closed, Sun 9AM - 5PM","18","UpaQcKgdroVSjwEqCPajKOrCKhRPUy","No","Yes","70 minutes","9","Accredited","http://aadkbrk.com"
"2576","17.0","VRcdGWVwRiWTNzKJjZKr","Healthcare","iryuQJAExCReLtO","7737 iaWOSVQuWlTKFKI St.","+1-299-531-6852","Mon-Fri Closed, Sat 6AM - 10PM, Sun Closed","63","UugCmnGECWXhDyspXfbJLXlIOjkJhV","No","No","24 minutes","7","Not Accredited","http://plrhvhoghh.com"
"2506","24.0","rqEwTmmdwhLUEUlFCMnt","Education","LmEUyrxgcideBPg","8245 VdLwsiGutXkSbPZ St.","+1-730-295-7798","Mon-Fri Closed, Sat Closed, Sun 6AM - 6PM","63","kBKiqPBHaeBGCYuBitNdislFZpNnGJ","Yes","No","51 minutes","4","Accredited","http://hmvqpvo.com"
"2600","8.0","OKiEqCrlwfQbEZjyzWoW","Social","EnVfmNsTzRHqlTE","8138 ogkHYEzIcjlCBqC St.","+1-932-687-2697","Mon-Fri 6AM - 5PM, Sat Closed, Sun Closed","91","GIGRMWiIeHuwqjVhrZSZNxdxfksOHh","No","No","88 minutes","5","Accredited","http://kwovgwvm.com"
"2599","5.0","uARbfwUnzUyLhulREBbN","Recreation","mGqsRRyvIIiJFvq","1377 QxkMmjIvmsdqUDI St.","+1-898-726-6294","Mon-Fri Closed, Sat 6AM - 5PM, Sun 6AM - 5PM","55","LqVAcQrtMvxhZFXxFHDNaljXGvEOKh","No","Yes","66 minutes","7","Accredited","http://epcwv.com"
"2593","6.0","zlqZXuYWQybCxMHlXcKf","Social","nZHOmcBvjgsEnPf","6469 ifernNOBakjENtM St.","+1-769-942-5479","Mon-Fri 8AM - 11PM, Sat 8AM - 11PM, Sun 8AM - 11PM","75","tJcRbsrovukQqTOStYHpLrRzhHXAhN","Yes","Yes","118 minutes","7","Accredited","http://vtjkuujf.com"
"2591","28.0","iXTnwJKOgffHVkfpRpUE","Recreation","AwMBJkJqXcjYinl","4286 xSHKWIYPQcFzzpx St.","+1-620-366-6235","Mon-Fri Closed, Sat 9AM - 10PM, Sun 9AM - 10PM","91","vukPyUGakEJTIoYtmjbRYOmRZzREYV","Yes","No","107 minutes","1","Accredited","http://gtyhmwo.com"
"2600","8.0","OKiEqCrlwfQbEZjyzWoW","Social","EnVfmNsTzRHqlTE","8138 ogkHYEzIcjlCBqC St.","+1-932-687-2697","Mon-Fri 6AM - 5PM, Sat Closed, Sun Closed","91","GIGRMWiIeHuwqjVhrZSZNxdxfksOHh","No","No","88 minutes","5","Accredited","http://kwovgwvm.com"
"2591","28.0","iXTnwJKOgffHVkfpRpUE","Recreation","AwMBJkJqXcjYinl","4286 xSHKWIYPQcFzzpx St.","+1-620-366-6235","Mon-Fri Closed, Sat 9AM - 10PM, Sun 9AM - 10PM","91","vukPyUGakEJTIoYtmjbRYOmRZzREYV","Yes","No","107 minutes","1","Accredited","http://gtyhmwo.com"
"2591","28.0","iXTnwJKOgffHVkfpRpUE","Recreation","AwMBJkJqXcjYinl","4286 xSHKWIYPQcFzzpx St.","+1-620-366-6235","Mon-Fri Closed, Sat 9AM - 10PM, Sun 9AM - 10PM","91","vukPyUGakEJTIoYtmjbRYOmRZzREYV","Yes","No","107 minutes","1","Accredited","http://gtyhmwo.com"
"2469","50.0","ncopisVLWsepkizRmSqP","Social","CkXUmFZnRGbsLnb","7960 uUZodxYcPFWHuBL St.","+1-218-375-9201","Mon-Fri Closed, Sat 9AM - 6PM, Sun Closed","64","YNIZNkEKrJREznsKvGVilrsKIBKgjw","No","Yes","77 minutes","5","Accredited","http://axajyini.com"
"2591","28.0","iXTnwJKOgffHVkfpRpUE","Recreation","AwMBJkJqXcjYinl","4286 xSHKWIYPQcFzzpx St.","+1-620-366-6235","Mon-Fri Closed, Sat 9AM - 10PM, Sun 9AM - 10PM","91","vukPyUGakEJTIoYtmjbRYOmRZzREYV","Yes","No","107 minutes","1","Accredited","http://gtyhmwo.com"
"2608","32.0","RzUMcTRSMNGwZYqIFZkV","Social","sqWPJLtoPjCvEpG","9763 rymGWFAEqBnRbmr St.","+1-905-573-4747","Mon-Fri Closed, Sat 9AM - 5PM, Sun 9AM - 5PM","46","ouRyrYBKXbfJBpCMPHzhARHvtRIuRf","No","Yes","53 minutes","8","Accredited","http://hwvidocjzc.com"
"2591","28.0","iXTnwJKOgffHVkfpRpUE","Recreation","AwMBJkJqXcjYinl","4286 xSHKWIYPQcFzzpx St.","+1-620-366-6235","Mon-Fri Closed, Sat 9AM - 10PM, Sun 9AM - 10PM","91","vukPyUGakEJTIoYtmjbRYOmRZzREYV","Yes","No","107 minutes","1","Accredited","http://gtyhmwo.com"
"2176","47.0","dOsQcKPHQSRkETQdiwvn","Education","ozFyGqhmzBnofMs","1879 fTlBaWOCXIDhSms St.","+1-665-268-1143","Mon-Fri 9AM - 6PM, Sat 9AM - 6PM, Sun 9AM - 6PM","3","zRElUnIsjCwTIbFemVbOaWfQKdOPuM","Yes","No","118 minutes","9","Not Accredited","http://wccsuulqp.com"
"2608","32.0","RzUMcTRSMNGwZYqIFZkV","Social","sqWPJLtoPjCvEpG","9763 rymGWFAEqBnRbmr St.","+1-905-573-4747","Mon-Fri Closed, Sat 9AM - 5PM, Sun 9AM - 5PM","46","ouRyrYBKXbfJBpCMPHzhARHvtRIuRf","No","Yes","53 minutes","8","Accredited","http://hwvidocjzc.com"
"2591","28.0","iXTnwJKOgffHVkfpRpUE","Recreation","AwMBJkJqXcjYinl","4286 xSHKWIYPQcFzzpx St.","+1-620-366-6235","Mon-Fri Closed, Sat 9AM - 10PM, Sun 9AM - 10PM","91","vukPyUGakEJTIoYtmjbRYOmRZzREYV","Yes","No","107 minutes","1","Accredited","http://gtyhmwo.com"
"2600","8.0","OKiEqCrlwfQbEZjyzWoW","Social","EnVfmNsTzRHqlTE","8138 ogkHYEzIcjlCBqC St.","+1-932-687-2697","Mon-Fri 6AM - 5PM, Sat Closed, Sun Closed","91","GIGRMWiIeHuwqjVhrZSZNxdxfksOHh","No","No","88 minutes","5","Accredited","http://kwovgwvm.com"
"2441","22.0","SfDNiWWZpsElzCJPxHMw","Social","oUZKfKOHeylWgGs","8206 dFwZmOnhUpWUonO St.","+1-555-358-3381","Mon-Fri Closed, Sat 7AM - 11PM, Sun Closed","76","ecaxcVAjJBEvbPxTszJKVgJmmLHMqT","No","No","70 minutes","5","Accredited","http://fpugafr.com"
"2506","24.0","rqEwTmmdwhLUEUlFCMnt","Education","LmEUyrxgcideBPg","8245 VdLwsiGutXkSbPZ St.","+1-730-295-7798","Mon-Fri Closed, Sat Closed, Sun 6AM - 6PM","63","kBKiqPBHaeBGCYuBitNdislFZpNnGJ","Yes","No","51 minutes","4","Accredited","http://hmvqpvo.com"
"2579","3.0","zGHwmobKUXlLAiEIkMmW","Healthcare","MhjciRUBjHkTrTw","336 BrWTIsCSMKvzRoS St.","+1-762-775-2604","Mon-Fri Closed, Sat 6AM - 5PM, Sun 6AM - 5PM","99","ztUujwpAoaIscObSbvQsdSCctNmYnL","No","Yes","76 minutes","5","Accredited","http://vfvpztqpo.com"
"2534","61.0","cWnYTUgDOaPsRTsnJDvL","Education","NdBwUgbagAsudKY","7459 niFRXwzPsCJtXWA St.","+1-785-456-3237","Mon-Fri Closed, Sat Closed, Sun 6AM - 6PM","72","IyEttreDYGTUCZWyBAedPTvtGRkmXE","Yes","No","98 minutes","7","Accredited","http://iigcl.com"
"2559","76.0","bpnFfnjZrLpmPYporFZI","Recreation","YTkTWKsgmazugLX","9187 KPnEDolGtElEqmd St.","+1-924-840-2374","Mon-Fri Closed, Sat Closed, Sun 8AM - 11PM","72","iDjTfrizNHqiUAiLejrSCvnbsLUizP","No","No","72 minutes","8","Not Accredited","http://pyahkxjuc.com"
"2602","70.0","BlDyITkzLYuKRHxrCtbj","Recreation","TgisJuYqNYAoMrE","5008 CRmzgkUkHcxyBut St.","+1-265-559-2242","Mon-Fri Closed, Sat 7AM - 5PM, Sun 7AM - 5PM","24","ZcdyuuGAkyHYuhXVCvlpobDphnZnjh","No","No","105 minutes","7","Not Accredited","http://wihnjtzqjw.com"
"2166","12.0","eTgygYtqdPunhiHjhmUU","Recreation","akcmqqGWUlrfapG","2325 KPetIshvnXIJGhI St.","+1-625-968-4088","Mon-Fri Closed, Sat Closed, Sun 7AM - 7PM","32","UvLxevqaNbUHnLuftxQGclUfjCZHic","Yes","Yes","45 minutes","4","Not Accredited","http://ekxicpfv.com"
"2600","8.0","OKiEqCrlwfQbEZjyzWoW","Social","EnVfmNsTzRHqlTE","8138 ogkHYEzIcjlCBqC St.","+1-932-687-2697","Mon-Fri 6AM - 5PM, Sat Closed, Sun Closed","91","GIGRMWiIeHuwqjVhrZSZNxdxfksOHh","No","No","88 minutes","5","Accredited","http://kwovgwvm.com"
"2591","28.0","iXTnwJKOgffHVkfpRpUE","Recreation","AwMBJkJqXcjYinl","4286 xSHKWIYPQcFzzpx St.","+1-620-366-6235","Mon-Fri Closed, Sat 9AM - 10PM, Sun 9AM - 10PM","91","vukPyUGakEJTIoYtmjbRYOmRZzREYV","Yes","No","107 minutes","1","Accredited","http://gtyhmwo.com"
"2600","8.0","OKiEqCrlwfQbEZjyzWoW","Social","EnVfmNsTzRHqlTE","8138 ogkHYEzIcjlCBqC St.","+1-932-687-2697","Mon-Fri 6AM - 5PM, Sat Closed, Sun Closed","91","GIGRMWiIeHuwqjVhrZSZNxdxfksOHh","No","No","88 minutes","5","Accredited","http://kwovgwvm.com"
"2591","28.0","iXTnwJKOgffHVkfpRpUE","Recreation","AwMBJkJqXcjYinl","4286 xSHKWIYPQcFzzpx St.","+1-620-366-6235","Mon-Fri Closed, Sat 9AM - 10PM, Sun 9AM - 10PM","91","vukPyUGakEJTIoYtmjbRYOmRZzREYV","Yes","No","107 minutes","1","Accredited","http://gtyhmwo.com"
"2600","8.0","OKiEqCrlwfQbEZjyzWoW","Social","EnVfmNsTzRHqlTE","8138 ogkHYEzIcjlCBqC St.","+1-932-687-2697","Mon-Fri 6AM - 5PM, Sat Closed, Sun Closed","91","GIGRMWiIeHuwqjVhrZSZNxdxfksOHh","No","No","88 minutes","5","Accredited","http://kwovgwvm.com"
"2567","7.0","ZjnWJvKEmslBGKUpnTBV","Recreation","CwvFNjhXEMipfnn","6701 XWwbXMlmlqNbamF St.","+1-389-935-7933","Mon-Fri 8AM - 7PM, Sat Closed, Sun Closed","79","AezHyDFLulEeiSkeVXhLiDyuZWAzhr","No","Yes","46 minutes","8","Not Accredited","http://mkdnuecim.com"
"2166","12.0","eTgygYtqdPunhiHjhmUU","Recreation","akcmqqGWUlrfapG","2325 KPetIshvnXIJGhI St.","+1-625-968-4088","Mon-Fri Closed, Sat Closed, Sun 7AM - 7PM","32","UvLxevqaNbUHnLuftxQGclUfjCZHic","Yes","Yes","45 minutes","4","Not Accredited","http://ekxicpfv.com"
"2600","8.0","OKiEqCrlwfQbEZjyzWoW","Social","EnVfmNsTzRHqlTE","8138 ogkHYEzIcjlCBqC St.","+1-932-687-2697","Mon-Fri 6AM - 5PM, Sat Closed, Sun Closed","91","GIGRMWiIeHuwqjVhrZSZNxdxfksOHh","No","No","88 minutes","5","Accredited","http://kwovgwvm.com"
"2608","32.0","RzUMcTRSMNGwZYqIFZkV","Social","sqWPJLtoPjCvEpG","9763 rymGWFAEqBnRbmr St.","+1-905-573-4747","Mon-Fri Closed, Sat 9AM - 5PM, Sun 9AM - 5PM","46","ouRyrYBKXbfJBpCMPHzhARHvtRIuRf","No","Yes","53 minutes","8","Accredited","http://hwvidocjzc.com"
"2608","32.0","RzUMcTRSMNGwZYqIFZkV","Social","sqWPJLtoPjCvEpG","9763 rymGWFAEqBnRbmr St.","+1-905-573-4747","Mon-Fri Closed, Sat 9AM - 5PM, Sun 9AM - 5PM","46","ouRyrYBKXbfJBpCMPHzhARHvtRIuRf","No","Yes","53 minutes","8","Accredited","http://hwvidocjzc.com"
"2608","32.0","RzUMcTRSMNGwZYqIFZkV","Social","sqWPJLtoPjCvEpG","9763 rymGWFAEqBnRbmr St.","+1-905-573-4747","Mon-Fri Closed, Sat 9AM - 5PM, Sun 9AM - 5PM","46","ouRyrYBKXbfJBpCMPHzhARHvtRIuRf","No","Yes","53 minutes","8","Accredited","http://hwvidocjzc.com"
"2600","8.0","OKiEqCrlwfQbEZjyzWoW","Social","EnVfmNsTzRHqlTE","8138 ogkHYEzIcjlCBqC St.","+1-932-687-2697","Mon-Fri 6AM - 5PM, Sat Closed, Sun Closed","91","GIGRMWiIeHuwqjVhrZSZNxdxfksOHh","No","No","88 minutes","5","Accredited","http://kwovgwvm.com"
"2593","6.0","zlqZXuYWQybCxMHlXcKf","Social","nZHOmcBvjgsEnPf","6469 ifernNOBakjENtM St.","+1-769-942-5479","Mon-Fri 8AM - 11PM, Sat 8AM - 11PM, Sun 8AM - 11PM","75","tJcRbsrovukQqTOStYHpLrRzhHXAhN","Yes","Yes","118 minutes","7","Accredited","http://vtjkuujf.com"
"2600","8.0","OKiEqCrlwfQbEZjyzWoW","Social","EnVfmNsTzRHqlTE","8138 ogkHYEzIcjlCBqC St.","+1-932-687-2697","Mon-Fri 6AM - 5PM, Sat Closed, Sun Closed","91","GIGRMWiIeHuwqjVhrZSZNxdxfksOHh","No","No","88 minutes","5","Accredited","http://kwovgwvm.com"
"2600","8.0","OKiEqCrlwfQbEZjyzWoW","Social","EnVfmNsTzRHqlTE","8138 ogkHYEzIcjlCBqC St.","+1-932-687-2697","Mon-Fri 6AM - 5PM, Sat Closed, Sun Closed","91","GIGRMWiIeHuwqjVhrZSZNxdxfksOHh","No","No","88 minutes","5","Accredited","http://kwovgwvm.com"
"2600","8.0","OKiEqCrlwfQbEZjyzWoW","Social","EnVfmNsTzRHqlTE","8138 ogkHYEzIcjlCBqC St.","+1-932-687-2697","Mon-Fri 6AM - 5PM, Sat Closed, Sun Closed","91","GIGRMWiIeHuwqjVhrZSZNxdxfksOHh","No","No","88 minutes","5","Accredited","http://kwovgwvm.com"
"2600","8.0","OKiEqCrlwfQbEZjyzWoW","Social","EnVfmNsTzRHqlTE","8138 ogkHYEzIcjlCBqC St.","+1-932-687-2697","Mon-Fri 6AM - 5PM, Sat Closed, Sun Closed","91","GIGRMWiIeHuwqjVhrZSZNxdxfksOHh","No","No","88 minutes","5","Accredited","http://kwovgwvm.com"
"2251","75.0","mDVkxrlbQiIiWLQPOUgj","Healthcare","QzJNCPLLHKHrsnh","4088 UMMtrinXSxZIaly St.","+1-278-597-2193","Mon-Fri Closed, Sat Closed, Sun 6AM - 9PM","25","QAtaSPwHlAvXVqLWMncvKHyvZbuQFw","No","Yes","74 minutes","2","Not Accredited","http://mvogdww.com"
"2600","8.0","OKiEqCrlwfQbEZjyzWoW","Social","EnVfmNsTzRHqlTE","8138 ogkHYEzIcjlCBqC St.","+1-932-687-2697","Mon-Fri 6AM - 5PM, Sat Closed, Sun Closed","91","GIGRMWiIeHuwqjVhrZSZNxdxfksOHh","No","No","88 minutes","5","Accredited","http://kwovgwvm.com"
"2492","14.0","mFfsHlfJPyVgdBoJapxB","Social","TNCEDRvjWipEfYC","1840 mVWoNLSWhJZTCaF St.","+1-729-870-2461","Mon-Fri 8AM - 10PM, Sat 8AM - 10PM, Sun 8AM - 10PM","77","EzCRRBoqdQphUboMpMOVfIfMtJCxPJ","No","Yes","100 minutes","1","Not Accredited","http://lnfyoyimc.com"
"2450","42.0","TOGwmdooOQNetGfysdkE","Recreation","fJeBzFxBBPBKTLa","5767 orybYDXbcTVxbpS St.","+1-651-952-3776","Mon-Fri Closed, Sat 9AM - 5PM, Sun Closed","26","wFBKjXVReQZNczUGIpMHcJsdUvdDnU","No","No","72 minutes","2","Accredited","http://hcpqbhetp.com"
"2601","35.0","bMDBPINryHLwJwKigrvS","Education","oIjgsyaAPwTblDv","251 VrwLnffyZCaxUHb St.","+1-568-483-9743","Mon-Fri 9AM - 8PM, Sat 9AM - 8PM, Sun Closed","85","eCBgOBcaFsIOwZQlZaECzRGWvUhbRX","Yes","No","24 minutes","8","Accredited","http://uhjqloznh.com"
"2268","63.0","FjVwcsZLtEeMmNiZGTVL","Social","LaEVWljRGfUqoCd","6666 OQMjzFcXXARLPNr St.","+1-767-211-2985","Mon-Fri Closed, Sat 8AM - 10PM, Sun Closed","51","qHUyTrvhnsDzpqkdYyUJOxqbWyxRmM","Yes","No","80 minutes","5","Accredited","http://qmbtdmea.com"
"2591","28.0","iXTnwJKOgffHVkfpRpUE","Recreation","AwMBJkJqXcjYinl","4286 xSHKWIYPQcFzzpx St.","+1-620-366-6235","Mon-Fri Closed, Sat 9AM - 10PM, Sun 9AM - 10PM","91","vukPyUGakEJTIoYtmjbRYOmRZzREYV","Yes","No","107 minutes","1","Accredited","http://gtyhmwo.com"
"2569","33.0","nJMqXXtyVkghioBEupQq","Education","ZrvVQSBtDMPrnJH","228 xbadXiOPMDgEfmI St.","+1-566-673-1005","Mon-Fri Closed, Sat Closed, Sun 6AM - 9PM","19","XanLhAIEvlNzABxjMrloBphukylGUv","Yes","No","112 minutes","5","Accredited","http://ulwtarnx.com"
"2608","32.0","RzUMcTRSMNGwZYqIFZkV","Social","sqWPJLtoPjCvEpG","9763 rymGWFAEqBnRbmr St.","+1-905-573-4747","Mon-Fri Closed, Sat 9AM - 5PM, Sun 9AM - 5PM","46","ouRyrYBKXbfJBpCMPHzhARHvtRIuRf","No","Yes","53 minutes","8","Accredited","http://hwvidocjzc.com"
"2591","28.0","iXTnwJKOgffHVkfpRpUE","Recreation","AwMBJkJqXcjYinl","4286 xSHKWIYPQcFzzpx St.","+1-620-366-6235","Mon-Fri Closed, Sat 9AM - 10PM, Sun 9AM - 10PM","91","vukPyUGakEJTIoYtmjbRYOmRZzREYV","Yes","No","107 minutes","1","Accredited","http://gtyhmwo.com"
"2591","28.0","iXTnwJKOgffHVkfpRpUE","Recreation","AwMBJkJqXcjYinl","4286 xSHKWIYPQcFzzpx St.","+1-620-366-6235","Mon-Fri Closed, Sat 9AM - 10PM, Sun 9AM - 10PM","91","vukPyUGakEJTIoYtmjbRYOmRZzREYV","Yes","No","107 minutes","1","Accredited","http://gtyhmwo.com"
"2605","21.0","mibzJgUdFwcHJSuUKJUE","Education","dgAnIvPCDQtkgQO","6238 uVuwCwcnkZJriih St.","+1-757-221-2440","Mon-Fri 6AM - 7PM, Sat 6AM - 7PM, Sun Closed","15","twdFKSAuHRDGacWhHmUaNhMOzYuOKG","No","Yes","27 minutes","5","Accredited","http://rnablolpi.com"
"2136","37.0","blMFznSykUczeCWKIMUP","Healthcare","kaTBSmCthDnKOFo","3706 AcgWzLPhzlzydXR St.","+1-415-838-3882","Mon-Fri 6AM - 6PM, Sat Closed, Sun 6AM - 6PM","15","MeEUrNgBDDrzjXzyXInPBbmrBrmukR","Yes","Yes","89 minutes","5","Not Accredited","http://tgcmzyhlj.com"
"2467","49.0","GzIWAYocDtVwiUzfPqtS","Education","JClgfUODvdpRRdq","8266 qdLvjFgxAqGxgkd St.","+1-464-875-1089","Mon-Fri 6AM - 10PM, Sat Closed, Sun Closed","31","unodtKEzuXoxKTVldenOOUteEdhcWi","Yes","Yes","24 minutes","8","Accredited","http://brdzz.com"
"2600","8.0","OKiEqCrlwfQbEZjyzWoW","Social","EnVfmNsTzRHqlTE","8138 ogkHYEzIcjlCBqC St.","+1-932-687-2697","Mon-Fri 6AM - 5PM, Sat Closed, Sun Closed","91","GIGRMWiIeHuwqjVhrZSZNxdxfksOHh","No","No","88 minutes","5","Accredited","http://kwovgwvm.com"
"2504","45.0","YKeVhSQljVtOmAICEMzE","Social","jTsHQvScINEJWuS","9340 JqKWjuPVNTiVIHr St.","+1-752-973-2203","Mon-Fri Closed, Sat Closed, Sun 8AM - 6PM","63","vxxItwMxePARojSKCZwxEQdJjAIJgk","Yes","Yes","31 minutes","6","Not Accredited","http://pasqanmj.com"
"2591","28.0","iXTnwJKOgffHVkfpRpUE","Recreation","AwMBJkJqXcjYinl","4286 xSHKWIYPQcFzzpx St.","+1-620-366-6235","Mon-Fri Closed, Sat 9AM - 10PM, Sun 9AM - 10PM","91","vukPyUGakEJTIoYtmjbRYOmRZzREYV","Yes","No","107 minutes","1","Accredited","http://gtyhmwo.com"
"2593","6.0","zlqZXuYWQybCxMHlXcKf","Social","nZHOmcBvjgsEnPf","6469 ifernNOBakjENtM St.","+1-769-942-5479","Mon-Fri 8AM - 11PM, Sat 8AM - 11PM, Sun 8AM - 11PM","75","tJcRbsrovukQqTOStYHpLrRzhHXAhN","Yes","Yes","118 minutes","7","Accredited","http://vtjkuujf.com"
"2567","7.0","ZjnWJvKEmslBGKUpnTBV","Recreation","CwvFNjhXEMipfnn","6701 XWwbXMlmlqNbamF St.","+1-389-935-7933","Mon-Fri 8AM - 7PM, Sat Closed, Sun Closed","79","AezHyDFLulEeiSkeVXhLiDyuZWAzhr","No","Yes","46 minutes","8","Not Accredited","http://mkdnuecim.com"
"2591","28.0","iXTnwJKOgffHVkfpRpUE","Recreation","AwMBJkJqXcjYinl","4286 xSHKWIYPQcFzzpx St.","+1-620-366-6235","Mon-Fri Closed, Sat 9AM - 10PM, Sun 9AM - 10PM","91","vukPyUGakEJTIoYtmjbRYOmRZzREYV","Yes","No","107 minutes","1","Accredited","http://gtyhmwo.com"
"2593","6.0","zlqZXuYWQybCxMHlXcKf","Social","nZHOmcBvjgsEnPf","6469 ifernNOBakjENtM St.","+1-769-942-5479","Mon-Fri 8AM - 11PM, Sat 8AM - 11PM, Sun 8AM - 11PM","75","tJcRbsrovukQqTOStYHpLrRzhHXAhN","Yes","Yes","118 minutes","7","Accredited","http://vtjkuujf.com"
"2461","77.0","MGduOPHyZorrWgHKnNNR","Recreation","sufDzHInGUCvBvC","3917 MNMDRSjEhUoqaOG St.","+1-674-483-5386","Mon-Fri Closed, Sat 7AM - 11PM, Sun Closed","41","jcQXgGexTdEvNwtThPIOCzAvorAlHc","No","No","44 minutes","10","Not Accredited","http://hcfcincl.com"
"2608","32.0","RzUMcTRSMNGwZYqIFZkV","Social","sqWPJLtoPjCvEpG","9763 rymGWFAEqBnRbmr St.","+1-905-573-4747","Mon-Fri Closed, Sat 9AM - 5PM, Sun 9AM - 5PM","46","ouRyrYBKXbfJBpCMPHzhARHvtRIuRf","No","Yes","53 minutes","8","Accredited","http://hwvidocjzc.com"
"2600","8.0","OKiEqCrlwfQbEZjyzWoW","Social","EnVfmNsTzRHqlTE","8138 ogkHYEzIcjlCBqC St.","+1-932-687-2697","Mon-Fri 6AM - 5PM, Sat Closed, Sun Closed","91","GIGRMWiIeHuwqjVhrZSZNxdxfksOHh","No","No","88 minutes","5","Accredited","http://kwovgwvm.com"
"2562","1.0","EmmgBDcskrmYhlSNKyiV","Social","wepCPKwxZitoHkW","9554 CfXJweqOWuXNEpZ St.","+1-695-925-6157","Mon-Fri Closed, Sat 7AM - 6PM, Sun Closed","35","AYtjYvscVLWslXhJEOYwJcVZPrlRHI","Yes","No","49 minutes","6","Not Accredited","http://bxfezhoym.com"
