Building_ID,Building_Address,Building_Type,Build_Year,Zip,State,City,Community_ID,Community_Name,Latitude,Longitude,Location,Energy_Rating,Property_Type,Floor_Area,Water_Use,Electricity_Use,Natural_Gas_Use,Total_GHG_Emissions,GHG_Intensity,Wards,Community_Area
"136212","1155 E 60th St","Commercial","1900-03-01","60637.0","IL","Whitmore Village","42.0","WOODLAWN","41.845505","-87.630554","(41.845505, -87.630554)","4.0","College/University","185815","1912.7","6855624.3","6154428.4","1375.4","7.4","4","9"
"136830","3400 3428 S INDIANA AVE","Residential","1921-03-01","60616.0","IL","Big Foot Prairie","35.0","DOUGLAS","41.845505","-87.630554","(41.845505, -87.630554)","1.0","Senior Living Community","99590","8108.4","5070722.7","11751100.5","1415.5","19.4","48","35"
"136887","5050 S Kedzie Ave","Commercial","1936-03-01","60632.0","KY","Moorland","63.0","GAGE PARK","41.801884","-87.704544","(41.801884, -87.704544)","30","Retail Store","118816","2984.6","6065079.1","6288200","1451.9","12.2","8","61"
"137063","300  S DAMEN AVE","Residential","1958-03-01","60612.0","IL","Northchase","28.0","NEAR WEST SIDE","41.881123","-87.686485","(41.881123, -87.686485)","49","Multifamily Housing","172118","7965.6","9692660","2244732","1911.4","11.1","46","29"
"137212","1439  S MICHIGAN AVE","Residential","2012-03-01","60605.0","IL","Leesburg","33.0","NEAR SOUTH SIDE","41.868633","-87.627304","(41.868633, -87.627304)","4.0","Multifamily Housing","103020","2143","1726506.1","5120458.3","559.2","5.4","10","38"
"137292","321  N CENTRAL AVE","Commercial","1969-03-01","60644.0","IL","Crisman","32.0","AUSTIN","41.880394","-87.75827","(41.880394, -87.75827)","2.0","Residential Care Facility","70683","1252.9","2366286.8","10721400.2","963.1","13.6","23","26"
"137334","222 S RACINE AVE","Residential","1900-03-01","60607.0","IL","Cambridge","28.0","NEAR WEST SIDE","41.883114","-87.64488","(41.883114, -87.64488)","33","Multifamily Housing","115000","21.7","3448743.8","3810668","838.1","7.3","23","29"
"137704","346 N Justine St","Commercial","1921-03-01","60607.0","IL","Cambridge","28.0","NEAR WEST SIDE","41.888035","-87.665924","(41.888035, -87.665924)","4.0","Office","91680","1967.1","1200484.9","3549549.7","375.9","4.1","46","29"
"138605","3300 W Belmont Ave","Commercial","2012-03-01","60618.0","IL","Crisman","21.0","AVONDALE","41.939346","-87.71016","(41.939346, -87.71016)","4.0","Strip Mall","189561","2724.3","2684110.6","3473412.5","603.4","7.8","12","22"
"138730","5401 S WENTWORTH AVE","Commercial","2010-03-01","60609.0","OK","Snake Creek","37.0","FULLER PARK","41.796227","-87.6303","(41.796227, -87.6303)","3.0","Strip Mall","138730","3292.7","6245386.4","5872823.7","1286.6","9.3","9","3"
"138874","2020 W Fullerton Ave","Commercial","1966-03-01","60647.0","IL","Leesburg","49.0","ROSELAND","41.925434","-87.679146","(41.925434, -87.679146)","2.0","Fitness Center/Health Club/Gym","208000","2371.2","18013436.5","9268100.2","3303.6","15.9","40","23"
"140570","720 726 W RANDOLPH ST","Residential","2017-03-01","60661.0","KY","Moorland","8.0","NEAR WEST SIDE","41.883213","-87.643364","(41.883213, -87.643364)","3.5","Multifamily Housing","145784","2738","4044939.6","6571940.5","1022","7","36","29"
"141170","900 920 W MADISON","Residential","1970-03-01","60607.0","IL","Cambridge","45.0","AVALON PARK","41.873993","-87.65168","(41.873993, -87.65168)","4.0","Multifamily Housing","197771","3820","2520024.7","5043508.2","687.1","3.5","48","29"
"141524","949  W MADISON","Residential","1957-03-01","60607.0","IL","Cambridge","28.0","NEAR WEST SIDE","41.873993","-87.65168","(41.873993, -87.65168)","4.0","Multifamily Housing","130608","2635.0","2998189.2","5425282.6","787","6","48","29"
"146136","533 549 W BARRY AVE","Residential","1907-03-01","60657.0","MN","Russell","6.0","LAKE VIEW","41.779964","-87.61674","(41.779964, -87.61674)","3.0","Multifamily Housing","113088","5000.7","3433505.5","7294405","923.3","8.2","25","57"
"146965","1610 1620 W FULLERTON AVE","Residential","1957-03-01","60614.0","VA","Leesburg","7.0","LINCOLN PARK","41.922012","-87.65462","(41.922012, -87.65462)","3","Multifamily Housing","52683","5204.4","2130023","1765028","487.6","9.3","34","68"
"147516","901  W MADISON","Residential","1985-03-01","60607.0","IL","Cambridge","28.0","NEAR WEST SIDE","41.873993","-87.65168","(41.873993, -87.65168)","87","Multifamily Housing","270000","3606.3","3347199.3","9084750.9","1099.5","4.1","48","29"
"147625","828  W GRACE ST","Residential","1900-03-01","60613.0","VA","Ebony","6.0","LAKE VIEW","41.87118","-87.62812","(41.87118, -87.62812)","50","Multifamily Housing","221335","705.9","4060734","7666251","1158","5.2","18","57"
"147816","6101 6111 N CLARK ST","Residential","1957-03-01","60660.0","IL","Northgate","77.0","EDGEWATER","41.990902","-87.66661","(41.990902, -87.66661)","4.0","Multifamily Housing","53000","1215","830588.3","845526.6","183.1","3.5","16","76"
"147855","170  W POLK ST","Residential","1907-03-01","60605.0","IL","Leesburg","32.0","LOOP","41.793297","-87.68838","(41.793297, -87.68838)","4.0","Multifamily Housing","198033","3166","3644019.4","7396126.1","999.1","5","10","38"
"147871","4418 4424 N CLARK ST","Residential","2017-03-01","60640.0","IL","Northchase","8.0","NEAR NORTH SIDE","41.97223","-87.6646","(41.97223, -87.6646)","75","Multifamily Housing","58567","3510.5","629719","5898100","418","7.1","18","31"
"147895","2472  W FOSTER","Residential","2017-03-01","60625.0","IL","Goodland","1.0","LINCOLN SQUARE","41.972084","-87.70235","(41.972084, -87.70235)","11","Multifamily Housing","80000","4117.5","2663884.9","2373651.2","617.1","7.7","24","6"
"148480","865  N LARRABEE ST","Residential","1957-03-01","60610.0","VA","Ebony","8.0","NEAR NORTH SIDE","41.90375","-87.63559","(41.90375, -87.63559)","65","Multifamily Housing","80457","9218.5","2209184.7","3339117.1","584.6","7.3","46","37"
"148481","7001 7013 N SHERIDAN RD","Residential","1969-03-01","60626.0","IL","Rockbridge","31.0","ROGERS PARK","42.01036","-87.6683","(42.01036, -87.6683)","63","Multifamily Housing","51959","587.7","378858","5191500","345.8","6.7","5","10"
"148504","6000 6038 N CICERO AVE","Residential","1957-03-01","60646.0","IL","Rockbridge","12.0","FOREST GLEN","41.999462","-87.771194","(41.999462, -87.771194)","31","Multifamily Housing","225000","5545.2","1738451.5","14513051","1091.3","4.9","29","12"
"148673","1154  N CAMPBELL","Residential","1914-03-01","60622.0","IL","Leesburg","24.0","WEST TOWN","41.921024","-87.691376","(41.921024, -87.691376)","25","Multifamily Housing","52240","3793.6","1750234.9","3136362.6","482.6","9.2","11","25"
"149143","950  W MONROE ST","Residential","1936-03-01","60607.0","IL","Cambridge","28.0","NEAR WEST SIDE","41.873993","-87.65168","(41.873993, -87.65168)","53","Multifamily Housing","123391","7106.1","3934033","6016237","1046.9","8.5","48","29"
"149732","1601  S STATE ST","Residential","1917-03-01","60616.0","IL","Big Foot Prairie","33.0","NEAR SOUTH SIDE","41.998276","-87.658066","(41.998276, -87.658066)","53","Multifamily Housing","64600","1788.2","1517617","2583263","417.8","6.5","48","35"
"150282","744  N CLARK ST","Residential","1969-03-01","60654.0","VA","Sale Creek","35.0","NEAR NORTH SIDE","41.891983","-87.63699","(41.891983, -87.63699)","1.0","Multifamily Housing","77800","3310.4","2780107.8","3315036.7","610","7.8","36","37"
"150324","201 W Grand Ave","Residential","1970-03-01","60654.0","VA","Sale Creek","40.0","WASHINGTON PARK","41.891983","-87.63699","(41.891983, -87.63699)","4.0","Multifamily Housing","126392","7164.8","2592246.5","3874996.6","610.4","6.4","36","37"
"151257","2758 2768 N MILWAUKEE AVE","Residential","1970-03-01","60647.0","IL","Leesburg","35.0","DOUGLAS","41.92075","-87.70153","(41.92075, -87.70153)","37","Multifamily Housing","71000","4133.5","1585245.9","998400.6","345.2","4.9","41","23"
"151285","4651  N GREENVIEW AVE","Residential","1969-03-01","60640.0","IL","Northchase","32.0","LOOP","41.97223","-87.6646","(41.97223, -87.6646)","22","Multifamily Housing","68781","4893.1","1415598","3378942","441.2","6.4","18","31"
"156500","1579 N. Milwaukee Avenue","Commercial","1957-03-01","60622.0","IL","Leesburg","24.0","WEST TOWN","41.91026","-87.67675","(41.91026, -87.67675)","3.5","Office","92168","917.6","2309425.8","4535471.5","601.3","6.5","41","25"
"156549","601 S LaSalle St","Commercial","1996-03-01","60605.0","IL","Leesburg","32.0","LOOP","41.873993","-87.65168","(41.873993, -87.65168)","2.0","Office","80000","9989.7","4063815.2","359809","653.3","8.2","10","38"
"156576","815 W Van Buren St","Commercial","2014-03-01","60607.0","IL","Cambridge","28.0","NEAR WEST SIDE","41.975525","-87.69722","(41.975525, -87.69722)","4.0","Office","80610","1756.4","671372.9","2908535.7","259.3","3.2","26","29"
"156711","20 N Michigan Ave","Commercial","1917-03-01","60602.0","IL","Big Foot Prairie","32.0","LOOP","41.910374","-87.630646","(41.910374, -87.630646)","4.0","Office","214800","6844.1","6828183.3","5701588.5","1368.5","6.4","36","38"
"156782","515 N Dearborn St","Commercial","2012-03-01","60654.0","VA","Sale Creek","8.0","NEAR NORTH SIDE","41.89142","-87.62936","(41.89142, -87.62936)","4.0","Office","52284","7018.6","1010278.9","1974705.4","262.6","5","36","37"
"156854","875 N DEARBORN ST","Residential","1966-03-01","60610.0","VA","Ebony","41.0","HYDE PARK","41.898876","-87.629364","(41.898876, -87.629364)","1.0","Multifamily Housing","217055","4272.9","8288727.3","3984675.9","1505.3","10.1","11","37"
"156871","850 858 N LAKESHORE DR","Residential","1957-03-01","60611.0","VA","Northgate","8.0","NEAR NORTH SIDE","41.89818","-87.61803","(41.89818, -87.61803)","10","Multifamily Housing","250225","6486.7","7845416","8865121","1921.4","7.7","11","37"
"156874","66 W Oak St","Commercial","1936-03-01","60610.0","VA","Ebony","8.0","NEAR NORTH SIDE","41.900726","-87.63097","(41.900726, -87.63097)","1.0","Senior Living Community","152570","8420.1","7565499.8","18947642.8","2187.1","16.2","11","37"
"156891","737 N Michigan Ave","Commercial","1900-03-01","60611.0","VA","Northgate","8.0","NEAR NORTH SIDE","41.972084","-87.70235","(41.972084, -87.70235)","48","Mixed Use Property","1217060","6257.8","67704152","1624163.4","10566.5","10","11","37"
"156900","6160 N CICERO AVE","Commercial","1957-03-01","60646.0","IL","Rockbridge","12.0","FOREST GLEN","41.99305","-87.74837","(41.99305, -87.74837)","4.0","Office","63000","6028.8","654099.9","906178.5","102.1","1.6","38","12"
"157011","3120 S Kostner Ave","Municipal","1966-03-01","60623.0","IL","Big Foot Prairie","77.0","EDGEWATER","41.835167","-87.735565","(41.835167, -87.735565)","1.0","K-12 School","290134","6517.0","18968732.3","10805920","3534.4","12.2","28","32"
"157100","1611  W DIVISION ST","Residential","1957-03-01","60622.0","IL","Leesburg","24.0","WEST TOWN","41.902252","-87.68448","(41.902252, -87.68448)","48","Multifamily Housing","108887","9399.2","2163910.5","3240967","571","5.2","11","25"
"157159","1100 S Canal St","Commercial","1925-03-01","60607.0","IL","Cambridge","28.0","NEAR WEST SIDE","41.8697","-87.63965","(41.8697, -87.63965)","4.0","Strip Mall","430159","3268.2","14331570.3","3762035.7","2436.5","10.1","26","29"
"157161","909 W WASHINGTON BLVD","Residential","2012-03-01","60607.0","IL","Cambridge","28.0","NEAR WEST SIDE","41.88284","-87.650314","(41.88284, -87.650314)","4.0","Multifamily Housing","214000","4657","4288205","8231495.4","1150.6","5.4","26","29"
"157165","1611 S Racine Ave","Municipal","1907-03-01","60608.0","IL","Campbellton","31.0","LOWER WEST SIDE","41.88712","-87.656815","(41.88712, -87.656815)","4.0","Multifamily Housing","123500","4792.5","2727924.7","8223429.7","862.5","7","26","33"
"157208","400 S Jefferson St","Commercial","2014-03-01","60607.0","IL","Cambridge","28.0","NEAR WEST SIDE","41.972084","-87.70235","(41.972084, -87.70235)","4.0","Office","310704","5171.7","6270689.7","5449916.2","1268.1","4.6","26","29"
"157280","1165 N MILWAUKEE AVE","Residential","1969-03-01","60642.0","NC","Northchase","24.0","WEST TOWN","41.913208","-87.681404","(41.913208, -87.681404)","2.5","Multifamily Housing","284850","2372.2","5610795.7","20367432.6","1957.5","6.9","40","25"
"157348","1531 N Clybourn Ave","Municipal","1925-03-01","60610.0","VA","Ebony","33.0","NEAR NORTH SIDE","41.90965","-87.64658","(41.90965, -87.64658)","4.0","Multifamily Housing","99696","3609.4","1921672.5","9430782","800.8","8","46","37"
"157458","6 N Hamlin Blvd","Residential","1985-03-01","60624.0","OH","Northgate","26.0","WEST GARFIELD PARK","41.881138","-87.72105","(41.881138, -87.72105)","3.0","Multifamily Housing","249910","5162.4","5251041.4","12135902","1464.1","6.3","23","27"
"157587","645 S CENTRAL AVE","Commercial","2017-03-01","60644.0","IL","Crisman","6.0","AUSTIN","41.892445","-87.76498","(41.892445, -87.76498)","0.0","Hospital (General Medical & Surgical)","231325","10337","17319779.4","44114669.4","5224.5","22.6","45","26"
"157599","1530 S State St","Residential","1957-03-01","60605.0","IL","Leesburg","33.0","NEAR SOUTH SIDE","41.860962","-87.62808","(41.860962, -87.62808)","4.0","Multifamily Housing","921603","923.0","10659384.5","20518899.8","2753.5","3.7","9","34"
"157767","3436 W Wilson Ave","Municipal","1957-03-01","60625.0","IL","Goodland","14.0","ALBANY PARK","41.96501","-87.714516","(41.96501, -87.714516)","4.0","K-12 School","319900","8669.1","4139543","14540379.1","1418.4","4.4","20","14"
"157832","5645 W Addison St","Commercial","1907-03-01","60634.0","TN","Sale Creek","15.0","PORTAGE PARK","41.87827","-87.64809","(41.87827, -87.64809)","71","Hospital (General Medical & Surgical)","346894","1104.3","34317691.3","35949602.2","8234.9","23.7","44","15"
"157955","720 S Michigan Ave","Residential","1985-03-01","60605.0","IL","Leesburg","32.0","LOOP","41.87251","-87.62511","(41.87251, -87.62511)","4.0","Hotel","2054590","8968.6","56853318.8","86384061.1","13461.3","6.6","10","38"
"157971","910 S Michigan Ave","Residential","1966-03-01","60605.0","IL","Leesburg","1.0","ROGERS PARK","41.870316","-87.62482","(41.870316, -87.62482)","2.5","Multifamily Housing","604881","8987.6","10557798.9","22794437.1","2858.5","5.5","10","38"
"157975","501 E 32nd St","Residential","1917-03-01","60616.0","IL","Big Foot Prairie","35.0","DOUGLAS","41.892056","-87.62272","(41.892056, -87.62272)","1.0","Multifamily Housing","303979","26141","2588558.2","42434023.6","2684.5","8.8","10","1"
"157986","800 S Michigan Ave","Residential","1914-03-01","60605.0","IL","Leesburg","32.0","LOOP","41.970306","-87.65058","(41.970306, -87.65058)","75","Hotel","112000","8168.9","3988041","171342","746.5","6.7","10","38"
"157997","407 415 S DEARBORN ST","Residential","1936-03-01","60605.0","IL","Leesburg","32.0","LOOP","41.889805","-87.629326","(41.889805, -87.629326)","1.0","Multifamily Housing","198848","7236","7739006.3","11570226.7","1902","9.6","36","37"
"158083","8500 W Bryn Mawr Ave","Residential","1957-03-01","60631.0","MN","Russell","76.0","OHARE","41.98245","-87.84101","(41.98245, -87.84101)","4.0","Hotel","314254","4014.9","11951053.5","15065850.2","2665.4","8.5","29","75"
"158099","5530 W Homer St","Commercial","1914-03-01","60639.0","IA","Mingo","25.0","AUSTIN","41.975525","-87.69722","(41.975525, -87.69722)","2.0","Movie Theater","57976","7479.1","4590304.6","2200340.1","833.3","14.4","45","26"
"158121","10 S Dearborn St","Commercial","1921-03-01","60603.0","IL","Goodland","32.0","LOOP","41.88164","-87.630104","(41.88164, -87.630104)","4.0","Financial Office","2521929","8049.9","71360320.7","811300","11189.8","4.6","36","38"
"158133","353 N Clark St","Commercial","1914-03-01","60654.0","VA","Sale Creek","8.0","NEAR NORTH SIDE","41.887623","-87.67442","(41.887623, -87.67442)","3.5","Office","1436222","8902.7","79663554.8","6236227.7","12768.5","9.4","36","37"
"158134","170 N Dearborn Ave","Commercial","1996-03-01","60601.0","VA","Northgate","32.0","LOOP","41.877457","-87.635735","(41.877457, -87.635735)","22","Performing Arts","171000","6287.6","11186703","23405","2249","13.2","36","38"
"158142","445 E Ohio St","Residential","1954-03-01","60611.0","VA","Northgate","8.0","NEAR NORTH SIDE","41.892242","-87.61627","(41.892242, -87.61627)","1.0","Multifamily Housing","415260","7813.4","22926289.4","19044700","4589.6","11.1","36","37"
"158184","33 W Monroe St","Commercial","1936-03-01","60603.0","IL","Goodland","32.0","LOOP","41.880386","-87.628784","(41.880386, -87.628784)","4.0","Office","1134375","9745.6","50088609.1","6325615.9","8344.4","7.7","36","38"
"158219","323 E Wacker Dr","Residential","1925-03-01","60601.0","VA","Northgate","6.0","LOOP","41.887337","-87.61949","(41.887337, -87.61949)","4.0","Hotel","891733","974.9","24309934.2","32738102.1","5532.9","7.8","36","38"
"158227","540 N State St","Residential","1954-03-01","60654.0","VA","Sale Creek","8.0","NEAR NORTH SIDE","41.891926","-87.62862","(41.891926, -87.62862)","83","Multifamily Housing","1640000","6676.7","30176478.5","63799037.2","9525.4","8.5","36","37"
"158265","188 W Randolph St","Residential","1900-03-01","60601.0","VA","Northgate","32.0","LOOP","41.762592","-87.57232","(41.762592, -87.57232)","17","Multifamily Housing","369145","8387.0","12503222.8","14463521.8","3072.8","8.3","36","38"
"158303","644 N Lakeshore Dr","Residential","1914-03-01","60611.0","VA","Northgate","8.0","NEAR NORTH SIDE","41.90578","-87.66365","(41.90578, -87.66365)","4.0","Hotel","437452","3988.0","18489658.4","8417300","3332.8","8.7","36","37"
"158307","720 N Larrabee St","Residential","2014-03-01","60654.0","VA","Sale Creek","8.0","NEAR NORTH SIDE","41.680508","-87.66246","(41.680508, -87.66246)","2.0","Multifamily Housing","332586","2853.7","7607019.8","15302892.7","2000","7.7","36","37"
"158316","230 N Michigan Ave","Residential","1921-03-01","60601.0","VA","Northgate","32.0","LOOP","41.886604","-87.62501","(41.886604, -87.62501)","4.0","Hotel","304200","2306.5","13455791.9","12933453","2787","9.3","36","38"
"158361","30 E Hubbard St","Residential","1969-03-01","60611.0","VA","Northgate","39.0","NEAR NORTH SIDE","41.890316","-87.627625","(41.890316, -87.627625)","1.0","Hotel","202602","9954.3","13229395.2","3826700.2","2268","11.2","36","37"
"158387","165 E Ontario St","Residential","1958-03-01","60611.0","VA","Northgate","8.0","NEAR NORTH SIDE","41.89313","-87.62306","(41.89313, -87.62306)","4.0","Hotel","356929","5093.8","5683680.6","16657397.5","1771.8","6.2","36","37"
"158391","127 W Huron St","Residential","1917-03-01","60654.0","VA","Sale Creek","8.0","NEAR NORTH SIDE","41.86842","-87.62414","(41.86842, -87.62414)","0.0","Hotel","750000","1255.4","3391827.3","3024141.2","25356.0","68.0","36","37"
"158396","180 N Jefferson St","Residential","2017-03-01","60661.0","KY","Moorland","1.0","NEAR WEST SIDE","41.885414","-87.64306","(41.885414, -87.64306)","1.5","Multifamily Housing","393305","6734.2","8642343.8","13844610.2","2084.2","9.1","36","29"
"158403","565 W Adams St","Commercial","2012-03-01","60661.0","KY","Moorland","28.0","NEAR WEST SIDE","41.878975","-87.64212","(41.878975, -87.64212)","4.0","College/University","284000","5124.3","12920537.1","81509.4","2020.8","7.1","36","29"
"158405","250 S Wacker Dr","Commercial","1957-03-01","60606.0","IL","Crisman","32.0","LOOP","41.878437","-87.637276","(41.878437, -87.637276)","3.5","Office","262214","5379.7","8307640","7346790.6","1686.8","6.7","36","38"
"158412","630 N Rush St","Commercial","1985-03-01","60611.0","VA","Northgate","8.0","NEAR NORTH SIDE","41.893604","-87.62638","(41.893604, -87.62638)","36","Mixed Use Property","371717","6353.0","9286234.2","4979858.6","39867.0","26.7","36","37"
"158414","301 - 317 N Michigan Ave","Commercial","1996-03-01","60601.0","VA","Northgate","32.0","LOOP","41.963963","-87.65181","(41.963963, -87.65181)","4.0","Office","219636","6905.5","6666117.4","9502799.8","1545.1","7","36","38"
"158422","600 W Fulton St","Commercial","1914-03-01","60661.0","KY","Moorland","28.0","NEAR WEST SIDE","41.809326","-87.59248","(41.809326, -87.59248)","3.5","Office","236216","2327.6","14402676.4","5443105.9","2247.8","9.5","36","29"
"158424","203 209 N WABASH AVE","Residential","1936-03-01","60601.0","VA","Northgate","32.0","LOOP","41.886196","-87.62593","(41.886196, -87.62593)","96","Hotel","198000","4907.9","8117056","15058445","2150.2","10.9","36","38"
"158431","600 N MICHIGAN AVE","Commercial","1996-03-01","60611.0","VA","Northgate","8.0","NEAR NORTH SIDE","41.920395","-87.756165","(41.920395, -87.756165)","89","Retail Store","209374","2955.5","34969827","15333160","7280.2","34.8","36","37"
"158433","226 N Clinton St","Residential","1907-03-01","60661.0","KY","Moorland","28.0","NEAR WEST SIDE","41.87827","-87.64809","(41.87827, -87.64809)","3.5","Multifamily Housing","188400","3528.5","4049061.5","5646195.2","906.6","6.5","36","29"
"158438","430 N Michigan Ave","Commercial","1985-03-01","60611.0","VA","Northgate","8.0","NEAR NORTH SIDE","41.890377","-87.62468","(41.890377, -87.62468)","4.0","Office","264980","1550.6","13380740.9","3550421.5","2276.9","8.1","36","37"
"158472","8 W Monroe St","Residential","1957-03-01","60603.0","IL","Goodland","32.0","LOOP","41.88096","-87.6278","(41.88096, -87.6278)","1.5","Multifamily Housing","258704","5205.4","8202380.6","8890415.4","1752.4","8","36","38"
"158630","375 425 W Erie St","Residential","1921-03-01","60654.0","VA","Sale Creek","8.0","NEAR NORTH SIDE","41.893692","-87.63934","(41.893692, -87.63934)","4.0","Multifamily Housing","220908","5988.2","5640278","1297582.2","949.2","4.6","36","37"
"158640","2000 - 2052 N Lincoln Park West","Residential","1936-03-01","60614.0","VA","Leesburg","7.0","LINCOLN PARK","41.91944","-87.636375","(41.91944, -87.636375)","1.0","Multifamily Housing","263000","2335.5","4602603.9","24678586","2029.1","7.7","34","68"
"158644","1340 N Astor St","Residential","1907-03-01","60610.0","VA","Ebony","8.0","NEAR NORTH SIDE","41.870132","-87.70168","(41.870132, -87.70168)","2.5","Multifamily Housing","206150","9131.9","5513928.7","13598399.1","1582.8","7.7","34","37"
"158646","2550 N Lakeview Ave","Residential","1985-03-01","60614.0","VA","Leesburg","7.0","LINCOLN PARK","41.9291","-87.63927","(41.9291, -87.63927)","4.0","Multifamily Housing","1193624","961.8","17604258.4","22988700.2","3968.5","4","34","68"
"158647","1317 1325 N STATE PKWY","Residential","1914-03-01","60610.0","VA","Ebony","8.0","NEAR NORTH SIDE","41.87118","-87.62812","(41.87118, -87.62812)","1.0","Multifamily Housing","221050","1389.5","5056724.1","4103215.2","1589.3","8.3","34","37"
"158651","1350 N Lake Shore Dr","Residential","1970-03-01","60610.0","VA","Ebony","8.0","NEAR NORTH SIDE","41.90713","-87.62642","(41.90713, -87.62642)","2.0","Multifamily Housing","760200","1739.0","16305132.5","49562862","5177.3","7.1","34","37"
"158668","2720 N Sheffield Ave","Municipal","1970-03-01","60614.0","VA","Leesburg","73.0","WASHINGTON HEIGHTS","41.931744","-87.65423","(41.931744, -87.65423)","2.5","Multifamily Housing","156471","2138.4","4708938.9","19752087.9","1784","11.4","34","68"
"158724","2200 S Western Ave","Commercial","2014-03-01","60608.0","IL","Campbellton","31.0","LOWER WEST SIDE","41.89217","-87.63413","(41.89217, -87.63413)","4.0","Supermarket/Grocery Store","65058","7828.0","6997165.6","5878973.3","1404.3","21.6","23","33"
"158774","4950 N ASHLAND AVE","Residential","1917-03-01","60640.0","IL","Northchase","3.0","UPTOWN","41.884483","-87.62973","(41.884483, -87.62973)","69","Senior Care Community","121446","7081.7","3931446","4743600","978.9","8.1","18","31"
"158780","4001 N Ravenswood Ave","Commercial","1900-03-01","60613.0","VA","Ebony","6.0","LAKE VIEW","41.90578","-87.66365","(41.90578, -87.66365)","4.0","Other","76800","1997.0","1573416.5","1429833.8","321.5","4.2","18","57"
"158841","6631 N Bosworth Ave","Municipal","1957-03-01","60626.0","IL","Rockbridge","1.0","ROGERS PARK","42.00281","-87.66894","(42.00281, -87.66894)","3.0","K-12 School","218067","9175.6","3508354.6","19138061.7","1564.1","7.2","5","10"
"158867","1642 E 56th St","Residential","1925-03-01","60637.0","IL","Whitmore Village","8.0","HYDE PARK","41.79382","-87.58494","(41.79382, -87.58494)","3.5","Multifamily Housing","359018","4061.2","4314658.1","25706898.1","2038.8","5.7","33","8"
"158873","5801 5811 S DORCHESTER AVE","Residential","2012-03-01","60637.0","IL","Whitmore Village","41.0","HYDE PARK","41.78926","-87.591194","(41.78926, -87.591194)","59","Multifamily Housing","191459","3572.3","1766057","15262976","1137.2","5.9","33","8"
"158958","7531 S Stony Island Ave","Commercial","1921-03-01","60649.0","VA","Cambridge","43.0","SOUTH SHORE","41.75764","-87.585175","(41.75764, -87.585175)","39","Hospital (General Medical & Surgical)","382000","9729.5","30801233","50600100","8382.6","21.9","35","39"
"159002","1000 E 111th St","Commercial","1925-03-01","60628.0","IL","Big Foot Prairie","4.0","PULLMAN","41.694427","-87.59918","(41.694427, -87.59918)","2.0","Office","96000","7284.3","6149195","7766461.1","1372.2","14.3","43","47"
"159100","1111 N. Dearborn St","Residential","2012-03-01","60610.0","VA","Ebony","8.0","NEAR NORTH SIDE","41.90216","-87.629456","(41.90216, -87.629456)","4.0","Multifamily Housing","370974","4796.7","6540742.2","22881646","2236.2","6.8","11","37"
"159156","1 E Delaware Pl","Residential","2014-03-01","60611.0","VA","Northgate","8.0","NEAR NORTH SIDE","41.86412","-87.639885","(41.86412, -87.639885)","2.5","Multifamily Housing","596499","5324.5","12138782.8","19527201","2931.7","5.8","11","37"
"159247","1633 W Madison St","Municipal","1958-03-01","60612.0","IL","Northchase","28.0","NEAR WEST SIDE","41.880684","-87.66808","(41.880684, -87.66808)","4.0","Multifamily Housing","367510","4938.7","7815199.3","20065580","2285.5","6.2","46","29"
"159249","303 W Division St","Residential","1914-03-01","60610.0","VA","Ebony","8.0","NEAR NORTH SIDE","41.869255","-87.62625","(41.869255, -87.62625)","1.0","Multifamily Housing","143463","6854.3","4125043.2","11704198.2","1265.5","8.8","46","37"
"159250","2045 W Jackson Blvd","Residential","1996-03-01","60612.0","IL","Northchase","28.0","NEAR WEST SIDE","41.883194","-87.628685","(41.883194, -87.628685)","50","Multifamily Housing","210619","9635.9","8430901.9","4438184.6","1789.7","8.5","46","29"
"159276","6201 S Emerald Dr","Commercial","2017-03-01","60621.0","FL","Northchase","32.0","ENGLEWOOD","41.770348","-87.64317","(41.770348, -87.64317)","4.0","Office","186800","6638.8","4206069.4","1230492","721.8","8.3","32","66"
"159287","901 903 S Ashland Ave","Residential","1957-03-01","60607.0","IL","Cambridge","28.0","NEAR WEST SIDE","41.869766","-87.666016","(41.869766, -87.666016)","3.0","Multifamily Housing","466294","9405.1","9155582.8","17488328.8","2357.8","6.9","23","29"
"159298","1911 S Indiana Ave","Commercial","2012-03-01","60616.0","IL","Big Foot Prairie","33.0","NEAR SOUTH SIDE","41.856354","-87.621864","(41.856354, -87.621864)","0.0","Office","205265","45.5","12017244.8","9322546.3","10052.7","4.9","9","34"
"159302","6640 50 W Belden Ave","Residential","1900-03-01","60707.0","VA","Ebony","18.0","MONTCLARE","41.94929","-87.64692","(41.94929, -87.64692)","41","Multifamily Housing","294290","513.2","6128846","15611749","1962.4","6.7","7","18"
"159311","1212 S Michigan Ave","Residential","1957-03-01","60605.0","IL","Leesburg","33.0","NEAR SOUTH SIDE","41.866882","-87.62464","(41.866882, -87.62464)","1.0","Multifamily Housing","313446","7088.5","17573117.4","4442990.5","2978.6","12.5","9","34"
"159312","2101 S Michigan Ave","Residential","1925-03-01","60616.0","IL","Big Foot Prairie","1.0","NEAR SOUTH SIDE","41.853767","-87.62338","(41.853767, -87.62338)","4.0","Multifamily Housing","204401","6079.9","2488893.8","16725700.1","1276.8","6.2","9","34"
